,Volume (t-5),Volume (t-4),Volume (t-3),Volume (t-2),Volume (t-1),Close (t-5),Close (t-4),Close (t-3),Close (t-2),Close (t-1),Close (t),movement
32,51586560,40515840.0,33413760.0,101520000.0,36869760.0,0.1368055522441864,0.15104166865348817,0.14626736044883729,0.16354166567325593,0.17126736044883728,0.16918402910232544,0
33,40515840,33413760.0,101520000.0,36869760.0,43274880.0,0.15104166865348817,0.14626736044883729,0.16354166567325593,0.17126736044883728,0.16918402910232544,0.16371527910232545,0
34,33413760,101520000.0,36869760.0,43274880.0,37670400.0,0.14626736044883729,0.16354166567325593,0.17126736044883728,0.16918402910232544,0.16371527910232545,0.16927083432674409,1
35,101520000,36869760.0,43274880.0,37670400.0,23679360.0,0.16354166567325593,0.17126736044883728,0.16918402910232544,0.16371527910232545,0.16927083432674409,0.1668402761220932,0
36,36869760,43274880.0,37670400.0,23679360.0,21363840.0,0.17126736044883728,0.16918402910232544,0.16371527910232545,0.16927083432674409,0.1668402761220932,0.18715278208255767,1
37,43274880,37670400.0,23679360.0,21363840.0,54944640.0,0.16918402910232544,0.16371527910232545,0.16927083432674409,0.1668402761220932,0.18715278208255767,0.21302083134651184,1
38,37670400,23679360.0,21363840.0,54944640.0,91405440.0,0.16371527910232545,0.16927083432674409,0.1668402761220932,0.18715278208255767,0.21302083134651184,0.23524305522441863,1
39,23679360,21363840.0,54944640.0,91405440.0,145284480.0,0.16927083432674409,0.1668402761220932,0.18715278208255767,0.21302083134651184,0.23524305522441863,0.24574652910232545,1
40,21363840,54944640.0,91405440.0,145284480.0,98156160.0,0.1668402761220932,0.18715278208255767,0.21302083134651184,0.23524305522441863,0.24574652910232545,0.24800347089767455,1
41,54944640,91405440.0,145284480.0,98156160.0,45250560.0,0.18715278208255767,0.21302083134651184,0.23524305522441863,0.24574652910232545,0.24800347089767455,0.25086805820465086,1
42,91405440,145284480.0,98156160.0,45250560.0,101710080.0,0.21302083134651184,0.23524305522441863,0.24574652910232545,0.24800347089767455,0.25086805820465086,0.2480902761220932,0
43,145284480,98156160.0,45250560.0,101710080.0,146177280.0,0.23524305522441863,0.24574652910232545,0.24800347089767455,0.25086805820465086,0.2480902761220932,0.26302083134651183,1
44,98156160,45250560.0,101710080.0,146177280.0,89619840.0,0.24574652910232545,0.24800347089767455,0.25086805820465086,0.2480902761220932,0.26302083134651183,0.2796874940395355,1
45,45250560,101710080.0,146177280.0,89619840.0,81861120.0,0.24800347089767455,0.25086805820465086,0.2480902761220932,0.26302083134651183,0.2796874940395355,0.2921006977558136,1
46,101710080,146177280.0,89619840.0,81861120.0,76579200.0,0.25086805820465086,0.2480902761220932,0.26302083134651183,0.2796874940395355,0.2921006977558136,0.30946180820465086,1
47,146177280,89619840.0,81861120.0,76579200.0,68486400.0,0.2480902761220932,0.26302083134651183,0.2796874940395355,0.2921006977558136,0.30946180820465086,0.31796875,1
48,89619840,81861120.0,76579200.0,68486400.0,88767360.0,0.26302083134651183,0.2796874940395355,0.2921006977558136,0.30946180820465086,0.31796875,0.3345486044883728,1
49,81861120,76579200.0,68486400.0,88767360.0,159857280.0,0.2796874940395355,0.2921006977558136,0.30946180820465086,0.31796875,0.3345486044883728,0.3290798604488373,0
50,76579200,68486400.0,88767360.0,159857280.0,69027840.0,0.2921006977558136,0.30946180820465086,0.31796875,0.3345486044883728,0.3290798604488373,0.3343750059604645,1
51,68486400,88767360.0,159857280.0,69027840.0,116985600.0,0.30946180820465086,0.31796875,0.3345486044883728,0.3290798604488373,0.3343750059604645,0.34809027910232543,1
52,88767360,159857280.0,69027840.0,116985600.0,68273280.0,0.31796875,0.3345486044883728,0.3290798604488373,0.3343750059604645,0.34809027910232543,0.37152777910232543,1
53,159857280,69027840.0,116985600.0,68273280.0,71314560.0,0.3345486044883728,0.3290798604488373,0.3343750059604645,0.34809027910232543,0.37152777910232543,0.4163194477558136,1
54,69027840,116985600.0,68273280.0,71314560.0,173819520.0,0.3290798604488373,0.3343750059604645,0.34809027910232543,0.37152777910232543,0.4163194477558136,0.40989583134651186,0
55,116985600,68273280.0,71314560.0,173819520.0,93720960.0,0.3343750059604645,0.34809027910232543,0.37152777910232543,0.4163194477558136,0.40989583134651186,0.3807291746139526,0
56,68273280,71314560.0,173819520.0,93720960.0,96387840.0,0.34809027910232543,0.37152777910232543,0.4163194477558136,0.40989583134651186,0.3807291746139526,0.3960069417953491,1
57,71314560,173819520.0,93720960.0,96387840.0,58510080.0,0.37152777910232543,0.4163194477558136,0.40989583134651186,0.3807291746139526,0.3960069417953491,0.37777777910232546,0
58,173819520,93720960.0,96387840.0,58510080.0,78664320.0,0.4163194477558136,0.40989583134651186,0.3807291746139526,0.3960069417953491,0.37777777910232546,0.3458333373069763,0
59,93720960,96387840.0,58510080.0,78664320.0,146937600.0,0.40989583134651186,0.3807291746139526,0.3960069417953491,0.37777777910232546,0.3458333373069763,0.36154513955116274,1
60,96387840,58510080.0,78664320.0,146937600.0,73578240.0,0.3807291746139526,0.3960069417953491,0.37777777910232546,0.3458333373069763,0.36154513955116274,0.3597222208976746,0
61,58510080,78664320.0,146937600.0,73578240.0,30378240.0,0.3960069417953491,0.37777777910232546,0.3458333373069763,0.36154513955116274,0.3597222208976746,0.33107638359069824,0
62,78664320,146937600.0,73578240.0,30378240.0,121121280.0,0.37777777910232546,0.3458333373069763,0.36154513955116274,0.3597222208976746,0.33107638359069824,0.35104166269302367,1
63,146937600,73578240.0,30378240.0,121121280.0,89343360.0,0.3458333373069763,0.36154513955116274,0.3597222208976746,0.33107638359069824,0.35104166269302367,0.3463541567325592,0
64,73578240,30378240.0,121121280.0,89343360.0,66337920.0,0.36154513955116274,0.3597222208976746,0.33107638359069824,0.35104166269302367,0.3463541567325592,0.3430555522441864,0
65,30378240,121121280.0,89343360.0,66337920.0,44190720.0,0.3597222208976746,0.33107638359069824,0.35104166269302367,0.3463541567325592,0.3430555522441864,0.3317708373069763,0
66,121121280,89343360.0,66337920.0,44190720.0,160358400.0,0.33107638359069824,0.35104166269302367,0.3463541567325592,0.3430555522441864,0.3317708373069763,0.35520833134651186,1
67,89343360,66337920.0,44190720.0,160358400.0,83802240.0,0.35104166269302367,0.3463541567325592,0.3430555522441864,0.3317708373069763,0.35520833134651186,0.35972222685813904,1
68,66337920,44190720.0,160358400.0,83802240.0,52479360.0,0.3463541567325592,0.3430555522441864,0.3317708373069763,0.35520833134651186,0.35972222685813904,0.3921875,1
69,44190720,160358400.0,83802240.0,52479360.0,107844480.0,0.3430555522441864,0.3317708373069763,0.35520833134651186,0.35972222685813904,0.3921875,0.4046874940395355,1
70,160358400,83802240.0,52479360.0,107844480.0,88462080.0,0.3317708373069763,0.35520833134651186,0.35972222685813904,0.3921875,0.4046874940395355,0.3937500059604645,0
71,83802240,52479360.0,107844480.0,88462080.0,60923520.0,0.35520833134651186,0.35972222685813904,0.3921875,0.4046874940395355,0.3937500059604645,0.4061631977558136,1
72,52479360,107844480.0,88462080.0,60923520.0,58464000.0,0.35972222685813904,0.3921875,0.4046874940395355,0.3937500059604645,0.4061631977558136,0.4086805582046509,1
73,107844480,88462080.0,60923520.0,58464000.0,95228800.0,0.3921875,0.4046874940395355,0.3937500059604645,0.4061631977558136,0.4086805582046509,0.46597222089767454,1
74,88462080,60923520.0,58464000.0,95228800.0,99500160.0,0.4046874940395355,0.3937500059604645,0.4061631977558136,0.4086805582046509,0.46597222089767454,0.5131944417953491,1
75,60923520,58464000.0,95228800.0,99500160.0,140765440.0,0.3937500059604645,0.4061631977558136,0.4086805582046509,0.46597222089767454,0.5131944417953491,0.48784723281860354,0
76,58464000,95228800.0,99500160.0,140765440.0,133456000.0,0.4061631977558136,0.4086805582046509,0.46597222089767454,0.5131944417953491,0.48784723281860354,0.3491319417953491,0
77,95228800,99500160.0,140765440.0,133456000.0,213784960.0,0.4086805582046509,0.46597222089767454,0.5131944417953491,0.48784723281860354,0.3491319417953491,0.3045138895511627,0
78,99500160,140765440.0,133456000.0,213784960.0,173664000.0,0.46597222089767454,0.5131944417953491,0.48784723281860354,0.3491319417953491,0.3045138895511627,0.34027777910232543,1
79,140765440,133456000.0,213784960.0,173664000.0,90609280.0,0.5131944417953491,0.48784723281860354,0.3491319417953491,0.3045138895511627,0.34027777910232543,0.3350694477558136,0
80,133456000,213784960.0,173664000.0,90609280.0,78006400.0,0.48784723281860354,0.3491319417953491,0.3045138895511627,0.34027777910232543,0.3350694477558136,0.328125,0
81,213784960,173664000.0,90609280.0,78006400.0,75118720.0,0.3491319417953491,0.3045138895511627,0.34027777910232543,0.3350694477558136,0.328125,0.3211805522441864,0
82,173664000,90609280.0,78006400.0,75118720.0,66300160.0,0.3045138895511627,0.34027777910232543,0.3350694477558136,0.328125,0.3211805522441864,0.29635416269302367,0
83,90609280,78006400.0,75118720.0,66300160.0,91537280.0,0.34027777910232543,0.3350694477558136,0.328125,0.3211805522441864,0.29635416269302367,0.33333333134651183,1
84,78006400,75118720.0,66300160.0,91537280.0,105899520.0,0.3350694477558136,0.328125,0.3211805522441864,0.29635416269302367,0.33333333134651183,0.3625,1
85,75118720,66300160.0,91537280.0,105899520.0,83083520.0,0.328125,0.3211805522441864,0.29635416269302367,0.33333333134651183,0.3625,0.3677083313465118,1
86,66300160,91537280.0,105899520.0,83083520.0,49066240.0,0.3211805522441864,0.29635416269302367,0.33333333134651183,0.3625,0.3677083313465118,0.39097222685813904,1
87,91537280,105899520.0,83083520.0,49066240.0,103959040.0,0.29635416269302367,0.33333333134651183,0.3625,0.3677083313465118,0.39097222685813904,0.3998263835906982,1
88,105899520,83083520.0,49066240.0,103959040.0,128862080.0,0.33333333134651183,0.3625,0.3677083313465118,0.39097222685813904,0.3998263835906982,0.39236111044883726,0
89,83083520,49066240.0,103959040.0,128862080.0,83807360.0,0.3625,0.3677083313465118,0.39097222685813904,0.3998263835906982,0.39236111044883726,0.3817708373069763,0
90,49066240,103959040.0,128862080.0,83807360.0,83973760.0,0.3677083313465118,0.39097222685813904,0.3998263835906982,0.39236111044883726,0.3817708373069763,0.38333333730697633,1
91,103959040,128862080.0,83807360.0,83973760.0,56260480.0,0.39097222685813904,0.3998263835906982,0.39236111044883726,0.3817708373069763,0.38333333730697633,0.36215277910232546,0
92,128862080,83807360.0,83973760.0,56260480.0,81730560.0,0.3998263835906982,0.39236111044883726,0.3817708373069763,0.38333333730697633,0.36215277910232546,0.3930555582046509,1
93,83807360,83973760.0,56260480.0,81730560.0,80492800.0,0.39236111044883726,0.3817708373069763,0.38333333730697633,0.36215277910232546,0.3930555582046509,0.40972222089767457,1
94,83973760,56260480.0,81730560.0,80492800.0,67647360.0,0.3817708373069763,0.38333333730697633,0.36215277910232546,0.3930555582046509,0.40972222089767457,0.41267361044883727,1
95,56260480,81730560.0,80492800.0,67647360.0,52821120.0,0.38333333730697633,0.36215277910232546,0.3930555582046509,0.40972222089767457,0.41267361044883727,0.4361111164093018,1
96,81730560,80492800.0,67647360.0,52821120.0,84587520.0,0.36215277910232546,0.3930555582046509,0.40972222089767457,0.41267361044883727,0.4361111164093018,0.44062501192092896,1
97,80492800,67647360.0,52821120.0,84587520.0,70839040.0,0.3930555582046509,0.40972222089767457,0.41267361044883727,0.4361111164093018,0.44062501192092896,0.4065972208976746,0
98,67647360,52821120.0,84587520.0,70839040.0,159102720.0,0.40972222089767457,0.41267361044883727,0.4361111164093018,0.44062501192092896,0.4065972208976746,0.3899305582046509,0
99,52821120,84587520.0,70839040.0,159102720.0,69231360.0,0.41267361044883727,0.4361111164093018,0.44062501192092896,0.4065972208976746,0.3899305582046509,0.39531250596046447,1
100,84587520,70839040.0,159102720.0,69231360.0,59534720.0,0.4361111164093018,0.44062501192092896,0.4065972208976746,0.3899305582046509,0.39531250596046447,0.38541666865348817,0
101,70839040,159102720.0,69231360.0,59534720.0,71861120.0,0.44062501192092896,0.4065972208976746,0.3899305582046509,0.39531250596046447,0.38541666865348817,0.379340273141861,0
102,159102720,69231360.0,59534720.0,71861120.0,57426560.0,0.4065972208976746,0.3899305582046509,0.39531250596046447,0.38541666865348817,0.379340273141861,0.3836805522441864,1
103,69231360,59534720.0,71861120.0,57426560.0,42194560.0,0.3899305582046509,0.39531250596046447,0.38541666865348817,0.379340273141861,0.3836805522441864,0.3928819477558136,1
104,59534720,71861120.0,57426560.0,42194560.0,51202560.0,0.39531250596046447,0.38541666865348817,0.379340273141861,0.3836805522441864,0.3928819477558136,0.3927083373069763,0
105,71861120,57426560.0,42194560.0,51202560.0,37085440.0,0.38541666865348817,0.379340273141861,0.3836805522441864,0.3928819477558136,0.3927083373069763,0.3975694477558136,1
106,57426560,42194560.0,51202560.0,37085440.0,62368000.0,0.379340273141861,0.3836805522441864,0.3928819477558136,0.3927083373069763,0.3975694477558136,0.3876736104488373,0
107,42194560,51202560.0,37085440.0,62368000.0,47133440.0,0.3836805522441864,0.3928819477558136,0.3927083373069763,0.3975694477558136,0.3876736104488373,0.41180555820465087,1
108,51202560,37085440.0,62368000.0,47133440.0,63928960.0,0.3928819477558136,0.3927083373069763,0.3975694477558136,0.3876736104488373,0.41180555820465087,0.42968749403953554,1
109,37085440,62368000.0,47133440.0,63928960.0,58768640.0,0.3927083373069763,0.3975694477558136,0.3876736104488373,0.41180555820465087,0.42968749403953554,0.43923611044883726,1
110,62368000,47133440.0,63928960.0,58768640.0,51073280.0,0.3975694477558136,0.3876736104488373,0.41180555820465087,0.42968749403953554,0.43923611044883726,0.45312500596046446,1
111,47133440,63928960.0,58768640.0,51073280.0,52055040.0,0.3876736104488373,0.41180555820465087,0.42968749403953554,0.43923611044883726,0.45312500596046446,0.46684027314186094,1
112,63928960,58768640.0,51073280.0,52055040.0,40906880.0,0.41180555820465087,0.42968749403953554,0.43923611044883726,0.45312500596046446,0.46684027314186094,0.469965273141861,1
113,58768640,51073280.0,52055040.0,40906880.0,70732160.0,0.42968749403953554,0.43923611044883726,0.45312500596046446,0.46684027314186094,0.469965273141861,0.46423611640930174,0
114,51073280,52055040.0,40906880.0,70732160.0,36083200.0,0.43923611044883726,0.45312500596046446,0.46684027314186094,0.469965273141861,0.46423611640930174,0.4239583373069763,0
115,52055040,40906880.0,70732160.0,36083200.0,118102400.0,0.45312500596046446,0.46684027314186094,0.469965273141861,0.46423611640930174,0.4239583373069763,0.4046875,0
116,40906880,70732160.0,36083200.0,118102400.0,60554240.0,0.46684027314186094,0.469965273141861,0.46423611640930174,0.4239583373069763,0.4046875,0.3753472208976746,0
117,70732160,36083200.0,118102400.0,60554240.0,126846080.0,0.469965273141861,0.46423611640930174,0.4239583373069763,0.4046875,0.3753472208976746,0.35763888955116274,0
118,36083200,118102400.0,60554240.0,126846080.0,85298560.0,0.46423611640930174,0.4239583373069763,0.4046875,0.3753472208976746,0.35763888955116274,0.35156250596046446,0
119,118102400,60554240.0,126846080.0,85298560.0,71399680.0,0.4239583373069763,0.4046875,0.3753472208976746,0.35763888955116274,0.35156250596046446,0.3569444477558136,1
120,60554240,126846080.0,85298560.0,71399680.0,51134080.0,0.4046875,0.3753472208976746,0.35763888955116274,0.35156250596046446,0.3569444477558136,0.3529513835906982,0
121,126846080,85298560.0,71399680.0,51134080.0,81891840.0,0.3753472208976746,0.35763888955116274,0.35156250596046446,0.3569444477558136,0.3529513835906982,0.371875,1
122,85298560,71399680.0,51134080.0,81891840.0,68681600.0,0.35763888955116274,0.35156250596046446,0.3569444477558136,0.3529513835906982,0.371875,0.36527777314186094,0
123,71399680,51134080.0,81891840.0,68681600.0,47200000.0,0.35156250596046446,0.3569444477558136,0.3529513835906982,0.371875,0.36527777314186094,0.36892361044883726,1
124,51134080,81891840.0,68681600.0,47200000.0,41174400.0,0.3569444477558136,0.3529513835906982,0.371875,0.36527777314186094,0.36892361044883726,0.35833333134651185,0
125,81891840,68681600.0,47200000.0,41174400.0,46231680.0,0.3529513835906982,0.371875,0.36527777314186094,0.36892361044883726,0.35833333134651185,0.34635416269302366,0
126,68681600,47200000.0,41174400.0,46231680.0,110303360.0,0.371875,0.36527777314186094,0.36892361044883726,0.35833333134651185,0.34635416269302366,0.3618055582046509,1
127,47200000,41174400.0,46231680.0,110303360.0,56561920.0,0.36527777314186094,0.36892361044883726,0.35833333134651185,0.34635416269302366,0.3618055582046509,0.359375,0
128,41174400,46231680.0,110303360.0,56561920.0,71630720.0,0.36892361044883726,0.35833333134651185,0.34635416269302366,0.3618055582046509,0.359375,0.3388888895511627,0
129,46231680,110303360.0,56561920.0,71630720.0,95448320.0,0.35833333134651185,0.34635416269302366,0.3618055582046509,0.359375,0.3388888895511627,0.33177083134651186,0
130,110303360,56561920.0,71630720.0,95448320.0,92268800.0,0.34635416269302366,0.3618055582046509,0.359375,0.3388888895511627,0.33177083134651186,0.3310763895511627,0
131,56561920,71630720.0,95448320.0,92268800.0,92193920.0,0.3618055582046509,0.359375,0.3388888895511627,0.33177083134651186,0.3310763895511627,0.32152777910232544,0
132,71630720,95448320.0,92268800.0,92193920.0,46850560.0,0.359375,0.3388888895511627,0.33177083134651186,0.3310763895511627,0.32152777910232544,0.32934027910232544,1
133,95448320,92268800.0,92193920.0,46850560.0,41854080.0,0.3388888895511627,0.33177083134651186,0.3310763895511627,0.32152777910232544,0.32934027910232544,0.3434027791023254,1
134,92268800,92193920.0,46850560.0,41854080.0,55413120.0,0.33177083134651186,0.3310763895511627,0.32152777910232544,0.32934027910232544,0.3434027791023254,0.3354166686534882,0
135,92193920,46850560.0,41854080.0,55413120.0,30313600.0,0.3310763895511627,0.32152777910232544,0.32934027910232544,0.3434027791023254,0.3354166686534882,0.3555555522441864,1
136,46850560,41854080.0,55413120.0,30313600.0,69709440.0,0.32152777910232544,0.32934027910232544,0.3434027791023254,0.3354166686534882,0.3555555522441864,0.3645833253860474,1
137,41854080,55413120.0,30313600.0,69709440.0,34250880.0,0.32934027910232544,0.3434027791023254,0.3354166686534882,0.3555555522441864,0.3645833253860474,0.3704861104488373,1
138,55413120,30313600.0,69709440.0,34250880.0,51605120.0,0.3434027791023254,0.3354166686534882,0.3555555522441864,0.3645833253860474,0.3704861104488373,0.36545138955116274,0
139,30313600,69709440.0,34250880.0,51605120.0,44023040.0,0.3354166686534882,0.3555555522441864,0.3645833253860474,0.3704861104488373,0.36545138955116274,0.3661458373069763,1
140,69709440,34250880.0,51605120.0,44023040.0,60585600.0,0.3555555522441864,0.3645833253860474,0.3704861104488373,0.36545138955116274,0.3661458373069763,0.3803819417953491,1
141,34250880,51605120.0,44023040.0,60585600.0,93780480.0,0.3645833253860474,0.3704861104488373,0.36545138955116274,0.3661458373069763,0.3803819417953491,0.41840277910232543,1
142,51605120,44023040.0,60585600.0,93780480.0,123047680.0,0.3704861104488373,0.36545138955116274,0.3661458373069763,0.3803819417953491,0.41840277910232543,0.4326388895511627,1
143,44023040,60585600.0,93780480.0,123047680.0,136511360.0,0.36545138955116274,0.3661458373069763,0.3803819417953491,0.41840277910232543,0.4326388895511627,0.42986111640930175,0
144,60585600,93780480.0,123047680.0,136511360.0,53944960.0,0.3661458373069763,0.3803819417953491,0.41840277910232543,0.4326388895511627,0.42986111640930175,0.4144097208976746,0
145,93780480,123047680.0,136511360.0,53944960.0,71941120.0,0.3803819417953491,0.41840277910232543,0.4326388895511627,0.42986111640930175,0.4144097208976746,0.412847226858139,0
146,123047680,136511360.0,53944960.0,71941120.0,213292160.0,0.41840277910232543,0.4326388895511627,0.42986111640930175,0.4144097208976746,0.412847226858139,0.3631944477558136,0
147,136511360,53944960.0,71941120.0,213292160.0,113548800.0,0.4326388895511627,0.42986111640930175,0.4144097208976746,0.412847226858139,0.3631944477558136,0.33940972089767457,0
148,53944960,71941120.0,213292160.0,113548800.0,183363200.0,0.42986111640930175,0.4144097208976746,0.412847226858139,0.3631944477558136,0.33940972089767457,0.34479166865348815,1
149,71941120,213292160.0,113548800.0,183363200.0,86238080.0,0.4144097208976746,0.412847226858139,0.3631944477558136,0.33940972089767457,0.34479166865348815,0.3477430522441864,1
150,213292160,113548800.0,183363200.0,86238080.0,31239040.0,0.412847226858139,0.3631944477558136,0.33940972089767457,0.34479166865348815,0.3477430522441864,0.3519097328186035,1
151,113548800,183363200.0,86238080.0,31239040.0,41908480.0,0.3631944477558136,0.33940972089767457,0.34479166865348815,0.3477430522441864,0.3519097328186035,0.3598958313465118,1
152,183363200,86238080.0,31239040.0,41908480.0,89089280.0,0.33940972089767457,0.34479166865348815,0.3477430522441864,0.3519097328186035,0.3598958313465118,0.3821180582046509,1
153,86238080,31239040.0,41908480.0,89089280.0,59144960.0,0.34479166865348815,0.3477430522441864,0.3519097328186035,0.3598958313465118,0.3821180582046509,0.3795138955116272,0
154,31239040,41908480.0,89089280.0,59144960.0,40267520.0,0.3477430522441864,0.3519097328186035,0.3598958313465118,0.3821180582046509,0.3795138955116272,0.36527777910232545,0
155,41908480,89089280.0,59144960.0,40267520.0,47118720.0,0.3519097328186035,0.3598958313465118,0.3821180582046509,0.3795138955116272,0.36527777910232545,0.38420138955116273,1
156,89089280,59144960.0,40267520.0,47118720.0,70694400.0,0.3598958313465118,0.3821180582046509,0.3795138955116272,0.36527777910232545,0.38420138955116273,0.40260416865348814,1
157,59144960,40267520.0,47118720.0,70694400.0,71264640.0,0.3821180582046509,0.3795138955116272,0.36527777910232545,0.38420138955116273,0.40260416865348814,0.4109374940395355,1
158,40267520,47118720.0,70694400.0,71264640.0,55879680.0,0.3795138955116272,0.36527777910232545,0.38420138955116273,0.40260416865348814,0.4109374940395355,0.4069444417953491,0
159,47118720,70694400.0,71264640.0,55879680.0,48699520.0,0.36527777910232545,0.38420138955116273,0.40260416865348814,0.4109374940395355,0.4069444417953491,0.4034722149372101,0
160,70694400,71264640.0,55879680.0,48699520.0,45560320.0,0.38420138955116273,0.40260416865348814,0.4109374940395355,0.4069444417953491,0.4034722149372101,0.38645832538604735,0
161,71264640,55879680.0,48699520.0,45560320.0,47377920.0,0.40260416865348814,0.4109374940395355,0.4069444417953491,0.4034722149372101,0.38645832538604735,0.37326388955116274,0
162,55879680,48699520.0,45560320.0,47377920.0,46865280.0,0.4109374940395355,0.4069444417953491,0.4034722149372101,0.38645832538604735,0.37326388955116274,0.37291666865348816,0
