,Volume (t-10),Volume (t-9),Volume (t-8),Volume (t-7),Volume (t-6),Volume (t-5),Volume (t-4),Volume (t-3),Volume (t-2),Volume (t-1),Close (t-10),Close (t-9),Close (t-8),Close (t-7),Close (t-6),Close (t-5),Close (t-4),Close (t-3),Close (t-2),Close (t-1),Close (t),movement
27,16965600,15613740.0,22501780.0,35670120.0,23880460.0,12209780.0,15160740.0,12755540.0,13311040.0,19046400.0,92.9199203491211,114.29929809570312,112.50850830078124,109.84184112548829,96.66566467285156,96.45845947265624,93.78178100585937,90.21021118164063,89.86886901855469,88.78678588867187,117.29329223632813,1
28,19046400,17156480.0,15613740.0,22501780.0,35670120.0,23880460.0,12209780.0,15160740.0,12755540.0,13311040.0,88.78678588867187,117.29329223632813,114.29929809570312,112.50850830078124,109.84184112548829,96.66566467285156,96.45845947265624,93.78178100585937,90.21021118164063,89.86886901855469,127.43443603515625,1
29,13311040,36043640.0,17156480.0,15613740.0,22501780.0,35670120.0,23880460.0,12209780.0,15160740.0,12755540.0,89.86886901855469,127.43443603515625,117.29329223632813,114.29929809570312,112.50850830078124,109.84184112548829,96.66566467285156,96.45845947265624,93.78178100585937,90.21021118164063,140.0830841064453,1
30,12755540,42505020.0,36043640.0,17156480.0,15613740.0,22501780.0,35670120.0,23880460.0,12209780.0,15160740.0,90.21021118164063,140.0830841064453,127.43443603515625,117.29329223632813,114.29929809570312,112.50850830078124,109.84184112548829,96.66566467285156,96.45845947265624,93.78178100585937,143.38638610839843,1
31,15160740,40634280.0,42505020.0,36043640.0,17156480.0,15613740.0,22501780.0,35670120.0,23880460.0,12209780.0,93.78178100585937,143.38638610839843,140.0830841064453,127.43443603515625,117.29329223632813,114.29929809570312,112.50850830078124,109.84184112548829,96.66566467285156,96.45845947265624,139.50350036621094,1
32,12209780,26643280.0,40634280.0,42505020.0,36043640.0,17156480.0,15613740.0,22501780.0,35670120.0,23880460.0,96.45845947265624,139.50350036621094,143.38638610839843,140.0830841064453,127.43443603515625,117.29329223632813,114.29929809570312,112.50850830078124,109.84184112548829,96.66566467285156,145.22522888183593,1
33,23880460,31352000.0,26643280.0,40634280.0,42505020.0,36043640.0,17156480.0,15613740.0,22501780.0,35670120.0,96.66566467285156,145.22522888183593,139.50350036621094,143.38638610839843,140.0830841064453,127.43443603515625,117.29329223632813,114.29929809570312,112.50850830078124,109.84184112548829,148.57057189941406,1
34,35670120,31752220.0,31352000.0,26643280.0,40634280.0,42505020.0,36043640.0,17156480.0,15613740.0,22501780.0,109.84184112548829,148.57057189941406,145.22522888183593,139.50350036621094,143.38638610839843,140.0830841064453,127.43443603515625,117.29329223632813,114.29929809570312,112.50850830078124,147.38238220214845,1
35,22501780,16788860.0,31752220.0,31352000.0,26643280.0,40634280.0,42505020.0,36043640.0,17156480.0,15613740.0,112.50850830078124,147.38238220214845,148.57057189941406,145.22522888183593,139.50350036621094,143.38638610839843,140.0830841064453,127.43443603515625,117.29329223632813,114.29929809570312,149.37537536621093,1
36,15613740,17029580.0,16788860.0,31752220.0,31352000.0,26643280.0,40634280.0,42505020.0,36043640.0,17156480.0,114.29929809570312,149.37537536621093,147.38238220214845,148.57057189941406,145.22522888183593,139.50350036621094,143.38638610839843,140.0830841064453,127.43443603515625,117.29329223632813,153.56256103515625,1
37,17156480,31874760.0,17029580.0,16788860.0,31752220.0,31352000.0,26643280.0,40634280.0,42505020.0,36043640.0,117.29329223632813,153.56256103515625,149.37537536621093,147.38238220214845,148.57057189941406,145.22522888183593,139.50350036621094,143.38638610839843,140.0830841064453,127.43443603515625,146.73573608398436,1
38,36043640,14779580.0,31874760.0,17029580.0,16788860.0,31752220.0,31352000.0,26643280.0,40634280.0,42505020.0,127.43443603515625,146.73573608398436,153.56256103515625,149.37537536621093,147.38238220214845,148.57057189941406,145.22522888183593,139.50350036621094,143.38638610839843,140.0830841064453,147.9299285888672,1
39,42505020,11539940.0,14779580.0,31874760.0,17029580.0,16788860.0,31752220.0,31352000.0,26643280.0,40634280.0,140.0830841064453,147.9299285888672,146.73573608398436,153.56256103515625,149.37537536621093,147.38238220214845,148.57057189941406,145.22522888183593,139.50350036621094,143.38638610839843,143.64564208984376,1
40,40634280,13959500.0,11539940.0,14779580.0,31874760.0,17029580.0,16788860.0,31752220.0,31352000.0,26643280.0,143.38638610839843,143.64564208984376,147.9299285888672,146.73573608398436,153.56256103515625,149.37537536621093,147.38238220214845,148.57057189941406,145.22522888183593,139.50350036621094,140.61561279296876,1
41,26643280,14074340.0,13959500.0,11539940.0,14779580.0,31874760.0,17029580.0,16788860.0,31752220.0,31352000.0,139.50350036621094,140.61561279296876,143.64564208984376,147.9299285888672,146.73573608398436,153.56256103515625,149.37537536621093,147.38238220214845,148.57057189941406,145.22522888183593,141.81881713867188,0
42,31352000,11368440.0,14074340.0,13959500.0,11539940.0,14779580.0,31874760.0,17029580.0,16788860.0,31752220.0,145.22522888183593,141.81881713867188,140.61561279296876,143.64564208984376,147.9299285888672,146.73573608398436,153.56256103515625,149.37537536621093,147.38238220214845,148.57057189941406,143.65165100097656,0
43,31752220,8077840.0,11368440.0,14074340.0,13959500.0,11539940.0,14779580.0,31874760.0,17029580.0,16788860.0,148.57057189941406,143.65165100097656,141.81881713867188,140.61561279296876,143.64564208984376,147.9299285888672,146.73573608398436,153.56256103515625,149.37537536621093,147.38238220214845,151.22823181152344,1
44,16788860,15660180.0,8077840.0,11368440.0,14074340.0,13959500.0,11539940.0,14779580.0,31874760.0,17029580.0,147.38238220214845,151.22823181152344,143.65165100097656,141.81881713867188,140.61561279296876,143.64564208984376,147.9299285888672,146.73573608398436,153.56256103515625,149.37537536621093,151.90390319824218,1
45,17029580,19754040.0,15660180.0,8077840.0,11368440.0,14074340.0,13959500.0,11539940.0,14779580.0,31874760.0,149.37537536621093,151.90390319824218,151.22823181152344,143.65165100097656,141.81881713867188,140.61561279296876,143.64564208984376,147.9299285888672,146.73573608398436,153.56256103515625,156.8418426513672,1
46,31874760,19331560.0,19754040.0,15660180.0,8077840.0,11368440.0,14074340.0,13959500.0,11539940.0,14779580.0,153.56256103515625,156.8418426513672,151.90390319824218,151.22823181152344,143.65165100097656,141.81881713867188,140.61561279296876,143.64564208984376,147.9299285888672,146.73573608398436,156.33233032226562,1
47,14779580,16410360.0,19331560.0,19754040.0,15660180.0,8077840.0,11368440.0,14074340.0,13959500.0,11539940.0,146.73573608398436,156.33233032226562,156.8418426513672,151.90390319824218,151.22823181152344,143.65165100097656,141.81881713867188,140.61561279296876,143.64564208984376,147.9299285888672,155.47547607421876,1
48,11539940,14868000.0,16410360.0,19331560.0,19754040.0,15660180.0,8077840.0,11368440.0,14074340.0,13959500.0,147.9299285888672,155.47547607421876,156.33233032226562,156.8418426513672,151.90390319824218,151.22823181152344,143.65165100097656,141.81881713867188,140.61561279296876,143.64564208984376,150.43343200683594,1
49,13959500,17197720.0,14868000.0,16410360.0,19331560.0,19754040.0,15660180.0,8077840.0,11368440.0,14074340.0,143.64564208984376,150.43343200683594,155.47547607421876,156.33233032226562,156.8418426513672,151.90390319824218,151.22823181152344,143.65165100097656,141.81881713867188,140.61561279296876,164.9009002685547,1
50,14074340,24025820.0,17197720.0,14868000.0,16410360.0,19331560.0,19754040.0,15660180.0,8077840.0,11368440.0,140.61561279296876,164.9009002685547,150.43343200683594,155.47547607421876,156.33233032226562,156.8418426513672,151.90390319824218,151.22823181152344,143.65165100097656,141.81881713867188,182.00100402832032,1
51,11368440,20237440.0,24025820.0,17197720.0,14868000.0,16410360.0,19331560.0,19754040.0,15660180.0,8077840.0,141.81881713867188,182.00100402832032,164.9009002685547,150.43343200683594,155.47547607421876,156.33233032226562,156.8418426513672,151.90390319824218,151.22823181152344,143.65165100097656,194.2932922363281,1
52,8077840,17713320.0,20237440.0,24025820.0,17197720.0,14868000.0,16410360.0,19331560.0,19754040.0,15660180.0,143.65165100097656,194.2932922363281,182.00100402832032,164.9009002685547,150.43343200683594,155.47547607421876,156.33233032226562,156.8418426513672,151.90390319824218,151.22823181152344,195.23724060058595,1
53,15660180,17219620.0,17713320.0,20237440.0,24025820.0,17197720.0,14868000.0,16410360.0,19331560.0,19754040.0,151.22823181152344,195.23724060058595,194.2932922363281,182.00100402832032,164.9009002685547,150.43343200683594,155.47547607421876,156.33233032226562,156.8418426513672,151.90390319824218,202.9669677734375,1
54,19754040,17927660.0,17219620.0,17713320.0,20237440.0,24025820.0,17197720.0,14868000.0,16410360.0,19331560.0,151.90390319824218,202.9669677734375,195.23724060058595,194.2932922363281,182.00100402832032,164.9009002685547,150.43343200683594,155.47547607421876,156.33233032226562,156.8418426513672,208.54954833984374,1
55,19331560,25185120.0,17927660.0,17219620.0,17713320.0,20237440.0,24025820.0,17197720.0,14868000.0,16410360.0,156.8418426513672,208.54954833984374,202.9669677734375,195.23724060058595,194.2932922363281,182.00100402832032,164.9009002685547,150.43343200683594,155.47547607421876,156.33233032226562,204.8448455810547,1
56,16410360,21725820.0,25185120.0,17927660.0,17219620.0,17713320.0,20237440.0,24025820.0,17197720.0,14868000.0,156.33233032226562,204.8448455810547,208.54954833984374,202.9669677734375,195.23724060058595,194.2932922363281,182.00100402832032,164.9009002685547,150.43343200683594,155.47547607421876,207.0980987548828,1
57,14868000,15303700.0,21725820.0,25185120.0,17927660.0,17219620.0,17713320.0,20237440.0,24025820.0,17197720.0,155.47547607421876,207.0980987548828,204.8448455810547,208.54954833984374,202.9669677734375,195.23724060058595,194.2932922363281,182.00100402832032,164.9009002685547,150.43343200683594,213.55054626464843,1
58,17197720,26221600.0,15303700.0,21725820.0,25185120.0,17927660.0,17219620.0,17713320.0,20237440.0,24025820.0,150.43343200683594,213.55054626464843,207.0980987548828,204.8448455810547,208.54954833984374,202.9669677734375,195.23724060058595,194.2932922363281,182.00100402832032,164.9009002685547,213.65865783691407,1
59,24025820,13150080.0,26221600.0,15303700.0,21725820.0,25185120.0,17927660.0,17219620.0,17713320.0,20237440.0,164.9009002685547,213.65865783691407,213.55054626464843,207.0980987548828,204.8448455810547,208.54954833984374,202.9669677734375,195.23724060058595,194.2932922363281,182.00100402832032,221.44444580078124,1
60,20237440,25798080.0,13150080.0,26221600.0,15303700.0,21725820.0,25185120.0,17927660.0,17219620.0,17713320.0,182.00100402832032,221.44444580078124,213.65865783691407,213.55054626464843,207.0980987548828,204.8448455810547,208.54954833984374,202.9669677734375,195.23724060058595,194.2932922363281,234.0510498046875,1
61,17713320,19451800.0,25798080.0,13150080.0,26221600.0,15303700.0,21725820.0,25185120.0,17927660.0,17219620.0,194.2932922363281,234.0510498046875,221.44444580078124,213.65865783691407,213.55054626464843,207.0980987548828,204.8448455810547,208.54954833984374,202.9669677734375,195.23724060058595,217.76076049804686,1
62,17219620,42817660.0,19451800.0,25798080.0,13150080.0,26221600.0,15303700.0,21725820.0,25185120.0,17927660.0,195.23724060058595,217.76076049804686,234.0510498046875,221.44444580078124,213.65865783691407,213.55054626464843,207.0980987548828,204.8448455810547,208.54954833984374,202.9669677734375,217.27828063964844,1
63,17927660,25642920.0,42817660.0,19451800.0,25798080.0,13150080.0,26221600.0,15303700.0,21725820.0,25185120.0,202.9669677734375,217.27828063964844,217.76076049804686,234.0510498046875,221.44444580078124,213.65865783691407,213.55054626464843,207.0980987548828,204.8448455810547,208.54954833984374,199.91291198730468,0
64,25185120,35252020.0,25642920.0,42817660.0,19451800.0,25798080.0,13150080.0,26221600.0,15303700.0,21725820.0,208.54954833984374,199.91291198730468,217.27828063964844,217.76076049804686,234.0510498046875,221.44444580078124,213.65865783691407,213.55054626464843,207.0980987548828,204.8448455810547,180.58858947753907,0
65,21725820,33681420.0,35252020.0,25642920.0,42817660.0,19451800.0,25798080.0,13150080.0,26221600.0,15303700.0,204.8448455810547,180.58858947753907,199.91291198730468,217.27828063964844,217.76076049804686,234.0510498046875,221.44444580078124,213.65865783691407,213.55054626464843,207.0980987548828,178.92892761230468,0
66,15303700,28740260.0,33681420.0,35252020.0,25642920.0,42817660.0,19451800.0,25798080.0,13150080.0,26221600.0,207.0980987548828,178.92892761230468,180.58858947753907,199.91291198730468,217.27828063964844,217.76076049804686,234.0510498046875,221.44444580078124,213.65865783691407,213.55054626464843,187.58358459472657,0
67,26221600,30034640.0,28740260.0,33681420.0,35252020.0,25642920.0,42817660.0,19451800.0,25798080.0,13150080.0,213.55054626464843,187.58358459472657,178.92892761230468,180.58858947753907,199.91291198730468,217.27828063964844,217.76076049804686,234.0510498046875,221.44444580078124,213.65865783691407,185.38338317871094,0
68,13150080,24644080.0,30034640.0,28740260.0,33681420.0,35252020.0,25642920.0,42817660.0,19451800.0,25798080.0,213.65865783691407,185.38338317871094,187.58358459472657,178.92892761230468,180.58858947753907,199.91291198730468,217.27828063964844,217.76076049804686,234.0510498046875,221.44444580078124,172.43243103027345,0
69,25798080,30799000.0,24644080.0,30034640.0,28740260.0,33681420.0,35252020.0,25642920.0,42817660.0,19451800.0,221.44444580078124,172.43243103027345,185.38338317871094,187.58358459472657,178.92892761230468,180.58858947753907,199.91291198730468,217.27828063964844,217.76076049804686,234.0510498046875,171.2882873535156,0
70,19451800,20609660.0,30799000.0,24644080.0,30034640.0,28740260.0,33681420.0,35252020.0,25642920.0,42817660.0,234.0510498046875,171.2882873535156,172.43243103027345,185.38338317871094,187.58358459472657,178.92892761230468,180.58858947753907,199.91291198730468,217.27828063964844,217.76076049804686,179.65965881347657,0
71,42817660,18453820.0,20609660.0,30799000.0,24644080.0,30034640.0,28740260.0,33681420.0,35252020.0,25642920.0,217.76076049804686,179.65965881347657,171.2882873535156,172.43243103027345,185.38338317871094,187.58358459472657,178.92892761230468,180.58858947753907,199.91291198730468,217.27828063964844,196.94294128417968,0
72,25642920,37601900.0,18453820.0,20609660.0,30799000.0,24644080.0,30034640.0,28740260.0,33681420.0,35252020.0,217.27828063964844,196.94294128417968,179.65965881347657,171.2882873535156,172.43243103027345,185.38338317871094,187.58358459472657,178.92892761230468,180.58858947753907,199.91291198730468,205.34234008789062,1
73,35252020,19765040.0,37601900.0,18453820.0,20609660.0,30799000.0,24644080.0,30034640.0,28740260.0,33681420.0,199.91291198730468,205.34234008789062,196.94294128417968,179.65965881347657,171.2882873535156,172.43243103027345,185.38338317871094,187.58358459472657,178.92892761230468,180.58858947753907,203.47047119140623,1
74,33681420,14285120.0,19765040.0,37601900.0,18453820.0,20609660.0,30799000.0,24644080.0,30034640.0,28740260.0,180.58858947753907,203.47047119140623,205.34234008789062,196.94294128417968,179.65965881347657,171.2882873535156,172.43243103027345,185.38338317871094,187.58358459472657,178.92892761230468,214.78778686523438,1
75,28740260,24178140.0,14285120.0,19765040.0,37601900.0,18453820.0,20609660.0,30799000.0,24644080.0,30034640.0,178.92892761230468,214.78778686523438,203.47047119140623,205.34234008789062,196.94294128417968,179.65965881347657,171.2882873535156,172.43243103027345,185.38338317871094,187.58358459472657,202.7867858886719,1
76,30034640,18899780.0,24178140.0,14285120.0,19765040.0,37601900.0,18453820.0,20609660.0,30799000.0,24644080.0,187.58358459472657,202.7867858886719,214.78778686523438,203.47047119140623,205.34234008789062,196.94294128417968,179.65965881347657,171.2882873535156,172.43243103027345,185.38338317871094,199.76076049804686,1
77,24644080,12452840.0,18899780.0,24178140.0,14285120.0,19765040.0,37601900.0,18453820.0,20609660.0,30799000.0,185.38338317871094,199.76076049804686,202.7867858886719,214.78778686523438,203.47047119140623,205.34234008789062,196.94294128417968,179.65965881347657,171.2882873535156,172.43243103027345,188.50150146484376,1
78,30799000,17864260.0,12452840.0,18899780.0,24178140.0,14285120.0,19765040.0,37601900.0,18453820.0,20609660.0,172.43243103027345,188.50150146484376,199.76076049804686,202.7867858886719,214.78778686523438,203.47047119140623,205.34234008789062,196.94294128417968,179.65965881347657,171.2882873535156,187.066064453125,1
79,20609660,17731960.0,17864260.0,12452840.0,18899780.0,24178140.0,14285120.0,19765040.0,37601900.0,18453820.0,171.2882873535156,187.066064453125,188.50150146484376,199.76076049804686,202.7867858886719,214.78778686523438,203.47047119140623,205.34234008789062,196.94294128417968,179.65965881347657,189.26126098632812,1
80,18453820,12162540.0,17731960.0,17864260.0,12452840.0,18899780.0,24178140.0,14285120.0,19765040.0,37601900.0,179.65965881347657,189.26126098632812,187.066064453125,188.50150146484376,199.76076049804686,202.7867858886719,214.78778686523438,203.47047119140623,205.34234008789062,196.94294128417968,192.56056213378906,0
81,37601900,16573540.0,12162540.0,17731960.0,17864260.0,12452840.0,18899780.0,24178140.0,14285120.0,19765040.0,196.94294128417968,192.56056213378906,189.26126098632812,187.066064453125,188.50150146484376,199.76076049804686,202.7867858886719,214.78778686523438,203.47047119140623,205.34234008789062,193.1951995849609,0
82,19765040,13343940.0,16573540.0,12162540.0,17731960.0,17864260.0,12452840.0,18899780.0,24178140.0,14285120.0,205.34234008789062,193.1951995849609,192.56056213378906,189.26126098632812,187.066064453125,188.50150146484376,199.76076049804686,202.7867858886719,214.78778686523438,203.47047119140623,197.006005859375,0
83,14285120,12640860.0,13343940.0,16573540.0,12162540.0,17731960.0,17864260.0,12452840.0,18899780.0,24178140.0,203.47047119140623,197.006005859375,193.1951995849609,192.56056213378906,189.26126098632812,187.066064453125,188.50150146484376,199.76076049804686,202.7867858886719,214.78778686523438,203.73573608398436,0
84,24178140,9327300.0,12640860.0,13343940.0,16573540.0,12162540.0,17731960.0,17864260.0,12452840.0,18899780.0,214.78778686523438,203.73573608398436,197.006005859375,193.1951995849609,192.56056213378906,189.26126098632812,187.066064453125,188.50150146484376,199.76076049804686,202.7867858886719,210.9739776611328,1
85,18899780,9242420.0,9327300.0,12640860.0,13343940.0,16573540.0,12162540.0,17731960.0,17864260.0,12452840.0,202.7867858886719,210.9739776611328,203.73573608398436,197.006005859375,193.1951995849609,192.56056213378906,189.26126098632812,187.066064453125,188.50150146484376,199.76076049804686,207.44143981933593,1
86,12452840,11904420.0,9242420.0,9327300.0,12640860.0,13343940.0,16573540.0,12162540.0,17731960.0,17864260.0,199.76076049804686,207.44143981933593,210.9739776611328,203.73573608398436,197.006005859375,193.1951995849609,192.56056213378906,189.26126098632812,187.066064453125,188.50150146484376,198.91591796875,1
87,17864260,18845280.0,11904420.0,9242420.0,9327300.0,12640860.0,13343940.0,16573540.0,12162540.0,17731960.0,188.50150146484376,198.91591796875,207.44143981933593,210.9739776611328,203.73573608398436,197.006005859375,193.1951995849609,192.56056213378906,189.26126098632812,187.066064453125,193.8218231201172,1
88,17731960,11629840.0,18845280.0,11904420.0,9242420.0,9327300.0,12640860.0,13343940.0,16573540.0,12162540.0,187.066064453125,193.8218231201172,198.91591796875,207.44143981933593,210.9739776611328,203.73573608398436,197.006005859375,193.1951995849609,192.56056213378906,189.26126098632812,188.04604797363282,0
89,12162540,11419940.0,11629840.0,18845280.0,11904420.0,9242420.0,9327300.0,12640860.0,13343940.0,16573540.0,189.26126098632812,188.04604797363282,193.8218231201172,198.91591796875,207.44143981933593,210.9739776611328,203.73573608398436,197.006005859375,193.1951995849609,192.56056213378906,188.04704895019532,0
