,t-1,t,movement
0,102.52199999999998,103.776,1
1,103.776,104.05799999999999,1
2,104.05799999999999,108.602,1
3,108.602,112.96000000000001,1
4,112.96000000000001,117.872,1
5,117.872,123.06800000000001,1
6,123.06800000000001,123.33399999999999,1
7,123.33399999999999,121.276,0
8,121.276,117.49600000000001,0
9,117.49600000000001,120.91000000000001,1
10,120.91000000000001,118.596,0
11,118.596,119.23999999999998,1
12,119.23999999999998,120.2,1
13,120.2,120.16199999999999,0
14,120.16199999999999,123.88,1
15,123.88,121.11800000000001,0
16,121.11800000000001,120.16,0
17,120.16,122.91199999999999,1
18,122.91199999999999,125.146,1
19,125.146,124.55799999999999,0
20,124.55799999999999,122.56400000000001,0
21,122.56400000000001,121.694,0
22,121.694,121.62,0
23,121.62,120.4,0
24,120.4,118.48400000000001,0
25,118.48400000000001,120.21799999999999,1
26,120.21799999999999,122.69800000000001,1
27,122.69800000000001,117.58,0
28,117.58,111.73800000000001,0
29,111.73800000000001,111.03399999999999,0
30,111.03399999999999,110.678,0
31,110.678,102.6214,0
32,102.6214,106.69200000000001,1
33,106.69200000000001,107.08399999999999,1
34,107.08399999999999,110.316,1
35,110.316,109.78800000000001,0
36,109.78800000000001,105.79,0
37,105.79,106.31199999999998,1
38,106.31199999999998,106.696,1
39,106.696,110.026,1
40,110.026,112.952,1
41,112.952,116.72,1
42,116.72,111.97,0
43,111.97,112.30199999999999,1
44,112.30199999999999,113.748,1
45,113.748,112.85799999999999,0
46,112.85799999999999,110.848,0
47,110.848,104.77800000000002,0
48,104.77800000000002,103.862,0
49,103.862,100.3888,0
50,100.3888,94.2132,0
51,94.2132,93.65619999999998,0
52,93.65619999999998,94.03380000000001,1
53,94.03380000000001,92.75639999999999,0
54,92.75639999999999,91.3754,0
55,91.3754,93.12920000000001,1
56,93.12920000000001,93.1854,1
57,93.1854,97.283,1
58,97.283,98.24159999999999,1
59,98.24159999999999,101.5966,1
60,101.5966,102.53000000000002,1
61,102.53000000000002,105.96199999999999,1
62,105.96199999999999,105.896,0
63,105.896,106.846,1
64,106.846,102.75399999999999,0
65,102.75399999999999,93.77200000000002,0
66,93.77200000000002,90.95439999999999,0
67,90.95439999999999,89.7264,0
68,89.7264,92.303,1
69,92.303,97.0214,1
70,97.0214,95.782,0
71,95.782,95.8736,1
72,95.8736,93.6922,0
73,93.6922,91.67839999999998,0
74,91.67839999999998,92.80199999999999,1
75,92.80199999999999,94.249,1
76,94.249,96.84559999999999,1
77,96.84559999999999,96.4226,0
78,96.4226,102.22999999999999,1
79,102.22999999999999,105.46,1
80,105.46,106.56599999999999,1
81,106.56599999999999,106.5,0
82,106.5,104.45599999999999,0
83,104.45599999999999,104.96999999999998,1
84,104.96999999999998,106.502,1
85,106.502,111.67,1
86,111.67,110.606,0
87,110.606,110.73800000000001,1
88,110.73800000000001,113.728,1
89,113.728,114.92400000000002,1
90,114.92400000000002,114.08399999999999,0
91,114.08399999999999,109.80999999999999,0
92,109.80999999999999,108.05799999999999,0
93,108.05799999999999,106.526,0
94,106.526,109.55799999999999,1
95,109.55799999999999,108.83999999999999,0
96,108.83999999999999,109.474,1
97,109.474,113.272,1
98,113.272,114.85,1
99,114.85,114.704,0
100,114.704,115.86800000000001,1
101,115.86800000000001,117.71600000000001,1
102,117.71600000000001,118.44000000000001,1
103,118.44000000000001,121.172,1
104,121.172,128.23,1
105,128.23,132.12600000000003,1
106,132.12600000000003,134.7,1
107,134.7,136.276,1
108,136.276,137.658,1
109,137.658,138.084,1
110,138.084,139.1,1
111,139.1,141.026,1
112,141.026,142.3,1
113,142.3,140.55599999999998,0
114,140.55599999999998,140.048,0
115,140.048,142.198,1
116,142.198,145.63,1
117,145.63,152.53400000000002,1
118,152.53400000000002,152.254,0
119,152.254,152.572,1
120,152.572,152.646,1
121,152.646,150.70800000000003,0
122,150.70800000000003,143.848,0
123,143.848,144.632,1
124,144.632,143.07800000000003,0
125,143.07800000000003,143.24,1
126,143.24,147.32600000000002,1
127,147.32600000000002,150.16000000000003,1
128,150.16000000000003,149.334,0
129,149.334,156.418,1
130,156.418,158.368,1
131,158.368,158.092,0
132,158.092,160.124,1
133,160.124,162.49200000000002,1
134,162.49200000000002,159.804,0
135,159.804,157.75799999999998,0
136,157.75799999999998,152.094,0
137,152.094,153.28199999999998,1
138,153.28199999999998,155.23600000000002,1
139,155.23600000000002,158.054,1
140,158.054,155.822,0
141,155.822,164.03199999999998,1
142,164.03199999999998,172.562,1
143,172.562,174.95999999999998,1
