,t-5,t-4,t-3,t-2,t-1,t
66,0.35498999999999997,0.36215200000000003,0.379062,0.373426,0.36421000000000003,0.381368
67,0.36215200000000003,0.379062,0.373426,0.36421000000000003,0.381368,0.381374
68,0.379062,0.373426,0.36421000000000003,0.381368,0.381374,0.39930199999999993
69,0.373426,0.36421000000000003,0.381368,0.381374,0.39930199999999993,0.40750000000000003
70,0.36421000000000003,0.381368,0.381374,0.39930199999999993,0.40750000000000003,0.398014
71,0.381368,0.381374,0.39930199999999993,0.40750000000000003,0.398014,0.40338799999999997
72,0.381374,0.39930199999999993,0.40750000000000003,0.398014,0.40338799999999997,0.434138
73,0.39930199999999993,0.40750000000000003,0.398014,0.40338799999999997,0.434138,0.44669799999999993
74,0.40750000000000003,0.398014,0.40338799999999997,0.434138,0.44669799999999993,0.43387000000000003
75,0.398014,0.40338799999999997,0.434138,0.44669799999999993,0.43387000000000003,0.433106
76,0.40338799999999997,0.434138,0.44669799999999993,0.43387000000000003,0.433106,0.47049599999999997
77,0.434138,0.44669799999999993,0.43387000000000003,0.433106,0.47049599999999997,0.49968399999999996
78,0.44669799999999993,0.43387000000000003,0.433106,0.47049599999999997,0.49968399999999996,0.49718599999999996
79,0.43387000000000003,0.433106,0.47049599999999997,0.49968399999999996,0.49718599999999996,0.5438000000000001
80,0.433106,0.47049599999999997,0.49968399999999996,0.49718599999999996,0.5438000000000001,0.57424
81,0.47049599999999997,0.49968399999999996,0.49718599999999996,0.5438000000000001,0.57424,0.58984
82,0.49968399999999996,0.49718599999999996,0.5438000000000001,0.57424,0.58984,0.59928
83,0.49718599999999996,0.5438000000000001,0.57424,0.58984,0.59928,0.5899
84,0.5438000000000001,0.57424,0.58984,0.59928,0.5899,0.5644
85,0.57424,0.58984,0.59928,0.5899,0.5644,0.5635
86,0.58984,0.59928,0.5899,0.5644,0.5635,0.573
87,0.59928,0.5899,0.5644,0.5635,0.573,0.56676
88,0.5899,0.5644,0.5635,0.573,0.56676,0.55536
89,0.5644,0.5635,0.573,0.56676,0.55536,0.5335
90,0.5635,0.573,0.56676,0.55536,0.5335,0.5090859999999999
91,0.573,0.56676,0.55536,0.5335,0.5090859999999999,0.50387
92,0.56676,0.55536,0.5335,0.5090859999999999,0.50387,0.54708
93,0.55536,0.5335,0.5090859999999999,0.50387,0.54708,0.57014
94,0.5335,0.5090859999999999,0.50387,0.54708,0.57014,0.5877800000000001
95,0.5090859999999999,0.50387,0.54708,0.57014,0.5877800000000001,0.56524
96,0.50387,0.54708,0.57014,0.5877800000000001,0.56524,0.54266
97,0.54708,0.57014,0.5877800000000001,0.56524,0.54266,0.5421400000000001
98,0.57014,0.5877800000000001,0.56524,0.54266,0.5421400000000001,0.5593600000000001
99,0.5877800000000001,0.56524,0.54266,0.5421400000000001,0.5593600000000001,0.5360400000000001
100,0.56524,0.54266,0.5421400000000001,0.5593600000000001,0.5360400000000001,0.5303599999999999
101,0.54266,0.5421400000000001,0.5593600000000001,0.5360400000000001,0.5303599999999999,0.54042
102,0.5421400000000001,0.5593600000000001,0.5360400000000001,0.5303599999999999,0.54042,0.52446
103,0.5593600000000001,0.5360400000000001,0.5303599999999999,0.54042,0.52446,0.5416799999999999
104,0.5360400000000001,0.5303599999999999,0.54042,0.52446,0.5416799999999999,0.5736800000000001
105,0.5303599999999999,0.54042,0.52446,0.5416799999999999,0.5736800000000001,0.56878
106,0.54042,0.52446,0.5416799999999999,0.5736800000000001,0.56878,0.5686199999999999
107,0.52446,0.5416799999999999,0.5736800000000001,0.56878,0.5686199999999999,0.6349400000000001
108,0.5416799999999999,0.5736800000000001,0.56878,0.5686199999999999,0.6349400000000001,0.68028
109,0.5736800000000001,0.56878,0.5686199999999999,0.6349400000000001,0.68028,0.67594
110,0.56878,0.5686199999999999,0.6349400000000001,0.68028,0.67594,0.6685800000000001
111,0.5686199999999999,0.6349400000000001,0.68028,0.67594,0.6685800000000001,0.65924
112,0.6349400000000001,0.68028,0.67594,0.6685800000000001,0.65924,0.6796599999999999
113,0.68028,0.67594,0.6685800000000001,0.65924,0.6796599999999999,0.7291000000000001
114,0.67594,0.6685800000000001,0.65924,0.6796599999999999,0.7291000000000001,0.8055
115,0.6685800000000001,0.65924,0.6796599999999999,0.7291000000000001,0.8055,0.83188
116,0.65924,0.6796599999999999,0.7291000000000001,0.8055,0.83188,0.88128
117,0.6796599999999999,0.7291000000000001,0.8055,0.83188,0.88128,0.8610599999999999
118,0.7291000000000001,0.8055,0.83188,0.88128,0.8610599999999999,0.99992
119,0.8055,0.83188,0.88128,0.8610599999999999,0.99992,1.0474799999999997
120,0.83188,0.88128,0.8610599999999999,0.99992,1.0474799999999997,1.08088
121,0.88128,0.8610599999999999,0.99992,1.0474799999999997,1.08088,1.0536999999999999
122,0.8610599999999999,0.99992,1.0474799999999997,1.08088,1.0536999999999999,1.0539999999999998
123,0.99992,1.0474799999999997,1.08088,1.0536999999999999,1.0539999999999998,1.0726600000000002
124,1.0474799999999997,1.08088,1.0536999999999999,1.0539999999999998,1.0726600000000002,1.05524
125,1.08088,1.0536999999999999,1.0539999999999998,1.0726600000000002,1.05524,1.1159000000000001
126,1.0536999999999999,1.0539999999999998,1.0726600000000002,1.05524,1.1159000000000001,1.11154
127,1.0539999999999998,1.0726600000000002,1.05524,1.1159000000000001,1.11154,1.18428
128,1.0726600000000002,1.05524,1.1159000000000001,1.11154,1.18428,1.24192
129,1.05524,1.1159000000000001,1.11154,1.18428,1.24192,1.275
130,1.1159000000000001,1.11154,1.18428,1.24192,1.275,1.24254
131,1.11154,1.18428,1.24192,1.275,1.24254,1.18994
132,1.18428,1.24192,1.275,1.24254,1.18994,1.2602999999999998
133,1.24192,1.275,1.24254,1.18994,1.2602999999999998,1.2439799999999999
134,1.275,1.24254,1.18994,1.2602999999999998,1.2439799999999999,1.2582200000000001
135,1.24254,1.18994,1.2602999999999998,1.2439799999999999,1.2582200000000001,1.3201399999999999
136,1.18994,1.2602999999999998,1.2439799999999999,1.2582200000000001,1.3201399999999999,1.31072
137,1.2602999999999998,1.2439799999999999,1.2582200000000001,1.3201399999999999,1.31072,1.28598
138,1.2439799999999999,1.2582200000000001,1.3201399999999999,1.31072,1.28598,1.2565000000000002
139,1.2582200000000001,1.3201399999999999,1.31072,1.28598,1.2565000000000002,1.3707599999999998
140,1.3201399999999999,1.31072,1.28598,1.2565000000000002,1.3707599999999998,1.3487199999999997
141,1.31072,1.28598,1.2565000000000002,1.3707599999999998,1.3487199999999997,1.31894
142,1.28598,1.2565000000000002,1.3707599999999998,1.3487199999999997,1.31894,1.4956800000000001
143,1.2565000000000002,1.3707599999999998,1.3487199999999997,1.31894,1.4956800000000001,1.56894
144,1.3707599999999998,1.3487199999999997,1.31894,1.4956800000000001,1.56894,1.6583200000000002
145,1.3487199999999997,1.31894,1.4956800000000001,1.56894,1.6583200000000002,1.68064
146,1.31894,1.4956800000000001,1.56894,1.6583200000000002,1.68064,1.6415400000000002
147,1.4956800000000001,1.56894,1.6583200000000002,1.68064,1.6415400000000002,1.69518
148,1.56894,1.6583200000000002,1.68064,1.6415400000000002,1.69518,1.68626
149,1.6583200000000002,1.68064,1.6415400000000002,1.69518,1.68626,1.79756
150,1.68064,1.6415400000000002,1.69518,1.68626,1.79756,1.8392400000000002
151,1.6415400000000002,1.69518,1.68626,1.79756,1.8392400000000002,1.7244599999999999
152,1.69518,1.68626,1.79756,1.8392400000000002,1.7244599999999999,1.35534
153,1.68626,1.79756,1.8392400000000002,1.7244599999999999,1.35534,1.05036
154,1.79756,1.8392400000000002,1.7244599999999999,1.35534,1.05036,1.21096
155,1.8392400000000002,1.7244599999999999,1.35534,1.05036,1.21096,1.19398
156,1.7244599999999999,1.35534,1.05036,1.21096,1.19398,1.1780599999999999
157,1.35534,1.05036,1.21096,1.19398,1.1780599999999999,1.15068
158,1.05036,1.21096,1.19398,1.1780599999999999,1.15068,1.0514
159,1.21096,1.19398,1.1780599999999999,1.15068,1.0514,1.0757400000000001
160,1.19398,1.1780599999999999,1.15068,1.0514,1.0757400000000001,1.19888
161,1.1780599999999999,1.15068,1.0514,1.0757400000000001,1.19888,1.33562
162,1.15068,1.0514,1.0757400000000001,1.19888,1.33562,1.3607400000000003
163,1.0514,1.0757400000000001,1.19888,1.33562,1.3607400000000003,1.3788799999999999
164,1.0757400000000001,1.19888,1.33562,1.3607400000000003,1.3788799999999999,1.3582800000000002
165,1.19888,1.33562,1.3607400000000003,1.3788799999999999,1.3582800000000002,1.2982799999999997
166,1.33562,1.3607400000000003,1.3788799999999999,1.3582800000000002,1.2982799999999997,1.3064399999999998
167,1.3607400000000003,1.3788799999999999,1.3582800000000002,1.2982799999999997,1.3064399999999998,1.26706
168,1.3788799999999999,1.3582800000000002,1.2982799999999997,1.3064399999999998,1.26706,1.30364
169,1.3582800000000002,1.2982799999999997,1.3064399999999998,1.26706,1.30364,1.35338
170,1.2982799999999997,1.3064399999999998,1.26706,1.30364,1.35338,1.35732
171,1.3064399999999998,1.26706,1.30364,1.35338,1.35732,1.4806
172,1.26706,1.30364,1.35338,1.35732,1.4806,1.4663
173,1.30364,1.35338,1.35732,1.4806,1.4663,1.4326400000000001
174,1.35338,1.35732,1.4806,1.4663,1.4326400000000001,1.3190399999999998
175,1.35732,1.4806,1.4663,1.4326400000000001,1.3190399999999998,1.27592
176,1.4806,1.4663,1.4326400000000001,1.3190399999999998,1.27592,1.32076
177,1.4663,1.4326400000000001,1.3190399999999998,1.27592,1.32076,1.27454
178,1.4326400000000001,1.3190399999999998,1.27592,1.32076,1.27454,1.3049199999999999
179,1.3190399999999998,1.27592,1.32076,1.27454,1.3049199999999999,1.3264
180,1.27592,1.32076,1.27454,1.3049199999999999,1.3264,1.3072
181,1.32076,1.27454,1.3049199999999999,1.3264,1.3072,1.2916
182,1.27454,1.3049199999999999,1.3264,1.3072,1.2916,1.23652
183,1.3049199999999999,1.3264,1.3072,1.2916,1.23652,1.3120599999999998
184,1.3264,1.3072,1.2916,1.23652,1.3120599999999998,1.40554
185,1.3072,1.2916,1.23652,1.3120599999999998,1.40554,1.4405800000000002
186,1.2916,1.23652,1.3120599999999998,1.40554,1.4405800000000002,1.4364000000000001
187,1.23652,1.3120599999999998,1.40554,1.4405800000000002,1.4364000000000001,1.4622199999999999
188,1.3120599999999998,1.40554,1.4405800000000002,1.4364000000000001,1.4622199999999999,1.4812999999999998
189,1.40554,1.4405800000000002,1.4364000000000001,1.4622199999999999,1.4812999999999998,1.43828
190,1.4405800000000002,1.4364000000000001,1.4622199999999999,1.4812999999999998,1.43828,1.40858
191,1.4364000000000001,1.4622199999999999,1.4812999999999998,1.43828,1.40858,1.3784199999999998
192,1.4622199999999999,1.4812999999999998,1.43828,1.40858,1.3784199999999998,1.4291800000000001
193,1.4812999999999998,1.43828,1.40858,1.3784199999999998,1.4291800000000001,1.37728
194,1.43828,1.40858,1.3784199999999998,1.4291800000000001,1.37728,1.3379400000000001
195,1.40858,1.3784199999999998,1.4291800000000001,1.37728,1.3379400000000001,1.2832000000000001
196,1.3784199999999998,1.4291800000000001,1.37728,1.3379400000000001,1.2832000000000001,1.2824399999999998
197,1.4291800000000001,1.37728,1.3379400000000001,1.2832000000000001,1.2824399999999998,1.26358
198,1.37728,1.3379400000000001,1.2832000000000001,1.2824399999999998,1.26358,1.33566
199,1.3379400000000001,1.2832000000000001,1.2824399999999998,1.26358,1.33566,1.37538
200,1.2832000000000001,1.2824399999999998,1.26358,1.33566,1.37538,1.3870200000000001
201,1.2824399999999998,1.26358,1.33566,1.37538,1.3870200000000001,1.28328
202,1.26358,1.33566,1.37538,1.3870200000000001,1.28328,1.2421
203,1.33566,1.37538,1.3870200000000001,1.28328,1.2421,1.293
204,1.37538,1.3870200000000001,1.28328,1.2421,1.293,1.24994
205,1.3870200000000001,1.28328,1.2421,1.293,1.24994,1.2014799999999999
206,1.28328,1.2421,1.293,1.24994,1.2014799999999999,1.24606
207,1.2421,1.293,1.24994,1.2014799999999999,1.24606,1.21556
208,1.293,1.24994,1.2014799999999999,1.24606,1.21556,1.16994
209,1.24994,1.2014799999999999,1.24606,1.21556,1.16994,1.2462399999999998
210,1.2014799999999999,1.24606,1.21556,1.16994,1.2462399999999998,1.2478799999999999
211,1.24606,1.21556,1.16994,1.2462399999999998,1.2478799999999999,1.28806
212,1.21556,1.16994,1.2462399999999998,1.2478799999999999,1.28806,1.3099599999999998
213,1.16994,1.2462399999999998,1.2478799999999999,1.28806,1.3099599999999998,1.31492
214,1.2462399999999998,1.2478799999999999,1.28806,1.3099599999999998,1.31492,1.3644
215,1.2478799999999999,1.28806,1.3099599999999998,1.31492,1.3644,1.3295
216,1.28806,1.3099599999999998,1.31492,1.3644,1.3295,1.32464
217,1.3099599999999998,1.31492,1.3644,1.3295,1.32464,1.22784
218,1.31492,1.3644,1.3295,1.32464,1.22784,1.2369999999999999
219,1.3644,1.3295,1.32464,1.22784,1.2369999999999999,1.16942
220,1.3295,1.32464,1.22784,1.2369999999999999,1.16942,1.17686
221,1.32464,1.22784,1.2369999999999999,1.16942,1.17686,1.1428
222,1.22784,1.2369999999999999,1.16942,1.17686,1.1428,1.12694
223,1.2369999999999999,1.16942,1.17686,1.1428,1.12694,1.1229
224,1.16942,1.17686,1.1428,1.12694,1.1229,1.1000400000000001
225,1.17686,1.1428,1.12694,1.1229,1.1000400000000001,1.1116
226,1.1428,1.12694,1.1229,1.1000400000000001,1.1116,1.15178
227,1.12694,1.1229,1.1000400000000001,1.1116,1.15178,1.234
228,1.1229,1.1000400000000001,1.1116,1.15178,1.234,1.2934199999999998
229,1.1000400000000001,1.1116,1.15178,1.234,1.2934199999999998,1.26244
230,1.1116,1.15178,1.234,1.2934199999999998,1.26244,1.3119
231,1.15178,1.234,1.2934199999999998,1.26244,1.3119,1.41248
232,1.234,1.2934199999999998,1.26244,1.3119,1.41248,1.45452
233,1.2934199999999998,1.26244,1.3119,1.41248,1.45452,1.5207600000000001
234,1.26244,1.3119,1.41248,1.45452,1.5207600000000001,1.53206
235,1.3119,1.41248,1.45452,1.5207600000000001,1.53206,1.5293
236,1.41248,1.45452,1.5207600000000001,1.53206,1.5293,1.4637600000000002
237,1.45452,1.5207600000000001,1.53206,1.5293,1.4637600000000002,1.3812000000000002
238,1.5207600000000001,1.53206,1.5293,1.4637600000000002,1.3812000000000002,1.3114999999999999
239,1.53206,1.5293,1.4637600000000002,1.3812000000000002,1.3114999999999999,1.29802
240,1.5293,1.4637600000000002,1.3812000000000002,1.3114999999999999,1.29802,1.29238
241,1.4637600000000002,1.3812000000000002,1.3114999999999999,1.29802,1.29238,1.25652
242,1.3812000000000002,1.3114999999999999,1.29802,1.29238,1.25652,1.2726599999999997
243,1.3114999999999999,1.29802,1.29238,1.25652,1.2726599999999997,1.38222
244,1.29802,1.29238,1.25652,1.2726599999999997,1.38222,1.32972
245,1.29238,1.25652,1.2726599999999997,1.38222,1.32972,1.3583200000000002
246,1.25652,1.2726599999999997,1.38222,1.32972,1.3583200000000002,1.42286
247,1.2726599999999997,1.38222,1.32972,1.3583200000000002,1.42286,1.43012
248,1.38222,1.32972,1.3583200000000002,1.42286,1.43012,1.4503600000000003
249,1.32972,1.3583200000000002,1.42286,1.43012,1.4503600000000003,1.4188200000000002
250,1.3583200000000002,1.42286,1.43012,1.4503600000000003,1.4188200000000002,1.4447400000000001
251,1.42286,1.43012,1.4503600000000003,1.4188200000000002,1.4447400000000001,1.42306
252,1.43012,1.4503600000000003,1.4188200000000002,1.4447400000000001,1.42306,1.56742
253,1.4503600000000003,1.4188200000000002,1.4447400000000001,1.42306,1.56742,1.5159399999999998
254,1.4188200000000002,1.4447400000000001,1.42306,1.56742,1.5159399999999998,1.49892
255,1.4447400000000001,1.42306,1.56742,1.5159399999999998,1.49892,1.45736
256,1.42306,1.56742,1.5159399999999998,1.49892,1.45736,1.41802
257,1.56742,1.5159399999999998,1.49892,1.45736,1.41802,1.45334
258,1.5159399999999998,1.49892,1.45736,1.41802,1.45334,1.4390600000000002
259,1.49892,1.45736,1.41802,1.45334,1.4390600000000002,1.4108
260,1.45736,1.41802,1.45334,1.4390600000000002,1.4108,1.3927200000000002
261,1.41802,1.45334,1.4390600000000002,1.4108,1.3927200000000002,1.1517600000000001
262,1.45334,1.4390600000000002,1.4108,1.3927200000000002,1.1517600000000001,1.1412600000000002
263,1.4390600000000002,1.4108,1.3927200000000002,1.1517600000000001,1.1412600000000002,1.13796
264,1.4108,1.3927200000000002,1.1517600000000001,1.1412600000000002,1.13796,1.20686
265,1.3927200000000002,1.1517600000000001,1.1412600000000002,1.13796,1.20686,1.1145999999999998
266,1.1517600000000001,1.1412600000000002,1.13796,1.20686,1.1145999999999998,1.06848
267,1.1412600000000002,1.13796,1.20686,1.1145999999999998,1.06848,1.0764600000000002
268,1.13796,1.20686,1.1145999999999998,1.06848,1.0764600000000002,1.09876
269,1.20686,1.1145999999999998,1.06848,1.0764600000000002,1.09876,1.0818400000000001
270,1.1145999999999998,1.06848,1.0764600000000002,1.09876,1.0818400000000001,1.0869199999999999
271,1.06848,1.0764600000000002,1.09876,1.0818400000000001,1.0869199999999999,1.0742
272,1.0764600000000002,1.09876,1.0818400000000001,1.0869199999999999,1.0742,1.1084
273,1.09876,1.0818400000000001,1.0869199999999999,1.0742,1.1084,1.17894
274,1.0818400000000001,1.0869199999999999,1.0742,1.1084,1.17894,1.29602
275,1.0869199999999999,1.0742,1.1084,1.17894,1.29602,1.33494
276,1.0742,1.1084,1.17894,1.29602,1.33494,1.30996
277,1.1084,1.17894,1.29602,1.33494,1.30996,1.3123200000000002
278,1.17894,1.29602,1.33494,1.30996,1.3123200000000002,1.3683600000000002
279,1.29602,1.33494,1.30996,1.3123200000000002,1.3683600000000002,1.25746
280,1.33494,1.30996,1.3123200000000002,1.3683600000000002,1.25746,1.2671000000000001
281,1.30996,1.3123200000000002,1.3683600000000002,1.25746,1.2671000000000001,1.3226
282,1.3123200000000002,1.3683600000000002,1.25746,1.2671000000000001,1.3226,1.33968
283,1.3683600000000002,1.25746,1.2671000000000001,1.3226,1.33968,1.31064
284,1.25746,1.2671000000000001,1.3226,1.33968,1.31064,1.3088199999999999
285,1.2671000000000001,1.3226,1.33968,1.31064,1.3088199999999999,1.26164
286,1.3226,1.33968,1.31064,1.3088199999999999,1.26164,1.27114
287,1.33968,1.31064,1.3088199999999999,1.26164,1.27114,1.29496
288,1.31064,1.3088199999999999,1.26164,1.27114,1.29496,1.3518000000000001
289,1.3088199999999999,1.26164,1.27114,1.29496,1.3518000000000001,1.4269600000000002
290,1.26164,1.27114,1.29496,1.3518000000000001,1.4269600000000002,1.49676
291,1.27114,1.29496,1.3518000000000001,1.4269600000000002,1.49676,1.3645999999999998
292,1.29496,1.3518000000000001,1.4269600000000002,1.49676,1.3645999999999998,1.3419
293,1.3518000000000001,1.4269600000000002,1.49676,1.3645999999999998,1.3419,1.33618
294,1.4269600000000002,1.49676,1.3645999999999998,1.3419,1.33618,1.2665
295,1.49676,1.3645999999999998,1.3419,1.33618,1.2665,1.2212
296,1.3645999999999998,1.3419,1.33618,1.2665,1.2212,1.14688
297,1.3419,1.33618,1.2665,1.2212,1.14688,1.1883199999999998
298,1.33618,1.2665,1.2212,1.14688,1.1883199999999998,1.1393
299,1.2665,1.2212,1.14688,1.1883199999999998,1.1393,1.0816
300,1.2212,1.14688,1.1883199999999998,1.1393,1.0816,0.99816
301,1.14688,1.1883199999999998,1.1393,1.0816,0.99816,0.94194
302,1.1883199999999998,1.1393,1.0816,0.99816,0.94194,0.89726
303,1.1393,1.0816,0.99816,0.94194,0.89726,0.86584
304,1.0816,0.99816,0.94194,0.89726,0.86584,0.9504399999999998
305,0.99816,0.94194,0.89726,0.86584,0.9504399999999998,0.96502
306,0.94194,0.89726,0.86584,0.9504399999999998,0.96502,1.02292
307,0.89726,0.86584,0.9504399999999998,0.96502,1.02292,1.1235399999999998
308,0.86584,0.9504399999999998,0.96502,1.02292,1.1235399999999998,1.15284
309,0.9504399999999998,0.96502,1.02292,1.1235399999999998,1.15284,1.17534
310,0.96502,1.02292,1.1235399999999998,1.15284,1.17534,1.2181
311,1.02292,1.1235399999999998,1.15284,1.17534,1.2181,1.3130400000000002
312,1.1235399999999998,1.15284,1.17534,1.2181,1.3130400000000002,1.31186
313,1.15284,1.17534,1.2181,1.3130400000000002,1.31186,1.4104
314,1.17534,1.2181,1.3130400000000002,1.31186,1.4104,1.3816000000000002
315,1.2181,1.3130400000000002,1.31186,1.4104,1.3816000000000002,1.44602
316,1.3130400000000002,1.31186,1.4104,1.3816000000000002,1.44602,1.5637999999999999
317,1.31186,1.4104,1.3816000000000002,1.44602,1.5637999999999999,1.66094
318,1.4104,1.3816000000000002,1.44602,1.5637999999999999,1.66094,1.7611
319,1.3816000000000002,1.44602,1.5637999999999999,1.66094,1.7611,1.8409399999999998
320,1.44602,1.5637999999999999,1.66094,1.7611,1.8409399999999998,1.8961000000000001
321,1.5637999999999999,1.66094,1.7611,1.8409399999999998,1.8961000000000001,1.9065999999999999
322,1.66094,1.7611,1.8409399999999998,1.8961000000000001,1.9065999999999999,1.85612
323,1.7611,1.8409399999999998,1.8961000000000001,1.9065999999999999,1.85612,2.0610399999999998
324,1.8409399999999998,1.8961000000000001,1.9065999999999999,1.85612,2.0610399999999998,2.10254
325,1.8961000000000001,1.9065999999999999,1.85612,2.0610399999999998,2.10254,2.11148
326,1.9065999999999999,1.85612,2.0610399999999998,2.10254,2.11148,2.23132
327,1.85612,2.0610399999999998,2.10254,2.11148,2.23132,2.23876
328,2.0610399999999998,2.10254,2.11148,2.23132,2.23876,2.1521999999999997
329,2.10254,2.11148,2.23132,2.23876,2.1521999999999997,1.96498
330,2.11148,2.23132,2.23876,2.1521999999999997,1.96498,1.86386
331,2.23132,2.23876,2.1521999999999997,1.96498,1.86386,1.5756000000000001
332,2.23876,2.1521999999999997,1.96498,1.86386,1.5756000000000001,1.65228
333,2.1521999999999997,1.96498,1.86386,1.5756000000000001,1.65228,1.51092
334,1.96498,1.86386,1.5756000000000001,1.65228,1.51092,1.4743600000000001
335,1.86386,1.5756000000000001,1.65228,1.51092,1.4743600000000001,1.5429799999999998
