,t-1,t
2249,0.8886,0.9117
2250,0.9117,0.9284
2251,0.9284,0.9682
2252,0.9682,0.9453
2253,0.9453,0.936
2254,0.936,0.9526
2255,0.9526,0.9117
2256,0.9117,0.8809
2257,0.8809,0.8478
2258,0.8478,0.8762
2259,0.8762,0.8809
2260,0.8809,0.9078
2261,0.9078,0.9117
2262,0.9117,0.8809
2263,0.8809,0.8966
2264,0.8966,0.9078
2265,0.9078,0.8966
2266,0.8966,0.8723
2267,0.8723,0.8605
2268,0.8605,0.8478
2269,0.8478,0.8324
2270,0.8324,0.8478
2271,0.8478,0.8362
2272,0.8362,0.8246
2273,0.8246,0.8246
2274,0.8246,0.8401
2275,0.8401,0.8567
2276,0.8567,0.8324
2277,0.8324,0.8401
2278,0.8401,0.808
2279,0.808,0.776
2280,0.776,0.7837
2281,0.7837,0.7928
2282,0.7928,0.808
2283,0.808,0.7965
2284,0.7965,0.7837
2285,0.7837,0.8171
2286,0.8171,0.7928
2287,0.7928,0.8003
2288,0.8003,0.7928
2289,0.7928,0.7928
2290,0.7928,0.7646
2291,0.7646,0.748
2292,0.748,0.7288
2293,0.7288,0.7288
2294,0.7288,0.7531
2295,0.7531,0.757
2296,0.757,0.7363
2297,0.7363,0.7248
2298,0.7248,0.7606
2299,0.7606,0.7683
2300,0.7683,0.7683
2301,0.7683,0.7606
2302,0.7606,0.9039
2303,0.9039,0.9078
2304,0.9078,0.8886
2305,0.8886,0.8886
2306,0.8886,0.9682
2307,0.9682,0.9682
2308,0.9682,0.9604
2309,0.9604,0.9526
2310,0.9526,1.0167
2311,1.0167,0.9925
2312,0.9925,0.9849
2313,0.9849,1.0091
2314,1.0091,1.0486
2315,1.0486,1.0132
2316,1.0132,1.0322
2317,1.0322,1.0208
2318,1.0208,0.9849
2319,0.9849,0.9644
2320,0.9644,0.9849
2321,0.9849,1.0039
2322,1.0039,1.0167
2323,1.0167,1.0245
2324,1.0245,1.0886
2325,1.0886,1.0731
2326,1.0731,1.0731
2327,1.0731,1.0566
2328,1.0566,1.0399
2329,1.0399,1.0566
2330,1.0566,1.0566
2331,1.0566,1.0438
2332,1.0438,1.0167
2333,1.0167,1.0091
2334,1.0091,1.0091
2335,1.0091,1.0167
2336,1.0167,1.0091
2337,1.0091,1.0322
2338,1.0322,1.0322
2339,1.0322,1.0208
2340,1.0208,0.9604
2341,0.9604,0.9039
2342,0.9039,0.9453
2343,0.9453,0.9321
2344,0.9321,0.9526
2345,0.9526,0.9399
2346,0.9399,0.9453
2347,0.9453,0.9117
2348,0.9117,0.8809
2349,0.8809,0.8966
2350,0.8966,0.8723
2351,0.8723,0.9117
2352,0.9117,0.9321
2353,0.9321,0.9117
2354,0.9117,0.9526
2355,0.9526,0.936
2356,0.936,0.9565
2357,0.9565,1.0091
2358,1.0091,1.0807
2359,1.0807,1.0486
2360,1.0486,1.0604
2361,1.0604,1.0757
2362,1.0757,1.0208
2363,1.0208,0.9758
2364,0.9758,0.9809
2365,0.9809,0.9925
2366,0.9925,0.972
2367,0.972,0.9399
2368,0.9399,0.936
2369,0.936,0.9565
2370,0.9565,1.0694
2371,1.0694,1.1206
2372,1.1206,1.0847
2373,1.0847,1.0731
2374,1.0731,1.0924
2375,1.0924,1.0886
2376,1.0886,1.0486
2377,1.0486,1.0641
2378,1.0641,1.0566
2379,1.0566,1.0731
2380,1.0731,1.0731
2381,1.0731,1.1679
2382,1.1679,1.1449
2383,1.1449,1.1601
2384,1.1601,1.1679
2385,1.1679,1.1845
2386,1.1845,1.1845
2387,1.1845,1.1884
2388,1.1884,1.1768
2389,1.1768,1.1845
2390,1.1845,1.1601
2391,1.1601,1.1921
2392,1.1921,1.1921
2393,1.1921,1.1718
2394,1.1718,1.1526
2395,1.1526,1.1679
2396,1.1679,1.1601
2397,1.1601,1.1399
2398,1.1399,1.1449
2399,1.1449,1.1768
2400,1.1768,1.2128
2401,1.2128,1.1845
2402,1.1845,1.2013
2403,1.2013,1.1921
2404,1.1921,1.1921
2405,1.1921,1.2204
2406,1.2204,1.2037
2407,1.2037,1.1768
2408,1.1768,1.1679
2409,1.1679,1.1655
2410,1.1655,1.1371
2411,1.1371,1.1206
2412,1.1206,1.1245
2413,1.1245,1.1078
2414,1.1078,1.0486
2415,1.0486,1.0641
2416,1.0641,1.0486
2417,1.0486,1.0399
2418,1.0399,1.0641
2419,1.0641,1.0641
2420,1.0641,1.0731
2421,1.0731,1.0731
2422,1.0731,1.0694
2423,1.0694,1.0731
2424,1.0731,1.0731
2425,1.0731,1.0245
2426,1.0245,1.0167
2427,1.0167,1.0091
2428,1.0091,0.9682
2429,0.9682,0.949
2430,0.949,0.9284
2431,0.9284,0.9039
2432,0.9039,0.949
2433,0.949,0.9526
2434,0.9526,0.9925
2435,0.9925,1.0001
2436,1.0001,0.9682
2437,0.9682,0.9604
2438,0.9604,0.9925
2439,0.9925,0.9682
2440,0.9682,1.0566
2441,1.0566,1.0526
2442,1.0526,1.0348
2443,1.0348,1.0001
2444,1.0001,0.9925
2445,0.9925,0.9682
2446,0.9682,0.9502
2447,0.9502,0.9604
2448,0.9604,0.9453
2449,0.9453,0.9399
2450,0.9399,0.9809
2451,0.9809,1.0282
2452,1.0282,0.9938
2453,0.9938,0.9758
2454,0.9758,0.9849
2455,0.9849,1.0001
2456,1.0001,0.9758
2457,0.9758,0.9591
2458,0.9591,0.936
2459,0.936,0.9039
2460,0.9039,0.8762
2461,0.8762,0.8847
2462,0.8847,0.8762
2463,0.8762,0.8809
2464,0.8809,0.8362
2465,0.8362,0.8644
2466,0.8644,0.8478
2467,0.8478,0.8644
2468,0.8644,0.8656
2469,0.8656,0.8913
2470,0.8913,0.8438
2471,0.8438,0.8478
2472,0.8478,0.8683
2473,0.8683,0.8324
2474,0.8324,0.8401
2475,0.8401,0.8044
2476,0.8044,0.8197
2477,0.8197,0.8401
2478,0.8401,0.8567
2479,0.8567,0.8362
2480,0.8362,0.8478
2481,0.8478,0.8246
2482,0.8246,0.8478
2483,0.8478,0.8362
2484,0.8362,0.8591
2485,0.8591,0.8656
2486,0.8656,0.8644
2487,0.8644,0.9078
2488,0.9078,0.9502
2489,0.9502,0.9171
2490,0.9171,0.9039
2491,0.9039,0.9078
2492,0.9078,0.8861
2493,0.8861,0.853
2494,0.853,0.8966
2495,0.8966,0.9925
2496,0.9925,1.0144
2497,1.0144,1.0039
2498,1.0039,0.9938
2499,0.9938,1.0208
2500,1.0208,1.0784
2501,1.0784,1.0694
2502,1.0694,1.0426
2503,1.0426,1.0604
2504,1.0604,1.0641
2505,1.0641,1.0641
2506,1.0641,1.0807
2507,1.0807,1.0757
2508,1.0757,1.1078
2509,1.1078,1.0988
2510,1.0988,1.1128
2511,1.1128,1.1078
2512,1.1078,1.1128
2513,1.1128,1.1206
2514,1.1206,1.1078
2515,1.1078,1.1167
2516,1.1167,1.1167
2517,1.1167,1.1206
2518,1.1206,1.1167
2519,1.1167,1.1232
2520,1.1232,1.1449
2521,1.1449,1.1331
2522,1.1331,1.1601
2523,1.1601,1.1577
2524,1.1577,1.1206
2525,1.1206,1.1331
2526,1.1331,1.1385
2527,1.1385,1.1563
2528,1.1563,1.1563
2529,1.1563,1.1449
2530,1.1449,1.1449
2531,1.1449,1.1474
2532,1.1474,1.1245
2533,1.1245,1.1526
2534,1.1526,1.1655
2535,1.1655,1.1371
2536,1.1371,1.1065
2537,1.1065,1.0924
2538,1.0924,1.0847
2539,1.0847,1.0859
2540,1.0859,1.0859
2541,1.0859,1.0847
2542,1.0847,1.0847
2543,1.0847,1.0924
2544,1.0924,1.0784
2545,1.0784,1.0604
2546,1.0604,1.0807
2547,1.0807,1.2128
2548,1.2128,1.1601
2549,1.1601,1.1845
2550,1.1845,1.2446
2551,1.2446,1.2677
2552,1.2677,1.3486
2553,1.3486,1.3164
2554,1.3164,1.3164
2555,1.3164,1.273
2556,1.273,1.3202
2557,1.3202,1.3202
2558,1.3202,1.3126
2559,1.3126,1.3638
2560,1.3638,1.3524
2561,1.3524,1.3638
2562,1.3638,1.3841
2563,1.3841,1.3689
2564,1.3689,1.3486
2565,1.3486,1.3821
2566,1.3821,1.3807
2567,1.3807,1.3255
2568,1.3255,1.3294
2569,1.3294,1.2933
2570,1.2933,1.305
2571,1.305,1.3524
2572,1.3524,1.332
2573,1.332,1.3229
2574,1.3229,1.3164
2575,1.3164,1.3599
2576,1.3599,1.3255
2577,1.3255,1.3104
2578,1.3104,1.2808
2579,1.2808,1.2808
2580,1.2808,1.2204
2581,1.2204,1.1974
2582,1.1974,1.1808
2583,1.1808,1.2089
2584,1.2089,1.2115
2585,1.2115,1.2241
2586,1.2241,1.1921
2587,1.1921,1.1577
2588,1.1577,1.1704
2589,1.1704,1.1898
2590,1.1898,1.2026
2591,1.2026,1.1718
2592,1.1718,1.1487
2593,1.1487,1.1601
2594,1.1601,1.1679
2595,1.1679,1.1655
2596,1.1655,1.2128
2597,1.2128,1.1884
2598,1.1884,1.1921
2599,1.1921,1.2526
2600,1.2526,1.2321
2601,1.2321,1.2294
2602,1.2294,1.2361
2603,1.2361,1.2446
2604,1.2446,1.2526
2605,1.2526,1.2526
2606,1.2526,1.2653
2607,1.2653,1.2485
2608,1.2485,1.2294
2609,1.2294,1.2614
2610,1.2614,1.2446
2611,1.2446,1.3447
2612,1.3447,1.319
2613,1.319,1.3987
2614,1.3987,1.4969
2615,1.4969,1.4534
2616,1.4534,1.4366
2617,1.4366,1.4243
2618,1.4243,1.4406
2619,1.4406,1.4598
2620,1.4598,1.4691
2621,1.4691,1.3638
2622,1.3638,1.3524
2623,1.3524,1.332
2624,1.332,1.3112
2625,1.3112,1.2653
2626,1.2653,1.2768
2627,1.2768,1.2844
2628,1.2844,1.2933
2629,1.2933,1.2844
2630,1.2844,1.332
2631,1.332,1.2959
2632,1.2959,1.2959
2633,1.2959,1.3075
2634,1.3075,1.355
2635,1.355,1.396
2636,1.396,1.4012
2637,1.4012,1.4012
2638,1.4012,1.3741
2639,1.3741,1.3626
2640,1.3626,1.3821
2641,1.3821,1.3599
2642,1.3599,1.3126
2643,1.3126,1.3075
2644,1.3075,1.2859
2645,1.2859,1.2485
2646,1.2485,1.2241
2647,1.2241,1.2653
2648,1.2653,1.2808
2649,1.2808,1.2808
2650,1.2808,1.2883
2651,1.2883,1.273
2652,1.273,1.2267
2653,1.2267,1.2665
2654,1.2665,1.273
2655,1.273,1.2653
2656,1.2653,1.2204
2657,1.2204,1.1206
2658,1.1206,1.1206
2659,1.1206,1.1283
2660,1.1283,1.1245
2661,1.1245,1.1283
2662,1.1283,1.1601
2663,1.1601,1.2192
2664,1.2192,1.1884
2665,1.1884,1.2089
2666,1.2089,1.1898
2667,1.1898,1.1014
2668,1.1014,1.1014
2669,1.1014,1.1331
2670,1.1331,1.1283
2671,1.1283,1.1371
2672,1.1371,1.0847
2673,1.0847,1.1128
2674,1.1128,1.1768
2675,1.1768,1.1768
2676,1.1768,1.1718
2677,1.1718,1.2089
2678,1.2089,1.2485
2679,1.2485,1.2241
2680,1.2241,1.2294
2681,1.2294,1.2013
2682,1.2013,1.1655
2683,1.1655,1.2037
2684,1.2037,1.2526
2685,1.2526,1.2485
2686,1.2485,1.2089
2687,1.2089,1.2241
2688,1.2241,1.2128
2689,1.2128,1.2241
2690,1.2241,1.2241
2691,1.2241,1.2204
2692,1.2204,1.2204
2693,1.2204,1.2321
2694,1.2321,1.2446
2695,1.2446,1.2959
2696,1.2959,1.3202
2697,1.3202,1.3269
2698,1.3269,1.3126
2699,1.3126,1.396
2700,1.396,1.396
2701,1.396,1.4012
2702,1.4012,1.4085
2703,1.4085,1.3894
2704,1.3894,1.3689
2705,1.3689,1.4123
2706,1.4123,1.405
2707,1.405,1.3932
2708,1.3932,1.3894
2709,1.3894,1.3663
2710,1.3663,1.3447
2711,1.3447,1.3307
2712,1.3307,1.3499
2713,1.3499,1.3486
2714,1.3486,1.3932
2715,1.3932,1.4085
2716,1.4085,1.3807
2717,1.3807,1.3741
2718,1.3741,1.3932
2719,1.3932,1.4136
2720,1.4136,1.4085
2721,1.4085,1.396
2722,1.396,1.396
2723,1.396,1.405
2724,1.405,1.4216
2725,1.4216,1.5175
2726,1.5175,1.5815
2727,1.5815,1.5726
2728,1.5726,1.561
2729,1.561,1.5408
2730,1.5408,1.4856
2731,1.4856,1.4919
2732,1.4919,1.5124
2733,1.5124,1.4869
2734,1.4869,1.5022
2735,1.5022,1.4882
2736,1.4882,1.5048
2737,1.5048,1.5561
2738,1.5561,1.5561
2739,1.5561,1.5085
2740,1.5085,1.5048
2741,1.5048,1.524
2742,1.524,1.561
2743,1.561,1.5687
2744,1.5687,1.5408
2745,1.5408,1.4572
2746,1.4572,1.5073
2747,1.5073,1.4012
2748,1.4012,1.4534
2749,1.4534,1.4651
2750,1.4651,1.4534
2751,1.4534,1.4995
2752,1.4995,1.4572
2753,1.4572,1.4406
2754,1.4406,1.3932
2755,1.3932,1.4216
2756,1.4216,1.4406
2757,1.4406,1.4162
2758,1.4162,1.3894
2759,1.3894,1.3599
2760,1.3599,1.3807
2761,1.3807,1.3689
2762,1.3689,1.3795
2763,1.3795,1.3894
2764,1.3894,1.411
2765,1.411,1.4243
2766,1.4243,1.4282
2767,1.4282,1.4366
2768,1.4366,1.4123
2769,1.4123,1.4327
2770,1.4327,1.4572
2771,1.4572,1.4651
2772,1.4651,1.4327
2773,1.4327,1.3769
2774,1.3769,1.3807
2775,1.3807,1.3894
2776,1.3894,1.3769
2777,1.3769,1.3741
2778,1.3741,1.3932
2779,1.3932,1.4012
2780,1.4012,1.4327
2781,1.4327,1.4327
2782,1.4327,1.4162
2783,1.4162,1.3741
2784,1.3741,1.3575
2785,1.3575,1.2808
2786,1.2808,1.1487
2787,1.1487,1.1744
2788,1.1744,1.1768
2789,1.1768,1.1718
2790,1.1718,1.1845
2791,1.1845,1.1871
2792,1.1871,1.2013
2793,1.2013,1.1974
2794,1.1974,1.1601
2795,1.1601,1.2089
2796,1.2089,1.1921
2797,1.1921,1.2037
2798,1.2037,1.2037
2799,1.2037,1.1655
2800,1.1655,1.1679
2801,1.1679,1.1424
2802,1.1424,1.1153
2803,1.1153,1.1103
2804,1.1103,1.1167
2805,1.1167,1.1307
2806,1.1307,1.1526
2807,1.1526,1.1563
2808,1.1563,1.1718
2809,1.1718,1.1974
2810,1.1974,1.1128
2811,1.1128,1.1245
2812,1.1245,1.1245
2813,1.1245,1.1245
2814,1.1245,1.1128
2815,1.1128,1.1167
2816,1.1167,1.1128
2817,1.1128,1.1283
2818,1.1283,1.1628
2819,1.1628,1.1718
2820,1.1718,1.1718
2821,1.1718,1.1679
2822,1.1679,1.2204
2823,1.2204,1.2677
2824,1.2677,1.2446
2825,1.2446,1.2614
2826,1.2614,1.273
2827,1.273,1.3089
2828,1.3089,1.3294
2829,1.3294,1.3126
2830,1.3126,1.278
2831,1.278,1.2844
2832,1.2844,1.2361
2833,1.2361,1.2361
2834,1.2361,1.2361
2835,1.2361,1.2859
2836,1.2859,1.2614
2837,1.2614,1.2808
2838,1.2808,1.2562
2839,1.2562,1.2204
2840,1.2204,1.2037
2841,1.2037,1.2653
2842,1.2653,1.2653
2843,1.2653,1.2407
2844,1.2407,1.2347
2845,1.2347,1.2614
2846,1.2614,1.2361
2847,1.2361,1.2167
2848,1.2167,1.2294
2849,1.2294,1.2241
2850,1.2241,1.1283
2851,1.1283,1.0322
2852,1.0322,1.0486
2853,1.0486,1.0438
2854,1.0438,1.0399
2855,1.0399,1.0322
2856,1.0322,1.027
2857,1.027,1.0374
2858,1.0374,1.0245
2859,1.0245,1.0208
2860,1.0208,1.0282
2861,1.0282,1.0282
2862,1.0282,1.0105
2863,1.0105,1.0961
2864,1.0961,1.1078
2865,1.1078,1.0486
2866,1.0486,1.0961
2867,1.0961,1.1206
2868,1.1206,1.0847
2869,1.0847,1.0924
2870,1.0924,1.1065
2871,1.1065,1.0886
2872,1.0886,1.0233
2873,1.0233,0.9565
2874,0.9565,0.9758
2875,0.9758,1.0132
2876,1.0132,1.0322
2877,1.0322,0.9682
2878,0.9682,0.9809
2879,0.9809,0.9321
2880,0.9321,0.8749
2881,0.8749,0.8847
2882,0.8847,0.9078
2883,0.9078,0.936
2884,0.936,0.936
2885,0.936,0.949
2886,0.949,0.9039
2887,0.9039,0.8926
2888,0.8926,0.8886
2889,0.8886,0.9078
2890,0.9078,0.9005
2891,0.9005,0.8847
2892,0.8847,0.8966
2893,0.8966,0.8809
2894,0.8809,0.9284
2895,0.9284,0.949
2896,0.949,0.9565
2897,0.9565,0.9565
2898,0.9565,0.9453
2899,0.9453,0.9171
2900,0.9171,0.8886
2901,0.8886,0.8809
2902,0.8809,0.8605
2903,0.8605,0.8401
2904,0.8401,0.853
2905,0.853,0.8375
2906,0.8375,0.8273
2907,0.8273,0.8324
2908,0.8324,0.8286
2909,0.8286,0.8273
2910,0.8273,0.8246
2911,0.8246,0.821
2912,0.821,0.8286
2913,0.8286,0.8362
2914,0.8362,0.8246
2915,0.8246,0.808
2916,0.808,0.8044
2917,0.8044,0.8118
2918,0.8118,0.7683
2919,0.7683,0.7646
2920,0.7646,0.808
2921,0.808,0.7737
2922,0.7737,0.7864
2923,0.7864,0.8171
2924,0.8171,0.8003
2925,0.8003,0.7864
2926,0.7864,0.7724
2927,0.7724,0.7799
2928,0.7799,0.8324
2929,0.8324,0.8324
2930,0.8324,0.8246
2931,0.8246,0.8171
2932,0.8171,0.8246
2933,0.8246,0.8286
2934,0.8286,0.808
2935,0.808,0.7928
2936,0.7928,0.8017
2937,0.8017,0.8044
2938,0.8044,0.7928
2939,0.7928,0.776
2940,0.776,0.7965
2941,0.7965,0.7928
2942,0.7928,0.7928
2943,0.7928,0.7799
2944,0.7799,0.7799
2945,0.7799,0.7606
2946,0.7606,0.7646
2947,0.7646,0.821
2948,0.821,0.8605
2949,0.8605,0.8567
2950,0.8567,0.8362
2951,0.8362,0.8723
2952,0.8723,0.8656
2953,0.8656,0.8809
2954,0.8809,0.9117
2955,0.9117,0.9078
2956,0.9078,0.8847
2957,0.8847,0.8953
2958,0.8953,0.8683
2959,0.8683,0.8337
2960,0.8337,0.8401
2961,0.8401,0.8567
2962,0.8567,0.8438
2963,0.8438,0.7965
2964,0.7965,0.8171
2965,0.8171,0.8362
2966,0.8362,0.7928
2967,0.7928,0.7737
2968,0.7737,0.8044
2969,0.8044,0.776
2970,0.776,0.7799
2971,0.7799,0.7724
2972,0.7724,0.7683
2973,0.7683,0.776
2974,0.776,0.7888
2975,0.7888,0.7671
2976,0.7671,0.757
2977,0.757,0.7288
2978,0.7288,0.7402
2979,0.7402,0.7288
2980,0.7288,0.7248
2981,0.7248,0.7118
2982,0.7118,0.661
2983,0.661,0.6365
2984,0.6365,0.661
2985,0.661,0.6724
2986,0.6724,0.6888
2987,0.6888,0.6724
2988,0.6724,0.6199
2989,0.6199,0.6248
2990,0.6248,0.6123
2991,0.6123,0.6082
2992,0.6082,0.6005
2993,0.6005,0.5724
2994,0.5724,0.5777
2995,0.5777,0.5494
2996,0.5494,0.5404
2997,0.5404,0.5404
2998,0.5404,0.6685
2999,0.6685,0.6646
3000,0.6646,0.6479
3001,0.6479,0.6556
3002,0.6556,0.6671
3003,0.6671,0.6724
3004,0.6724,0.7045
3005,0.7045,0.7118
3006,0.7118,0.6839
3007,0.6839,0.7045
3008,0.7045,0.6801
3009,0.6801,0.6928
3010,0.6928,0.6724
3011,0.6724,0.6888
3012,0.6888,0.7158
3013,0.7158,0.7085
3014,0.7085,0.7402
3015,0.7402,0.7363
3016,0.7363,0.7196
3017,0.7196,0.7288
3018,0.7288,0.7118
3019,0.7118,0.7196
3020,0.7196,0.757
3021,0.757,0.7531
3022,0.7531,0.7363
3023,0.7363,0.7439
3024,0.7439,0.7646
3025,0.7646,0.7724
3026,0.7724,0.7952
3027,0.7952,0.7965
3028,0.7965,0.7837
3029,0.7837,0.776
3030,0.776,0.7724
3031,0.7724,0.7724
3032,0.7724,0.7324
3033,0.7324,0.7363
3034,0.7363,0.7045
3035,0.7045,0.6888
3036,0.6888,0.6762
3037,0.6762,0.6517
3038,0.6517,0.6724
3039,0.6724,0.7158
3040,0.7158,0.7363
3041,0.7363,0.7531
3042,0.7531,0.748
3043,0.748,0.7324
3044,0.7324,0.7158
3045,0.7158,0.7196
3046,0.7196,0.7158
3047,0.7158,0.7158
3048,0.7158,0.7144
3049,0.7144,0.7094
3050,0.7094,0.7888
3051,0.7888,0.757
3052,0.757,0.7158
3053,0.7158,0.7313
3054,0.7313,0.7402
3055,0.7402,0.7439
3056,0.7439,0.7363
3057,0.7363,0.7737
3058,0.7737,0.776
3059,0.776,0.808
3060,0.808,0.808
3061,0.808,0.8246
3062,0.8246,0.8438
3063,0.8438,0.8504
3064,0.8504,0.821
3065,0.821,0.7965
3066,0.7965,0.7928
3067,0.7928,0.7928
3068,0.7928,0.7837
3069,0.7837,0.7837
3070,0.7837,0.7439
3071,0.7439,0.7324
3072,0.7324,0.7363
3073,0.7363,0.776
3074,0.776,0.7799
3075,0.7799,0.8171
3076,0.8171,0.8171
3077,0.8171,0.8286
3078,0.8286,0.8401
3079,0.8401,0.8324
3080,0.8324,0.808
3081,0.808,0.8184
3082,0.8184,0.821
3083,0.821,0.8003
3084,0.8003,0.7928
3085,0.7928,0.7965
3086,0.7965,0.8003
3087,0.8003,0.7837
3088,0.7837,0.808
3089,0.808,0.8003
3090,0.8003,0.776
3091,0.776,0.7837
3092,0.7837,0.7724
3093,0.7724,0.8044
3094,0.8044,0.8044
3095,0.8044,0.8003
3096,0.8003,0.8003
3097,0.8003,0.8044
3098,0.8044,0.8003
3099,0.8003,0.7837
3100,0.7837,0.7683
3101,0.7683,0.7646
3102,0.7646,0.7439
3103,0.7439,0.7248
3104,0.7248,0.7196
3105,0.7196,0.7402
3106,0.7402,0.7118
3107,0.7118,0.7531
3108,0.7531,0.7439
3109,0.7439,0.7402
3110,0.7402,0.7363
3111,0.7363,0.7402
3112,0.7402,0.6966
3113,0.6966,0.6685
3114,0.6685,0.6724
3115,0.6724,0.6966
3116,0.6966,0.5724
3117,0.5724,0.561
3118,0.561,0.5649
3119,0.5649,0.5686
3120,0.5686,0.5839
3121,0.5839,0.5801
3122,0.5801,0.5724
3123,0.5724,0.5518
3124,0.5518,0.5366
3125,0.5366,0.5366
3126,0.5366,0.5428
3127,0.5428,0.5518
3128,0.5518,0.5494
3129,0.5494,0.5518
3130,0.5518,0.5404
3131,0.5404,0.5329
3132,0.5329,0.5329
3133,0.5329,0.5329
3134,0.5329,0.5366
3135,0.5366,0.5329
3136,0.5329,0.5223
3137,0.5223,0.49298
3138,0.49298,0.48791
3139,0.48791,0.5125
3140,0.5125,0.5072
3141,0.5072,0.49931
3142,0.49931,0.5021
3143,0.5021,0.5046
3144,0.5046,0.5161
3145,0.5161,0.5223
3146,0.5223,0.5724
3147,0.5724,0.5649
3148,0.5649,0.5441
3149,0.5441,0.5237
3150,0.5237,0.5329
3151,0.5329,0.5404
3152,0.5404,0.548
3153,0.548,0.5441
3154,0.5441,0.5198
3155,0.5198,0.5161
3156,0.5161,0.5276
3157,0.5276,0.5441
3158,0.5441,0.5329
3159,0.5329,0.5276
3160,0.5276,0.5329
3161,0.5329,0.5237
3162,0.5237,0.5198
3163,0.5198,0.5237
3164,0.5237,0.5302
3165,0.5302,0.5276
3166,0.5276,0.5198
3167,0.5198,0.5161
3168,0.5161,0.5518
3169,0.5518,0.5329
3170,0.5329,0.5276
3171,0.5276,0.5276
3172,0.5276,0.5366
3173,0.5366,0.5969
3174,0.5969,0.5839
3175,0.5839,0.561
3176,0.561,0.5764
3177,0.5764,0.6043
3178,0.6043,0.6159
3179,0.6159,0.6248
3180,0.6248,0.6123
3181,0.6123,0.6082
3182,0.6082,0.6043
3183,0.6043,0.5839
3184,0.5839,0.6005
3185,0.6005,0.5903
3186,0.5903,0.5944
3187,0.5944,0.6082
3188,0.6082,0.5877
3189,0.5877,0.5764
3190,0.5764,0.5916
3191,0.5916,0.5801
3192,0.5801,0.5724
3193,0.5724,0.561
3194,0.561,0.5649
3195,0.5649,0.5659
3196,0.5659,0.5441
3197,0.5441,0.5441
3198,0.5441,0.5441
3199,0.5441,0.5441
3200,0.5441,0.5404
3201,0.5404,0.5276
3202,0.5276,0.5441
3203,0.5441,0.5455
3204,0.5455,0.5621
3205,0.5621,0.5621
3206,0.5621,0.5659
3207,0.5659,0.5686
3208,0.5686,0.5518
3209,0.5518,0.5441
3210,0.5441,0.5518
3211,0.5518,0.5404
3212,0.5404,0.5329
3213,0.5329,0.5404
3214,0.5404,0.5518
3215,0.5518,0.5441
3216,0.5441,0.5329
3217,0.5329,0.5329
3218,0.5329,0.5428
3219,0.5428,0.5342
3220,0.5342,0.5329
3221,0.5329,0.5342
3222,0.5342,0.5366
3223,0.5366,0.5329
3224,0.5329,0.5198
3225,0.5198,0.5223
3226,0.5223,0.5136
3227,0.5136,0.5072
3228,0.5072,0.49685
3229,0.49685,0.5223
3230,0.5223,0.5098
3231,0.5098,0.5046
3232,0.5046,0.49805
3233,0.49805,0.49298
3234,0.49298,0.49056
3235,0.49056,0.48398
3236,0.48398,0.46998
3237,0.46998,0.46998
3238,0.46998,0.45589
3239,0.45589,0.42134
3240,0.42134,0.41874
3241,0.41874,0.43797
3242,0.43797,0.44309
3243,0.44309,0.44052
3244,0.44052,0.43797
3245,0.43797,0.42388
3246,0.42388,0.48535
3247,0.48535,0.49931
3248,0.49931,0.5098
3249,0.5098,0.5263
3250,0.5263,0.561
3251,0.561,0.5545
3252,0.5545,0.5173
3253,0.5173,0.5302
3254,0.5302,0.5161
3255,0.5161,0.5072
3256,0.5072,0.5198
3257,0.5198,0.5263
3258,0.5263,0.5276
3259,0.5276,0.5559
3260,0.5559,0.561
3261,0.561,0.6135
3262,0.6135,0.6326
3263,0.6326,0.6326
3264,0.6326,0.8427
3265,0.8427,0.9334
3266,0.9334,0.8591
3267,0.8591,0.7864
3268,0.7864,0.7058
3269,0.7058,0.757
3270,0.757,0.7363
3271,0.7363,0.7439
3272,0.7439,0.757
3273,0.757,0.7825
3274,0.7825,0.7888
3275,0.7888,0.7683
3276,0.7683,0.757
3277,0.757,0.7376
3278,0.7376,0.7118
3279,0.7118,0.7262
3280,0.7262,0.7045
3281,0.7045,0.6966
3282,0.6966,0.7158
3283,0.7158,0.7196
3284,0.7196,0.7196
3285,0.7196,0.7094
3286,0.7094,0.6888
3287,0.6888,0.6991
3288,0.6991,0.735
3289,0.735,0.7158
3290,0.7158,0.7058
3291,0.7058,0.6888
3292,0.6888,0.7031
3293,0.7031,0.6991
3294,0.6991,0.7144
3295,0.7144,0.7031
3296,0.7031,0.7313
3297,0.7313,0.6966
3298,0.6966,0.6888
3299,0.6888,0.6762
3300,0.6762,0.6826
3301,0.6826,0.7058
3302,0.7058,0.6942
3303,0.6942,0.6888
3304,0.6888,0.7031
3305,0.7031,0.7085
3306,0.7085,0.7031
3307,0.7031,0.6991
3308,0.6991,0.6888
3309,0.6888,0.6966
3310,0.6966,0.7262
3311,0.7262,0.7262
3312,0.7262,0.7262
3313,0.7262,0.7633
3314,0.7633,0.6888
3315,0.6888,0.6441
3316,0.6441,0.5981
3317,0.5981,0.6096
3318,0.6096,0.5944
3319,0.5944,0.5686
3320,0.5686,0.5302
3321,0.5302,0.5366
3322,0.5366,0.5801
3323,0.5801,0.561
3324,0.561,0.5276
3325,0.5276,0.5455
3326,0.5455,0.5559
3327,0.5559,0.575
3328,0.575,0.5877
3329,0.5877,0.6082
3330,0.6082,0.6326
3331,0.6326,0.5981
3332,0.5981,0.5877
3333,0.5877,0.5649
3334,0.5649,0.5764
3335,0.5764,0.5903
3336,0.5903,0.5916
