,t-1,t
1161,1.2321,1.2321
1162,1.2321,1.2407
1163,1.2407,1.2562
1164,1.2562,1.2844
1165,1.2844,1.3089
1166,1.3089,1.305
1167,1.305,1.2844
1168,1.2844,1.2844
1169,1.2844,1.2808
1170,1.2808,1.273
1171,1.273,1.2614
1172,1.2614,1.2485
1173,1.2485,1.2485
1174,1.2485,1.2768
1175,1.2768,1.2883
1176,1.2883,1.3126
1177,1.3126,1.3294
1178,1.3294,1.3524
1179,1.3524,1.3599
1180,1.3599,1.3841
1181,1.3841,1.405
1182,1.405,1.4406
1183,1.4406,1.4728
1184,1.4728,1.4534
1185,1.4534,1.4486
1186,1.4486,1.4327
1187,1.4327,1.4651
1188,1.4651,1.4728
1189,1.4728,1.4572
1190,1.4572,1.5289
1191,1.5289,1.5443
1192,1.5443,1.5521
1193,1.5521,1.5213
1194,1.5213,1.5289
1195,1.5289,1.561
1196,1.561,1.5687
1197,1.5687,1.5048
1198,1.5048,1.4969
1199,1.4969,1.5443
1200,1.5443,1.524
1201,1.524,1.5048
1202,1.5048,1.5213
1203,1.5213,1.5521
1204,1.5521,1.5878
1205,1.5878,1.5213
1206,1.5213,1.4243
1207,1.4243,1.4085
1208,1.4085,1.3769
1209,1.3769,1.3599
1210,1.3599,1.3841
1211,1.3841,1.405
1212,1.405,1.3932
1213,1.3932,1.3638
1214,1.3638,1.3366
1215,1.3366,1.2998
1216,1.2998,1.3202
1217,1.3202,1.305
1218,1.305,1.2959
1219,1.2959,1.3202
1220,1.3202,1.3202
1221,1.3202,1.2959
1222,1.2959,1.273
1223,1.273,1.2808
1224,1.2808,1.2998
1225,1.2998,1.305
1226,1.305,1.305
1227,1.305,1.2562
1228,1.2562,1.2959
1229,1.2959,1.2808
1230,1.2808,1.2808
1231,1.2808,1.2562
1232,1.2562,1.2407
1233,1.2407,1.2241
1234,1.2241,1.2562
1235,1.2562,1.2614
1236,1.2614,1.273
1237,1.273,1.2768
1238,1.2768,1.2959
1239,1.2959,1.3202
1240,1.3202,1.3689
1241,1.3689,1.4012
1242,1.4012,1.4123
1243,1.4123,1.4085
1244,1.4085,1.3841
1245,1.3841,1.3407
1246,1.3407,1.305
1247,1.305,1.3255
1248,1.3255,1.2933
1249,1.2933,1.3126
1250,1.3126,1.3524
1251,1.3524,1.3524
1252,1.3524,1.373
1253,1.373,1.4012
1254,1.4012,1.4123
1255,1.4123,1.4327
1256,1.4327,1.4327
1257,1.4327,1.4123
1258,1.4123,1.4243
1259,1.4243,1.4243
1260,1.4243,1.4282
1261,1.4282,1.4327
1262,1.4327,1.4327
1263,1.4327,1.4327
1264,1.4327,1.4406
1265,1.4406,1.4651
1266,1.4651,1.4728
1267,1.4728,1.4406
1268,1.4406,1.4327
1269,1.4327,1.4406
1270,1.4406,1.4085
1271,1.4085,1.3841
1272,1.3841,1.4282
1273,1.4282,1.4327
1274,1.4327,1.4366
1275,1.4366,1.4486
1276,1.4486,1.4486
1277,1.4486,1.4327
1278,1.4327,1.4572
1279,1.4572,1.4243
1280,1.4243,1.4216
1281,1.4216,1.396
1282,1.396,1.4162
1283,1.4162,1.4572
1284,1.4572,1.5408
1285,1.5408,1.5853
1286,1.5853,1.5853
1287,1.5853,1.5647
1288,1.5647,1.561
1289,1.561,1.4651
1290,1.4651,1.4969
1291,1.4969,1.5124
1292,1.5124,1.5443
1293,1.5443,1.561
1294,1.561,1.5369
1295,1.5369,1.4969
1296,1.4969,1.524
1297,1.524,1.4882
1298,1.4882,1.4486
1299,1.4486,1.4486
1300,1.4486,1.4651
1301,1.4651,1.4882
1302,1.4882,1.4764
1303,1.4764,1.4085
1304,1.4085,1.3841
1305,1.3841,1.3841
1306,1.3841,1.4085
1307,1.4085,1.4406
1308,1.4406,1.4728
1309,1.4728,1.4969
1310,1.4969,1.4882
1311,1.4882,1.4327
1312,1.4327,1.4162
1313,1.4162,1.4327
1314,1.4327,1.4327
1315,1.4327,1.4486
1316,1.4486,1.4486
1317,1.4486,1.4327
1318,1.4327,1.4327
1319,1.4327,1.4085
1320,1.4085,1.4123
1321,1.4123,1.4085
1322,1.4085,1.4162
1323,1.4162,1.4085
1324,1.4085,1.4486
1325,1.4486,1.4406
1326,1.4406,1.3689
1327,1.3689,1.3689
1328,1.3689,1.3366
1329,1.3366,1.2562
1330,1.2562,1.1526
1331,1.1526,1.1526
1332,1.1526,1.1167
1333,1.1167,1.0807
1334,1.0807,1.1128
1335,1.1128,1.1206
1336,1.1206,1.1449
1337,1.1449,1.1601
1338,1.1601,1.1679
1339,1.1679,1.1371
1340,1.1371,1.1245
1341,1.1245,1.1078
1342,1.1078,1.1283
1343,1.1283,1.1921
1344,1.1921,1.2013
1345,1.2013,1.2037
1346,1.2037,1.2089
1347,1.2089,1.2167
1348,1.2167,1.2037
1349,1.2037,1.1526
1350,1.1526,1.1038
1351,1.1038,1.1038
1352,1.1038,1.0961
1353,1.0961,1.1167
1354,1.1167,1.0641
1355,1.0641,1.0374
1356,1.0374,1.0961
1357,1.0961,1.0641
1358,1.0641,1.0807
1359,1.0807,1.0886
1360,1.0886,1.0924
1361,1.0924,1.0486
1362,1.0486,1.0641
1363,1.0641,1.0886
1364,1.0886,1.0886
1365,1.0886,1.0757
1366,1.0757,1.0961
1367,1.0961,1.1206
1368,1.1206,1.1128
1369,1.1128,1.0641
1370,1.0641,1.0566
1371,1.0566,1.0961
1372,1.0961,1.0886
1373,1.0886,1.1038
1374,1.1038,1.0961
1375,1.0961,1.0961
1376,1.0961,1.0807
1377,1.0807,1.0731
1378,1.0731,1.0886
1379,1.0886,1.0566
1380,1.0566,1.0641
1381,1.0641,1.0886
1382,1.0886,1.0731
1383,1.0731,1.0886
1384,1.0886,1.0961
1385,1.0961,1.0807
1386,1.0807,1.1038
1387,1.1038,1.1283
1388,1.1283,1.1331
1389,1.1331,1.1768
1390,1.1768,1.1808
1391,1.1808,1.1718
1392,1.1718,1.1808
1393,1.1808,1.1845
1394,1.1845,1.1768
1395,1.1768,1.2883
1396,1.2883,1.3575
1397,1.3575,1.3255
1398,1.3255,1.332
1399,1.332,1.305
1400,1.305,1.3524
1401,1.3524,1.3524
1402,1.3524,1.3447
1403,1.3447,1.3202
1404,1.3202,1.3164
1405,1.3164,1.2883
1406,1.2883,1.2883
1407,1.2883,1.3366
1408,1.3366,1.3202
1409,1.3202,1.2883
1410,1.2883,1.2768
1411,1.2768,1.3164
1412,1.3164,1.3202
1413,1.3202,1.3599
1414,1.3599,1.3841
1415,1.3841,1.4012
1416,1.4012,1.3841
1417,1.3841,1.3841
1418,1.3841,1.2883
1419,1.2883,1.2883
1420,1.2883,1.273
1421,1.273,1.2407
1422,1.2407,1.2407
1423,1.2407,1.2446
1424,1.2446,1.2526
1425,1.2526,1.2614
1426,1.2614,1.2677
1427,1.2677,1.273
1428,1.273,1.2808
1429,1.2808,1.2808
1430,1.2808,1.3294
1431,1.3294,1.3366
1432,1.3366,1.3407
1433,1.3407,1.3255
1434,1.3255,1.3638
1435,1.3638,1.3366
1436,1.3366,1.3366
1437,1.3366,1.332
1438,1.332,1.3294
1439,1.3294,1.273
1440,1.273,1.2653
1441,1.2653,1.3255
1442,1.3255,1.3447
1443,1.3447,1.3447
1444,1.3447,1.2808
1445,1.2808,1.3126
1446,1.3126,1.3255
1447,1.3255,1.3202
1448,1.3202,1.305
1449,1.305,1.305
1450,1.305,1.2653
1451,1.2653,1.2653
1452,1.2653,1.2485
1453,1.2485,1.2241
1454,1.2241,1.2485
1455,1.2485,1.2959
1456,1.2959,1.273
1457,1.273,1.273
1458,1.273,1.2653
1459,1.2653,1.2562
1460,1.2562,1.2677
1461,1.2677,1.2808
1462,1.2808,1.3407
1463,1.3407,1.3294
1464,1.3294,1.3202
1465,1.3202,1.2998
1466,1.2998,1.3294
1467,1.3294,1.3769
1468,1.3769,1.4327
1469,1.4327,1.4085
1470,1.4085,1.4085
1471,1.4085,1.3932
1472,1.3932,1.4327
1473,1.4327,1.4919
1474,1.4919,1.5048
1475,1.5048,1.5048
1476,1.5048,1.5175
1477,1.5175,1.4969
1478,1.4969,1.4598
1479,1.4598,1.4162
1480,1.4162,1.4282
1481,1.4282,1.3366
1482,1.3366,1.3126
1483,1.3126,1.3294
1484,1.3294,1.3486
1485,1.3486,1.3524
1486,1.3524,1.3255
1487,1.3255,1.3255
1488,1.3255,1.3575
1489,1.3575,1.3447
1490,1.3447,1.3575
1491,1.3575,1.3932
1492,1.3932,1.3202
1493,1.3202,1.2653
1494,1.2653,1.2653
1495,1.2653,1.2844
1496,1.2844,1.2653
1497,1.2653,1.2407
1498,1.2407,1.2768
1499,1.2768,1.273
1500,1.273,1.2562
1501,1.2562,1.2321
1502,1.2321,1.1679
1503,1.1679,1.1768
1504,1.1768,1.1601
1505,1.1601,1.1245
1506,1.1245,1.1038
1507,1.1038,1.1371
1508,1.1371,1.2089
1509,1.2089,1.2204
1510,1.2204,1.1921
1511,1.1921,1.1601
1512,1.1601,1.1845
1513,1.1845,1.1845
1514,1.1845,1.1526
1515,1.1526,1.1449
1516,1.1449,1.1655
1517,1.1655,1.1449
1518,1.1449,1.0886
1519,1.0886,1.0886
1520,1.0886,1.0807
1521,1.0807,1.0886
1522,1.0886,1.0807
1523,1.0807,1.0694
1524,1.0694,1.0399
1525,1.0399,1.0132
1526,1.0132,1.0091
1527,1.0091,0.9682
1528,0.9682,0.9604
1529,0.9604,0.9526
1530,0.9526,0.9039
1531,0.9039,0.9284
1532,0.9284,0.9758
1533,0.9758,0.949
1534,0.949,0.8644
1535,0.8644,0.8966
1536,0.8966,0.8966
1537,0.8966,0.9321
1538,0.9321,0.8966
1539,0.8966,0.8478
1540,0.8478,0.8886
1541,0.8886,0.9039
1542,0.9039,0.8886
1543,0.8886,0.8003
1544,0.8003,0.8478
1545,0.8478,0.9117
1546,0.9117,1.0039
1547,1.0039,0.9963
1548,0.9963,0.9925
1549,0.9925,0.9758
1550,0.9758,0.9604
1551,0.9604,0.9604
1552,0.9604,0.9565
1553,0.9565,0.972
1554,0.972,0.9849
1555,0.9849,0.9758
1556,0.9758,1.0167
1557,1.0167,1.0641
1558,1.0641,1.0731
1559,1.0731,1.0641
1560,1.0641,1.1038
1561,1.1038,1.1371
1562,1.1371,1.1601
1563,1.1601,1.1526
1564,1.1526,1.1845
1565,1.1845,1.1526
1566,1.1526,1.1245
1567,1.1245,1.1655
1568,1.1655,1.1371
1569,1.1371,1.1563
1570,1.1563,1.1655
1571,1.1655,1.1768
1572,1.1768,1.2013
1573,1.2013,1.1768
1574,1.1768,1.1768
1575,1.1768,1.1768
1576,1.1768,1.2204
1577,1.2204,1.2321
1578,1.2321,1.2844
1579,1.2844,1.3202
1580,1.3202,1.3599
1581,1.3599,1.3366
1582,1.3366,1.2808
1583,1.2808,1.2677
1584,1.2677,1.305
1585,1.305,1.2768
1586,1.2768,1.2844
1587,1.2844,1.3524
1588,1.3524,1.3407
1589,1.3407,1.4085
1590,1.4085,1.4406
1591,1.4406,1.4085
1592,1.4085,1.4012
1593,1.4012,1.3932
1594,1.3932,1.3769
1595,1.3769,1.3769
1596,1.3769,1.3932
1597,1.3932,1.3769
1598,1.3769,1.3841
1599,1.3841,1.3841
1600,1.3841,1.3841
1601,1.3841,1.4486
1602,1.4486,1.5085
1603,1.5085,1.5048
1604,1.5048,1.4803
1605,1.4803,1.4969
1606,1.4969,1.5932
1607,1.5932,1.6403
1608,1.6403,1.6083
1609,1.6083,1.6251
1610,1.6251,1.6403
1611,1.6403,1.657
1612,1.657,1.6687
1613,1.6687,1.7136
1614,1.7136,1.7441
1615,1.7441,1.7211
1616,1.7211,1.7775
1617,1.7775,1.7775
1618,1.7775,1.7853
1619,1.7853,1.7684
1620,1.7684,1.8492
1621,1.8492,1.821
1622,1.821,1.8492
1623,1.8492,1.9169
1624,1.9169,1.9657
1625,1.9657,1.9209
1626,1.9209,1.9209
1627,1.9209,1.8288
1628,1.8288,1.8442
1629,1.8442,1.9209
1630,1.9209,1.9532
1631,1.9532,1.8887
1632,1.8887,1.9132
1633,1.9132,1.857
1634,1.857,1.8646
1635,1.8646,1.8646
1636,1.8646,1.8326
1637,1.8326,1.8492
1638,1.8492,1.8696
1639,1.8696,2.0208
1640,2.0208,2.0171
1641,2.0171,2.1526
1642,2.1526,2.081
1643,2.081,2.0337
1644,2.0337,2.0131
1645,2.0131,2.1208
1646,2.1208,2.0885
1647,2.0885,2.1208
1648,2.1208,2.1695
1649,2.1695,2.2257
1650,2.2257,2.1695
1651,2.1695,2.0733
1652,2.0733,2.0246
1653,2.0246,2.0643
1654,2.0643,2.2411
1655,2.2411,2.2167
1656,2.2167,2.1771
1657,2.1771,2.1926
1658,2.1926,2.3291
1659,2.3291,2.2411
1660,2.2411,2.2899
1661,2.2899,2.2205
1662,2.2205,2.2411
1663,2.2411,2.2012
1664,2.2012,2.1413
1665,2.1413,2.2731
1666,2.2731,2.2973
1667,2.2973,1.9926
1668,1.9926,2.0567
1669,2.0567,2.0246
1670,2.0246,1.9532
1671,1.9532,1.9079
1672,1.9079,1.9696
1673,1.9696,1.9696
1674,1.9696,1.9452
1675,1.9452,1.8722
1676,1.8722,1.8762
1677,1.8762,1.8646
1678,1.8646,1.7611
1679,1.7611,1.5124
1680,1.5124,1.5687
1681,1.5687,1.5687
1682,1.5687,1.6083
1683,1.6083,1.6199
1684,1.6199,1.5932
1685,1.5932,1.6251
1686,1.6251,1.6403
1687,1.6403,1.6892
1688,1.6892,1.7136
1689,1.7136,1.6163
1690,1.6163,1.5687
1691,1.5687,1.5048
1692,1.5048,1.4162
1693,1.4162,1.4486
1694,1.4486,1.4803
1695,1.4803,1.4448
1696,1.4448,1.4691
1697,1.4691,1.4728
1698,1.4728,1.5048
1699,1.5048,1.524
1700,1.524,1.5048
1701,1.5048,1.5766
1702,1.5766,1.5726
1703,1.5726,1.5369
1704,1.5369,1.4919
1705,1.4919,1.4764
1706,1.4764,1.4728
1707,1.4728,1.4282
1708,1.4282,1.3575
1709,1.3575,1.3486
1710,1.3486,1.3164
1711,1.3164,1.3447
1712,1.3447,1.3486
1713,1.3486,1.3366
1714,1.3366,1.3447
1715,1.3447,1.3447
1716,1.3447,1.3366
1717,1.3366,1.3575
1718,1.3575,1.3769
1719,1.3769,1.3599
1720,1.3599,1.3294
1721,1.3294,1.3599
1722,1.3599,1.3524
1723,1.3524,1.3807
1724,1.3807,1.4598
1725,1.4598,1.4969
1726,1.4969,1.5009
1727,1.5009,1.5124
1728,1.5124,1.4969
1729,1.4969,1.4969
1730,1.4969,1.4572
1731,1.4572,1.4012
1732,1.4012,1.3599
1733,1.3599,1.4366
1734,1.4366,1.4728
1735,1.4728,1.4728
1736,1.4728,1.4406
1737,1.4406,1.4406
1738,1.4406,1.4486
1739,1.4486,1.4366
1740,1.4366,1.4572
1741,1.4572,1.4882
1742,1.4882,1.4803
1743,1.4803,1.5726
1744,1.5726,1.6006
1745,1.6006,1.5521
1746,1.5521,1.5853
1747,1.5853,1.6137
1748,1.6137,1.6163
1749,1.6163,1.6251
1750,1.6251,1.657
1751,1.657,1.7136
1752,1.7136,1.7571
1753,1.7571,1.7044
1754,1.7044,1.7044
1755,1.7044,1.6163
1756,1.6163,1.6328
1757,1.6328,1.7211
1758,1.7211,1.7366
1759,1.7366,1.6967
1760,1.6967,1.6967
1761,1.6967,1.7288
1762,1.7288,1.7044
1763,1.7044,1.6967
1764,1.6967,1.6967
1765,1.6967,1.68
1766,1.68,1.6496
1767,1.6496,1.6328
1768,1.6328,1.6496
1769,1.6496,1.7044
1770,1.7044,1.6045
1771,1.6045,1.6163
1772,1.6163,1.6199
1773,1.6199,1.5561
1774,1.5561,1.5124
1775,1.5124,1.5687
1776,1.5687,1.6045
1777,1.6045,1.5932
1778,1.5932,1.6199
1779,1.6199,1.5853
1780,1.5853,1.6083
1781,1.6083,1.6163
1782,1.6163,1.6006
1783,1.6006,1.5687
1784,1.5687,1.5853
1785,1.5853,1.6251
1786,1.6251,1.5932
1787,1.5932,1.5289
1788,1.5289,1.5443
1789,1.5443,1.5408
1790,1.5408,1.5443
1791,1.5443,1.5369
1792,1.5369,1.5289
1793,1.5289,1.5521
1794,1.5521,1.5971
1795,1.5971,1.68
1796,1.68,1.7136
1797,1.7136,1.6774
1798,1.6774,1.7611
1799,1.7611,1.7531
1800,1.7531,1.7441
1801,1.7441,1.7006
1802,1.7006,1.6687
1803,1.6687,1.6403
1804,1.6403,1.6496
1805,1.6496,1.657
1806,1.657,1.5932
1807,1.5932,1.6496
1808,1.6496,1.6328
1809,1.6328,1.5932
1810,1.5932,1.561
1811,1.561,1.5369
1812,1.5369,1.5932
1813,1.5932,1.7044
1814,1.7044,1.7211
1815,1.7211,1.7441
1816,1.7441,1.7328
1817,1.7328,1.7531
1818,1.7531,1.6006
1819,1.6006,1.6687
1820,1.6687,1.6403
1821,1.6403,1.6163
1822,1.6163,1.6328
1823,1.6328,1.6403
1824,1.6403,1.6403
1825,1.6403,1.6496
1826,1.6496,1.6328
1827,1.6328,1.6251
1828,1.6251,1.657
1829,1.657,1.6163
1830,1.6163,1.6163
1831,1.6163,1.6006
1832,1.6006,1.561
1833,1.561,1.5726
1834,1.5726,1.5726
1835,1.5726,1.5687
1836,1.5687,1.5815
1837,1.5815,1.6137
1838,1.6137,1.6163
1839,1.6163,1.6163
1840,1.6163,1.657
1841,1.657,1.6251
1842,1.6251,1.6083
1843,1.6083,1.6496
1844,1.6496,1.6725
1845,1.6725,1.7571
1846,1.7571,1.7611
1847,1.7611,1.817
1848,1.817,1.8058
1849,1.8058,1.9057
1850,1.9057,1.8887
1851,1.8887,1.857
1852,1.857,1.8926
1853,1.8926,1.9363
1854,1.9363,1.9926
1855,1.9926,1.9926
1856,1.9926,1.9849
1857,1.9849,2.0643
1858,2.0643,2.0337
1859,2.0337,2.0093
1860,2.0093,2.0733
1861,2.0733,2.0489
1862,2.0489,1.9568
1863,1.9568,2.0337
1864,2.0337,2.0643
1865,2.0643,2.0695
1866,2.0695,2.0643
1867,2.0643,2.0885
1868,2.0885,2.0246
1869,2.0246,2.0414
1870,2.0414,2.0733
1871,2.0733,2.1053
1872,2.1053,2.1053
1873,2.1053,2.1169
1874,2.1169,2.0528
1875,2.0528,2.0489
1876,2.0489,2.0208
1877,2.0208,2.0131
1878,2.0131,2.0885
1879,2.0885,2.0567
1880,2.0567,2.0528
1881,2.0528,2.0093
1882,2.0093,1.9849
1883,1.9849,2.0695
1884,2.0695,2.081
1885,2.081,2.1169
1886,2.1169,2.1926
1887,2.1926,2.2373
1888,2.2373,2.1926
1889,2.1926,2.1616
1890,2.1616,2.1526
1891,2.1526,2.1247
1892,2.1247,2.081
1893,2.081,2.0337
1894,2.0337,2.0489
1895,2.0489,2.0414
1896,2.0414,2.0414
1897,2.0414,2.0246
1898,2.0246,2.0093
1899,2.0093,2.0208
1900,2.0208,2.0297
1901,2.0297,2.0131
1902,2.0131,2.0414
1903,2.0414,2.0171
1904,2.0171,2.0246
1905,2.0246,2.0171
1906,2.0171,2.081
1907,2.081,2.0643
1908,2.0643,2.0489
1909,2.0489,1.9532
1910,1.9532,1.8609
1911,1.8609,1.8646
1912,1.8646,1.8887
1913,1.8887,1.8813
1914,1.8813,1.8887
1915,1.8887,1.9452
1916,1.9452,1.8326
1917,1.8326,1.7891
1918,1.7891,1.8326
1919,1.8326,1.7775
1920,1.7775,1.8085
1921,1.8085,1.8813
1922,1.8813,1.9363
1923,1.9363,1.8887
1924,1.8887,1.817
1925,1.817,1.8005
1926,1.8005,1.8442
1927,1.8442,1.825
1928,1.825,1.8085
1929,1.8085,1.7853
1930,1.7853,1.7366
1931,1.7366,1.825
1932,1.825,1.9249
1933,1.9249,1.8966
1934,1.8966,1.9363
1935,1.9363,1.9363
1936,1.9363,1.9773
1937,1.9773,1.9452
1938,1.9452,1.9849
1939,1.9849,1.9926
1940,1.9926,1.9926
1941,1.9926,2.0093
1942,2.0093,1.9657
1943,1.9657,1.9401
1944,1.9401,1.9336
1945,1.9336,1.9018
1946,1.9018,1.9209
1947,1.9209,1.8926
1948,1.8926,1.9057
1949,1.9057,1.8966
1950,1.8966,1.9286
1951,1.9286,1.9057
1952,1.9057,1.9132
1953,1.9132,1.8414
1954,1.8414,1.8085
1955,1.8085,1.7328
1956,1.7328,1.7441
1957,1.7441,1.7571
1958,1.7571,1.7366
1959,1.7366,1.7288
1960,1.7288,1.7211
1961,1.7211,1.7249
1962,1.7249,1.7479
1963,1.7479,1.684
1964,1.684,1.5766
1965,1.5766,1.5213
1966,1.5213,1.4486
1967,1.4486,1.4327
1968,1.4327,1.4162
1969,1.4162,1.4486
1970,1.4486,1.4728
1971,1.4728,1.4598
1972,1.4598,1.4486
1973,1.4486,1.4969
1974,1.4969,1.5369
1975,1.5369,1.5687
1976,1.5687,1.4803
1977,1.4803,1.4803
1978,1.4803,1.4162
1979,1.4162,1.4651
1980,1.4651,1.4691
1981,1.4691,1.4651
1982,1.4651,1.5048
1983,1.5048,1.5213
1984,1.5213,1.5369
1985,1.5369,1.561
1986,1.561,1.4406
1987,1.4406,1.4327
1988,1.4327,1.4651
1989,1.4651,1.4162
1990,1.4162,1.4327
1991,1.4327,1.4691
1992,1.4691,1.4486
1993,1.4486,1.4882
1994,1.4882,1.5124
1995,1.5124,1.5124
1996,1.5124,1.4969
1997,1.4969,1.4651
1998,1.4651,1.4572
1999,1.4572,1.4327
2000,1.4327,1.4085
2001,1.4085,1.3894
2002,1.3894,1.4123
2003,1.4123,1.3932
2004,1.3932,1.4123
2005,1.4123,1.4327
2006,1.4327,1.4327
2007,1.4327,1.4327
2008,1.4327,1.4327
2009,1.4327,1.4243
2010,1.4243,1.4327
2011,1.4327,1.4282
2012,1.4282,1.3841
2013,1.3841,1.4216
2014,1.4216,1.4162
2015,1.4162,1.4243
2016,1.4243,1.4406
2017,1.4406,1.4728
2018,1.4728,1.4882
2019,1.4882,1.5521
2020,1.5521,1.5289
2021,1.5289,1.5124
2022,1.5124,1.5289
2023,1.5289,1.5687
2024,1.5687,1.5766
2025,1.5766,1.524
2026,1.524,1.5853
2027,1.5853,1.5443
2028,1.5443,1.5048
2029,1.5048,1.4728
2030,1.4728,1.4882
2031,1.4882,1.4882
2032,1.4882,1.4651
2033,1.4651,1.5213
2034,1.5213,1.4803
2035,1.4803,1.4572
2036,1.4572,1.4327
2037,1.4327,1.4366
2038,1.4366,1.4448
2039,1.4448,1.4162
2040,1.4162,1.4012
2041,1.4012,1.3932
2042,1.3932,1.4327
2043,1.4327,1.4012
2044,1.4012,1.3932
2045,1.3932,1.3894
2046,1.3894,1.4085
2047,1.4085,1.4534
2048,1.4534,1.4728
2049,1.4728,1.4572
2050,1.4572,1.5687
2051,1.5687,1.5687
2052,1.5687,1.5726
2053,1.5726,1.5521
2054,1.5521,1.561
2055,1.561,1.561
2056,1.561,1.6496
2057,1.6496,1.6496
2058,1.6496,1.6725
2059,1.6725,1.7044
2060,1.7044,1.68
2061,1.68,1.6725
2062,1.6725,1.6648
2063,1.6648,1.68
2064,1.68,1.7611
2065,1.7611,1.7853
2066,1.7853,1.7684
2067,1.7684,1.8005
2068,1.8005,1.817
2069,1.817,1.821
2070,1.821,1.8005
2071,1.8005,1.8377
2072,1.8377,1.7684
2073,1.7684,1.8492
2074,1.8492,1.8646
2075,1.8646,1.8414
2076,1.8414,1.817
2077,1.817,1.8414
2078,1.8414,1.8085
2079,1.8085,1.8085
2080,1.8085,1.8414
2081,1.8414,1.8646
2082,1.8646,1.8326
2083,1.8326,1.8414
2084,1.8414,1.821
2085,1.821,1.8492
2086,1.8492,1.8609
2087,1.8609,1.8442
2088,1.8442,1.8326
2089,1.8326,1.8414
2090,1.8414,1.8326
2091,1.8326,1.8058
2092,1.8058,1.7611
2093,1.7611,1.821
2094,1.821,1.8646
2095,1.8646,1.9079
2096,1.9079,1.9401
2097,1.9401,1.9132
2098,1.9132,1.8887
2099,1.8887,1.9057
2100,1.9057,1.9079
2101,1.9079,1.8813
2102,1.8813,1.9132
2103,1.9132,1.8646
2104,1.8646,1.8966
2105,1.8966,1.9773
2106,1.9773,1.9532
2107,1.9532,1.9926
2108,1.9926,2.0528
2109,2.0528,1.9696
2110,1.9696,2.0337
2111,2.0337,2.081
2112,2.081,1.9286
2113,1.9286,1.9057
2114,1.9057,1.9132
2115,1.9132,1.9209
2116,1.9209,1.9209
2117,1.9209,1.9057
2118,1.9057,1.9209
2119,1.9209,1.9452
2120,1.9452,1.9286
2121,1.9286,1.9169
2122,1.9169,1.9057
2123,1.9057,1.9606
2124,1.9606,1.9286
2125,1.9286,1.9209
2126,1.9209,1.9057
2127,1.9057,1.8326
2128,1.8326,1.8085
2129,1.8085,1.821
2130,1.821,1.7853
2131,1.7853,1.7649
2132,1.7649,1.7249
2133,1.7249,1.6967
2134,1.6967,1.7249
2135,1.7249,1.7611
2136,1.7611,1.7611
2137,1.7611,1.7649
2138,1.7649,1.7366
2139,1.7366,1.7159
2140,1.7159,1.7531
2141,1.7531,1.6967
2142,1.6967,1.7044
2143,1.7044,1.7366
2144,1.7366,1.7479
2145,1.7479,1.7611
2146,1.7611,1.7611
2147,1.7611,1.8085
2148,1.8085,1.817
2149,1.817,1.817
2150,1.817,1.821
2151,1.821,1.8005
2152,1.8005,1.825
2153,1.825,1.8085
2154,1.8085,1.7649
2155,1.7649,1.7441
2156,1.7441,1.7211
2157,1.7211,1.7044
2158,1.7044,1.6892
2159,1.6892,1.7211
2160,1.7211,1.7531
2161,1.7531,1.7044
2162,1.7044,1.6328
2163,1.6328,1.6725
2164,1.6725,1.6496
2165,1.6496,1.657
2166,1.657,1.6045
2167,1.6045,1.6006
2168,1.6006,1.561
2169,1.561,1.6163
2170,1.6163,1.5932
2171,1.5932,1.6006
2172,1.6006,1.5521
2173,1.5521,1.561
2174,1.561,1.5124
2175,1.5124,1.5408
2176,1.5408,1.5521
2177,1.5521,1.6006
2178,1.6006,1.5878
2179,1.5878,1.6006
2180,1.6006,1.5766
2181,1.5766,1.5687
2182,1.5687,1.6083
2183,1.6083,1.6457
2184,1.6457,1.6251
2185,1.6251,1.6403
2186,1.6403,1.6609
2187,1.6609,1.7097
2188,1.7097,1.7441
2189,1.7441,1.7211
2190,1.7211,1.7531
2191,1.7531,1.7611
2192,1.7611,1.7441
2193,1.7441,1.7044
2194,1.7044,1.7775
2195,1.7775,1.7775
2196,1.7775,1.7853
2197,1.7853,1.7775
2198,1.7775,1.8326
2199,1.8326,1.8813
2200,1.8813,1.8414
2201,1.8414,1.8442
2202,1.8442,1.8058
2203,1.8058,1.8492
2204,1.8492,1.8414
2205,1.8414,1.812
2206,1.812,1.825
2207,1.825,1.825
2208,1.825,1.8058
2209,1.8058,1.7571
2210,1.7571,1.6251
2211,1.6251,1.5853
2212,1.5853,1.4162
2213,1.4162,1.4243
2214,1.4243,1.4012
2215,1.4012,1.4282
2216,1.4282,1.3447
2217,1.3447,1.3524
2218,1.3524,1.3202
2219,1.3202,1.3126
2220,1.3126,1.2677
2221,1.2677,1.3255
2222,1.3255,1.2959
2223,1.2959,1.3366
2224,1.3366,1.2808
2225,1.2808,1.2844
2226,1.2844,1.2485
2227,1.2485,1.2653
2228,1.2653,1.2167
2229,1.2167,1.2321
2230,1.2321,1.2089
2231,1.2089,1.1679
2232,1.1679,1.1679
2233,1.1679,1.1768
2234,1.1768,1.2167
2235,1.2167,1.1921
2236,1.1921,1.1921
2237,1.1921,1.1449
2238,1.1449,0.8809
2239,0.8809,0.821
2240,0.821,0.8605
2241,0.8605,0.8401
2242,0.8401,0.8478
2243,0.8478,0.8401
2244,0.8401,0.8605
2245,0.8605,0.8478
2246,0.8478,0.8605
2247,0.8605,0.8723
2248,0.8723,0.8886
