,t-5,t-4,t-3,t-2,t-1,t
114,43808463.196116,31383018.303516004,25576861.790432,47480184.83959599,60169060.32576,0.8055
115,31383018.303516004,25576861.790432,47480184.83959599,60169060.32576,117948736.71,0.83188
116,25576861.790432,47480184.83959599,60169060.32576,117948736.71,96347524.52746399,0.88128
117,47480184.83959599,60169060.32576,117948736.71,96347524.52746399,79165673.2224,0.8610599999999999
118,60169060.32576,117948736.71,96347524.52746399,79165673.2224,62455859.972459994,0.99992
119,117948736.71,96347524.52746399,79165673.2224,62455859.972459994,134674119.00849602,1.0474799999999997
120,96347524.52746399,79165673.2224,62455859.972459994,134674119.00849602,108245327.48097597,1.08088
121,79165673.2224,62455859.972459994,134674119.00849602,108245327.48097597,122080428.05934401,1.0536999999999999
122,62455859.972459994,134674119.00849602,108245327.48097597,122080428.05934401,70336037.84784,1.0539999999999998
123,134674119.00849602,108245327.48097597,122080428.05934401,70336037.84784,70387670.01239999,1.0726600000000002
124,108245327.48097597,122080428.05934401,70336037.84784,70387670.01239999,76504019.46214001,1.05524
125,122080428.05934401,70336037.84784,70387670.01239999,76504019.46214001,97831496.67464,1.1159000000000001
126,70336037.84784,70387670.01239999,76504019.46214001,97831496.67464,96896972.82068,1.11154
127,70387670.01239999,76504019.46214001,97831496.67464,96896972.82068,90788390.13003601,1.18428
128,76504019.46214001,97831496.67464,96896972.82068,90788390.13003601,102034137.49368,1.24192
129,97831496.67464,96896972.82068,90788390.13003601,102034137.49368,95930754.471744,1.275
130,96896972.82068,90788390.13003601,102034137.49368,95930754.471744,72897950.32499999,1.24254
131,90788390.13003601,102034137.49368,95930754.471744,72897950.32499999,73665649.40061599,1.18994
132,102034137.49368,95930754.471744,72897950.32499999,73665649.40061599,69122927.528644,1.2602999999999998
133,95930754.471744,72897950.32499999,73665649.40061599,69122927.528644,46400719.68059999,1.2439799999999999
134,72897950.32499999,73665649.40061599,69122927.528644,46400719.68059999,55173385.349819995,1.2582200000000001
135,73665649.40061599,69122927.528644,46400719.68059999,55173385.349819995,53354188.480136,1.3201399999999999
136,69122927.528644,46400719.68059999,55173385.349819995,53354188.480136,85767637.306908,1.31072
137,46400719.68059999,55173385.349819995,53354188.480136,85767637.306908,40173811.79392,1.28598
138,55173385.349819995,53354188.480136,85767637.306908,40173811.79392,43768071.332412,1.2565000000000002
139,53354188.480136,85767637.306908,40173811.79392,43768071.332412,87677022.49460001,1.3707599999999998
140,85767637.306908,40173811.79392,43768071.332412,87677022.49460001,52994515.91001599,1.3487199999999997
141,40173811.79392,43768071.332412,87677022.49460001,52994515.91001599,28901745.426703993,1.31894
142,43768071.332412,87677022.49460001,52994515.91001599,28901745.426703993,33876260.881036,1.4956800000000001
143,87677022.49460001,52994515.91001599,28901745.426703993,33876260.881036,73686450.871296,1.56894
144,52994515.91001599,28901745.426703993,33876260.881036,73686450.871296,73961344.685736,1.6583200000000002
145,28901745.426703993,33876260.881036,73686450.871296,73961344.685736,59226253.05019201,1.68064
146,33876260.881036,73686450.871296,73961344.685736,59226253.05019201,66095983.369728,1.6415400000000002
147,73686450.871296,73961344.685736,59226253.05019201,66095983.369728,78429744.67930801,1.69518
148,73961344.685736,59226253.05019201,66095983.369728,78429744.67930801,58511581.471488,1.68626
149,59226253.05019201,66095983.369728,78429744.67930801,58511581.471488,63468604.24657201,1.79756
150,66095983.369728,78429744.67930801,58511581.471488,63468604.24657201,78842189.919832,1.8392400000000002
151,78429744.67930801,58511581.471488,63468604.24657201,78842189.919832,79297279.17789601,1.7244599999999999
152,58511581.471488,63468604.24657201,78842189.919832,79297279.17789601,89520873.858816,1.35534
153,63468604.24657201,78842189.919832,79297279.17789601,89520873.858816,177463760.802468,1.05036
154,78842189.919832,79297279.17789601,89520873.858816,177463760.802468,103804167.41215199,1.21096
155,79297279.17789601,89520873.858816,177463760.802468,103804167.41215199,100536763.846976,1.19398
156,89520873.858816,177463760.802468,103804167.41215199,100536763.846976,71305839.81211601,1.1780599999999999
157,177463760.802468,103804167.41215199,100536763.846976,71305839.81211601,73593178.94952399,1.15068
158,103804167.41215199,100536763.846976,71305839.81211601,73593178.94952399,52651241.770031996,1.0514
159,100536763.846976,71305839.81211601,73593178.94952399,52651241.770031996,66279104.927279994,1.0757400000000001
160,71305839.81211601,73593178.94952399,52651241.770031996,66279104.927279994,69486109.02453601,1.19888
161,73593178.94952399,52651241.770031996,66279104.927279994,69486109.02453601,94890438.213664,1.33562
162,52651241.770031996,66279104.927279994,69486109.02453601,94890438.213664,64116334.990136,1.3607400000000003
163,66279104.927279994,69486109.02453601,94890438.213664,64116334.990136,72254385.84212402,1.3788799999999999
164,69486109.02453601,94890438.213664,64116334.990136,72254385.84212402,129293675.921152,1.3582800000000002
165,94890438.213664,64116334.990136,72254385.84212402,129293675.921152,91979006.70420001,1.2982799999999997
166,64116334.990136,72254385.84212402,129293675.921152,91979006.70420001,151744269.35380796,1.3064399999999998
167,72254385.84212402,129293675.921152,91979006.70420001,151744269.35380796,80144016.44111998,1.26706
168,129293675.921152,91979006.70420001,151744269.35380796,80144016.44111998,67359194.616004,1.30364
169,91979006.70420001,151744269.35380796,80144016.44111998,67359194.616004,57088131.787751995,1.35338
170,151744269.35380796,80144016.44111998,67359194.616004,57088131.787751995,68823322.43351601,1.35732
171,80144016.44111998,67359194.616004,57088131.787751995,68823322.43351601,52275660.95892,1.4806
172,67359194.616004,57088131.787751995,68823322.43351601,52275660.95892,109603960.44752,1.4663
173,57088131.787751995,68823322.43351601,52275660.95892,109603960.44752,61244323.67702,1.4326400000000001
174,68823322.43351601,52275660.95892,109603960.44752,61244323.67702,79778288.16953601,1.3190399999999998
175,52275660.95892,109603960.44752,61244323.67702,79778288.16953601,77044155.32275198,1.27592
176,109603960.44752,61244323.67702,79778288.16953601,77044155.32275198,78909408.157888,1.32076
177,61244323.67702,79778288.16953601,77044155.32275198,78909408.157888,61303154.117295995,1.27454
178,79778288.16953601,77044155.32275198,78909408.157888,61303154.117295995,72421006.446784,1.3049199999999999
179,77044155.32275198,78909408.157888,61303154.117295995,72421006.446784,53729392.263224,1.3264
180,78909408.157888,61303154.117295995,72421006.446784,53729392.263224,45844749.978240006,1.3072
181,61303154.117295995,72421006.446784,53729392.263224,45844749.978240006,38241622.79328,1.2916
182,72421006.446784,53729392.263224,45844749.978240006,38241622.79328,43053243.52408,1.23652
183,53729392.263224,45844749.978240006,38241622.79328,43053243.52408,54688035.21882401,1.3120599999999998
184,45844749.978240006,38241622.79328,43053243.52408,54688035.21882401,47994097.54205199,1.40554
185,38241622.79328,43053243.52408,54688035.21882401,47994097.54205199,92545214.78396,1.4405800000000002
186,43053243.52408,54688035.21882401,47994097.54205199,92545214.78396,68120903.81946,1.4364000000000001
187,54688035.21882401,47994097.54205199,92545214.78396,68120903.81946,45229227.31656,1.4622199999999999
188,47994097.54205199,92545214.78396,68120903.81946,45229227.31656,47225158.203356,1.4812999999999998
189,92545214.78396,68120903.81946,45229227.31656,47225158.203356,46808673.23501999,1.43828
190,68120903.81946,45229227.31656,47225158.203356,46808673.23501999,34939605.31468,1.40858
191,45229227.31656,47225158.203356,46808673.23501999,34939605.31468,47828105.710039996,1.3784199999999998
192,47225158.203356,46808673.23501999,34939605.31468,47828105.710039996,44252593.87931199,1.4291800000000001
193,46808673.23501999,34939605.31468,47828105.710039996,44252593.87931199,35046196.17938,1.37728
194,34939605.31468,47828105.710039996,44252593.87931199,35046196.17938,40814903.067648,1.3379400000000001
195,47828105.710039996,44252593.87931199,35046196.17938,40814903.067648,52969366.775952004,1.2832000000000001
196,44252593.87931199,35046196.17938,40814903.067648,52969366.775952004,44881488.583680004,1.2824399999999998
197,35046196.17938,40814903.067648,52969366.775952004,44881488.583680004,55687884.06398399,1.26358
198,40814903.067648,52969366.775952004,44881488.583680004,55687884.06398399,64312778.49178399,1.33566
199,52969366.775952004,44881488.583680004,55687884.06398399,64312778.49178399,55121927.408064,1.37538
200,44881488.583680004,55687884.06398399,64312778.49178399,55121927.408064,40521452.987052,1.3870200000000001
201,55687884.06398399,64312778.49178399,55121927.408064,40521452.987052,41576638.8153,1.28328
202,64312778.49178399,55121927.408064,40521452.987052,41576638.8153,81085759.465488,1.2421
203,55121927.408064,40521452.987052,41576638.8153,81085759.465488,51467925.632539995,1.293
204,40521452.987052,41576638.8153,81085759.465488,51467925.632539995,61456485.24299999,1.24994
205,41576638.8153,81085759.465488,51467925.632539995,61456485.24299999,51938023.35520801,1.2014799999999999
206,81085759.465488,51467925.632539995,61456485.24299999,51938023.35520801,61556600.127735995,1.24606
207,51467925.632539995,61456485.24299999,51938023.35520801,61556600.127735995,45181321.424396,1.21556
208,61456485.24299999,51938023.35520801,61556600.127735995,45181321.424396,39790354.735448,1.16994
209,51938023.35520801,61556600.127735995,45181321.424396,39790354.735448,40230146.255771995,1.2462399999999998
210,61556600.127735995,45181321.424396,39790354.735448,40230146.255771995,67638921.027808,1.2478799999999999
211,45181321.424396,39790354.735448,40230146.255771995,67638921.027808,30832696.158983998,1.28806
212,39790354.735448,40230146.255771995,67638921.027808,30832696.158983998,71690972.543612,1.3099599999999998
213,40230146.255771995,67638921.027808,30832696.158983998,71690972.543612,36567870.583703995,1.31492
214,67638921.027808,30832696.158983998,71690972.543612,36567870.583703995,62105699.732608005,1.3644
215,30832696.158983998,71690972.543612,36567870.583703995,62105699.732608005,52337814.22656,1.3295
216,71690972.543612,36567870.583703995,62105699.732608005,52337814.22656,138152189.1163,1.32464
217,36567870.583703995,62105699.732608005,52337814.22656,138152189.1163,71945328.62752,1.22784
218,62105699.732608005,52337814.22656,138152189.1163,71945328.62752,283189496.4576,1.2369999999999999
219,52337814.22656,138152189.1163,71945328.62752,283189496.4576,53721685.12259999,1.16942
220,138152189.1163,71945328.62752,283189496.4576,53721685.12259999,134459235.207472,1.17686
221,71945328.62752,283189496.4576,53721685.12259999,134459235.207472,52068540.278156005,1.1428
222,283189496.4576,53721685.12259999,134459235.207472,52068540.278156005,78158309.94624,1.12694
223,53721685.12259999,134459235.207472,52068540.278156005,78158309.94624,55417955.17176,1.1229
224,134459235.207472,52068540.278156005,78158309.94624,55417955.17176,50886288.394619994,1.1000400000000001
225,52068540.278156005,78158309.94624,55417955.17176,50886288.394619994,44487484.807896,1.1116
226,78158309.94624,55417955.17176,50886288.394619994,44487484.807896,41698195.8036,1.15178
227,55417955.17176,50886288.394619994,44487484.807896,41698195.8036,56707827.486016005,1.234
228,50886288.394619994,44487484.807896,41698195.8036,56707827.486016005,67398575.7204,1.2934199999999998
229,44487484.807896,41698195.8036,56707827.486016005,67398575.7204,100468754.07650399,1.26244
230,41698195.8036,56707827.486016005,67398575.7204,100468754.07650399,44094651.015528,1.3119
231,56707827.486016005,67398575.7204,100468754.07650399,44094651.015528,94530812.41278,1.41248
232,67398575.7204,100468754.07650399,44094651.015528,94530812.41278,131347471.731456,1.45452
233,100468754.07650399,44094651.015528,94530812.41278,131347471.731456,98129029.18466401,1.5207600000000001
234,44094651.015528,94530812.41278,131347471.731456,98129029.18466401,75397048.62847202,1.53206
235,94530812.41278,131347471.731456,98129029.18466401,75397048.62847202,58818943.120543994,1.5293
236,131347471.731456,98129029.18466401,75397048.62847202,58818943.120543994,64822457.757460006,1.4637600000000002
237,98129029.18466401,75397048.62847202,58818943.120543994,64822457.757460006,103880403.94219202,1.3812000000000002
238,75397048.62847202,58818943.120543994,64822457.757460006,103880403.94219202,52430898.67896,1.3114999999999999
239,58818943.120543994,64822457.757460006,103880403.94219202,52430898.67896,60188426.61019999,1.29802
240,64822457.757460006,103880403.94219202,52430898.67896,60188426.61019999,61668328.95713599,1.29238
241,103880403.94219202,52430898.67896,60188426.61019999,61668328.95713599,95867639.279484,1.25652
242,52430898.67896,60188426.61019999,61668328.95713599,95867639.279484,65538245.162544005,1.2726599999999997
243,60188426.61019999,61668328.95713599,95867639.279484,65538245.162544005,45800778.755543984,1.38222
244,61668328.95713599,95867639.279484,65538245.162544005,45800778.755543984,71379619.440696,1.32972
245,95867639.279484,65538245.162544005,45800778.755543984,71379619.440696,57074748.729264006,1.3583200000000002
246,65538245.162544005,45800778.755543984,71379619.440696,57074748.729264006,50055367.190816,1.42286
247,45800778.755543984,71379619.440696,57074748.729264006,50055367.190816,55472730.644516006,1.43012
248,71379619.440696,57074748.729264006,50055367.190816,55472730.644516006,35566876.46055201,1.4503600000000003
249,57074748.729264006,50055367.190816,55472730.644516006,35566876.46055201,41903303.35644801,1.4188200000000002
250,50055367.190816,55472730.644516006,35566876.46055201,41903303.35644801,46527210.176148005,1.4447400000000001
251,55472730.644516006,35566876.46055201,41903303.35644801,46527210.176148005,36707546.214372,1.42306
252,35566876.46055201,41903303.35644801,46527210.176148005,36707546.214372,62082997.876152,1.56742
253,41903303.35644801,46527210.176148005,36707546.214372,62082997.876152,94767429.51792,1.5159399999999998
254,46527210.176148005,36707546.214372,62082997.876152,94767429.51792,95715664.52395199,1.49892
255,36707546.214372,62082997.876152,94767429.51792,95715664.52395199,74267447.010168,1.45736
256,62082997.876152,94767429.51792,95715664.52395199,74267447.010168,66837745.99352,1.41802
257,94767429.51792,95715664.52395199,74267447.010168,66837745.99352,53773688.195024006,1.45334
258,95715664.52395199,74267447.010168,66837745.99352,53773688.195024006,33366184.620524004,1.4390600000000002
259,74267447.010168,66837745.99352,53773688.195024006,33366184.620524004,37136776.950252004,1.4108
260,66837745.99352,53773688.195024006,33366184.620524004,37136776.950252004,47461059.699039996,1.3927200000000002
261,53773688.195024006,33366184.620524004,37136776.950252004,47461059.699039996,76524310.39243202,1.1517600000000001
262,33366184.620524004,37136776.950252004,47461059.699039996,76524310.39243202,185535869.63457602,1.1412600000000002
263,37136776.950252004,47461059.699039996,76524310.39243202,185535869.63457602,78028039.32681601,1.13796
264,47461059.699039996,76524310.39243202,185535869.63457602,78028039.32681601,55801350.22392,1.20686
265,76524310.39243202,185535869.63457602,78028039.32681601,55801350.22392,49848640.011227995,1.1145999999999998
266,185535869.63457602,78028039.32681601,55801350.22392,49848640.011227995,59598112.29839999,1.06848
267,78028039.32681601,55801350.22392,49848640.011227995,59598112.29839999,60919986.83097601,1.0764600000000002
268,55801350.22392,49848640.011227995,59598112.29839999,60919986.83097601,41966363.19321601,1.09876
269,49848640.011227995,59598112.29839999,60919986.83097601,41966363.19321601,34023146.031888,1.0818400000000001
270,59598112.29839999,60919986.83097601,41966363.19321601,34023146.031888,50942879.516880006,1.0869199999999999
271,60919986.83097601,41966363.19321601,34023146.031888,50942879.516880006,37610992.967304,1.0742
272,41966363.19321601,34023146.031888,50942879.516880006,37610992.967304,36430663.7176,1.1084
273,34023146.031888,50942879.516880006,37610992.967304,36430663.7176,52642258.267840005,1.17894
274,50942879.516880006,37610992.967304,36430663.7176,52642258.267840005,57119297.334792,1.29602
275,37610992.967304,36430663.7176,52642258.267840005,57119297.334792,125841033.682892,1.33494
276,36430663.7176,52642258.267840005,57119297.334792,125841033.682892,57724110.637344,1.30996
277,52642258.267840005,57119297.334792,125841033.682892,57724110.637344,55416456.404792,1.3123200000000002
278,57119297.334792,125841033.682892,57724110.637344,55416456.404792,49509587.19494401,1.3683600000000002
279,125841033.682892,57724110.637344,55416456.404792,49509587.19494401,95000360.97535202,1.25746
280,57724110.637344,55416456.404792,49509587.19494401,95000360.97535202,72265086.186764,1.2671000000000001
281,55416456.404792,49509587.19494401,95000360.97535202,72265086.186764,50755295.15544,1.3226
282,49509587.19494401,95000360.97535202,72265086.186764,50755295.15544,51216071.95704,1.33968
283,95000360.97535202,72265086.186764,50755295.15544,51216071.95704,62162083.613472,1.31064
284,72265086.186764,50755295.15544,51216071.95704,62162083.613472,86092000.76764801,1.3088199999999999
285,50755295.15544,51216071.95704,62162083.613472,86092000.76764801,80569645.66824798,1.26164
286,51216071.95704,62162083.613472,86092000.76764801,80569645.66824798,85212563.244792,1.27114
287,62162083.613472,86092000.76764801,80569645.66824798,85212563.244792,52915813.433235995,1.29496
288,86092000.76764801,80569645.66824798,85212563.244792,52915813.433235995,66156663.18582401,1.3518000000000001
289,80569645.66824798,85212563.244792,52915813.433235995,66156663.18582401,69488632.29888001,1.4269600000000002
290,85212563.244792,52915813.433235995,66156663.18582401,69488632.29888001,68996730.94088002,1.49676
291,52915813.433235995,66156663.18582401,69488632.29888001,68996730.94088002,100241947.09305601,1.3645999999999998
292,66156663.18582401,69488632.29888001,68996730.94088002,100241947.09305601,112132125.71511999,1.3419
293,69488632.29888001,68996730.94088002,100241947.09305601,112132125.71511999,39440344.35096,1.33618
294,68996730.94088002,100241947.09305601,112132125.71511999,39440344.35096,64188288.167247996,1.2665
295,100241947.09305601,112132125.71511999,39440344.35096,64188288.167247996,46359987.5589,1.2212
296,112132125.71511999,39440344.35096,64188288.167247996,46359987.5589,43272142.70344,1.14688
297,39440344.35096,64188288.167247996,46359987.5589,43272142.70344,39554689.957888,1.1883199999999998
298,64188288.167247996,46359987.5589,43272142.70344,39554689.957888,35521026.39030399,1.1393
