t-1,t-2,t-3,t-4,t-5,t,movement
3463108990.6920004,2569378600.992,2557889653.862,1891881016.614,96.442,94.914,1
3006907316.19,3463108990.6920004,2569378600.992,2557889653.862,96.354,94.602,0
2526753198.6,3006907316.19,3463108990.6920004,2569378600.992,97.046,95.0,1
2976303165.0,2526753198.6,3006907316.19,3463108990.6920004,96.258,92.839,0
5206413440.975,2976303165.0,2526753198.6,3006907316.19,94.796,92.616,0
3181666714.656,5206413440.975,2976303165.0,2526753198.6,94.914,93.404,1
3062439376.504,3181666714.656,5206413440.975,2976303165.0,94.602,93.063,0
2501506823.982,3062439376.504,3181666714.656,5206413440.975,95.0,93.589,1
2936750288.525,2501506823.982,3062439376.504,3181666714.656,92.839,90.96,0
5911270185.839999,2936750288.525,2501506823.982,3062439376.504,92.616,89.635,0
4077653549.06,5911270185.839999,2936750288.525,2501506823.982,93.404,91.145,1
3606170427.435,4077653549.06,5911270185.839999,2936750288.525,93.063,91.934,1
3028589484.456,3606170427.435,4077653549.06,5911270185.839999,93.589,93.102,1
3230885096.178,3028589484.456,3606170427.435,4077653549.06,90.96,93.384,1
2390955563.088,3230885096.178,3028589484.456,3606170427.435,89.635,92.556,0
2578540835.556,2390955563.088,3230885096.178,3028589484.456,91.145,93.034,1
2801215596.0600004,2578540835.556,2390955563.088,3230885096.178,91.934,93.433,1
2276030963.289,2801215596.0600004,2578540835.556,2390955563.088,93.102,94.154,1
2567118319.554,2276030963.289,2801215596.0600004,2578540835.556,93.384,94.445,1
2197699827.57,2567118319.554,2276030963.289,2801215596.0600004,92.556,94.874,1
2114563760.998,2197699827.57,2567118319.554,2276030963.289,93.034,94.339,0
2113100581.746,2114563760.998,2197699827.57,2567118319.554,93.433,96.199,1
3468705350.997,2113100581.746,2114563760.998,2197699827.57,94.154,96.199,0
2917904027.642,3468705350.997,2113100581.746,2114563760.998,94.445,97.222,1
3571205753.892,2917904027.642,3468705350.997,2113100581.746,94.874,97.261,1
2206899747.89,3571205753.892,2917904027.642,3468705350.997,94.339,97.347,1
2464903820.253,2206899747.89,3571205753.892,2917904027.642,96.199,96.831,0
2997195999.336,2464903820.253,2206899747.89,3571205753.892,96.199,96.082,0
2546756698.15,2997195999.336,2464903820.253,2206899747.89,97.222,94.796,0
3706097776.368,2546756698.15,2997195999.336,2464903820.253,97.261,94.144,0
3911076724.352,3706097776.368,2546756698.15,2997195999.336,97.347,100.26,1
9252020371.5,3911076724.352,3706097776.368,2546756698.15,96.831,101.61,1
3876145832.07,9252020371.5,3911076724.352,3706097776.368,96.082,101.49,0
2586316761.36,3876145832.07,9252020371.5,3911076724.352,94.796,103.28,1
3899407250.08,2586316761.36,3876145832.07,9252020371.5,94.144,101.75,0
3283969650.5,3899407250.08,2586316761.36,3876145832.07,100.26,103.02,1
2895599314.14,3283969650.5,3899407250.08,2586316761.36,101.61,103.67,1
2671996696.53,2895599314.14,3283969650.5,3899407250.08,101.49,105.23,1
3598876628.23,2671996696.53,2895599314.14,3283969650.5,103.28,106.11,1
2775304503.36,3598876628.23,2671996696.53,2895599314.14,101.75,106.54,1
2773087363.6200004,2775304503.36,3598876628.23,2671996696.53,103.02,105.75,0
2407705107.75,2773087363.6200004,2775304503.36,3598876628.23,103.67,105.68,0
2518701453.1200004,2407705107.75,2773087363.6200004,2775304503.36,105.23,105.93,1
1936034623.71,2518701453.1200004,2407705107.75,2773087363.6200004,106.11,107.19,1
2680138992.51,1936034623.71,2518701453.1200004,2407705107.75,106.54,107.1,0
3585804282.9,2680138992.51,1936034623.71,2518701453.1200004,105.75,106.93,0
2482672938.2000003,3585804282.9,2680138992.51,1936034623.71,105.68,106.81,0
2061087256.03,2482672938.2000003,3585804282.9,2680138992.51,105.93,107.08,1
2683185904.52,2061087256.03,2482672938.2000003,3585804282.9,107.19,106.25,0
2667475737.5,2683185904.52,2061087256.03,2482672938.2000003,107.1,106.58,1
2066613164.74,2667475737.5,2683185904.52,2061087256.03,106.93,105.78,0
2433102901.2,2066613164.74,2667475737.5,2683185904.52,106.81,105.32,0
2463739912.04,2433102901.2,2066613164.74,2667475737.5,107.08,104.7,0
2865692292.3,2463739912.04,2433102901.2,2066613164.74,106.25,104.59,0
2501966210.2200003,2865692292.3,2463739912.04,2433102901.2,106.58,103.78,0
2367792278.66,2501966210.2200003,2865692292.3,2463739912.04,105.78,103.89,1
2832627755.16,2367792278.66,2501966210.2200003,2865692292.3,105.32,104.5,1
2618028886.0,2832627755.16,2367792278.66,2501966210.2200003,104.7,105.48,1
2775509479.8,2618028886.0,2832627755.16,2367792278.66,104.59,105.45,0
2503451858.85,2775509479.8,2618028886.0,2832627755.16,103.78,106.1,1
4212937209.1,2503451858.85,2775509479.8,2618028886.0,103.89,103.32,0
5240368806.12,4212937209.1,2503451858.85,2775509479.8,104.5,100.98,0
4540470374.88,5240368806.12,4212937209.1,2503451858.85,105.48,103.24,1
4313960520.28,4540470374.88,5240368806.12,4212937209.1,105.45,105.7,1
6611242422.400001,4313960520.28,4540470374.88,5240368806.12,106.1,109.44,1
11886620071.68,6611242422.400001,4313960520.28,4540470374.88,103.32,113.15,1
10234178074.6,11886620071.68,6611242422.400001,4313960520.28,100.98,112.53,0
8098180038.96,10234178074.6,11886620071.68,6611242422.400001,103.24,111.21,0
5267989675.08,8098180038.96,10234178074.6,11886620071.68,105.7,111.2,0
3853807248.0,5267989675.08,8098180038.96,10234178074.6,109.44,111.18,0
3771668096.4,3853807248.0,5267989675.08,8098180038.96,113.15,112.23,1
3381635237.85,3771668096.4,3853807248.0,5267989675.08,112.53,110.36,0
5827310938.2,3381635237.85,3771668096.4,3853807248.0,111.21,110.52,1
3231676969.56,5827310938.2,3381635237.85,3771668096.4,111.2,110.72,1
2702146622.72,3231676969.56,5827310938.2,3381635237.85,111.18,111.58,1
3287126938.76,2702146622.72,3231676969.56,5827310938.2,112.23,109.85,0
3886867588.5,3287126938.76,2702146622.72,3231676969.56,110.36,110.68,1
3770096492.44,3886867588.5,3287126938.76,2702146622.72,110.52,110.18,0
2345732200.0,3770096492.44,3886867588.5,3287126938.76,110.72,110.63,1
3310854986.4,2345732200.0,3770096492.44,3886867588.5,111.58,110.68,1
2260242654.92,3310854986.4,2345732200.0,3770096492.44,109.85,111.52,1
3195571809.44,2260242654.92,3310854986.4,2345732200.0,110.68,111.69,1
2733096407.13,3195571809.44,2260242654.92,3310854986.4,110.18,113.63,1
4102868976.47,2733096407.13,3195571809.44,2260242654.92,110.63,113.88,1
7243009311.719999,4102868976.47,2733096407.13,3195571809.44,110.68,114.9,1
4336905670.5,7243009311.719999,4102868976.47,2733096407.13,111.52,114.54,0
3986763312.36,4336905670.5,7243009311.719999,4102868976.47,111.69,115.18,1
4053325180.32,3986763312.36,4336905670.5,7243009311.719999,113.63,115.11,0
2586943347.93,4053325180.32,3986763312.36,4336905670.5,113.88,115.03,0
2589124802.71,2586943347.93,4053325180.32,3986763312.36,114.9,114.68,0
2287309457.96,2589124802.71,2586943347.93,4053325180.32,114.54,114.62,0
2764512329.7000003,2287309457.96,2589124802.71,2586943347.93,115.18,114.17,0
2548354661.51,2764512329.7000003,2287309457.96,2589124802.71,115.11,115.2,1
2672816716.8,2548354661.51,2764512329.7000003,2287309457.96,115.03,115.78,1
4558582089.32,2672816716.8,2548354661.51,2764512329.7000003,114.68,113.17,0
7438877425.45,4558582089.32,2672816716.8,2548354661.51,114.62,112.1,0
3208588751.8,7438877425.45,4558582089.32,2672816716.8,114.17,111.35,0
3954881308.15,3208588751.8,7438877425.45,4558582089.32,115.2,111.17,0
2999596944.24,3954881308.15,3208588751.8,7438877425.45,115.78,109.17,0
4886362082.34,2999596944.24,3954881308.15,3208588751.8,113.17,109.27,1
3161739469.7,4886362082.34,2999596944.24,3954881308.15,112.1,108.09,0
2957959053.4500003,3161739469.7,4886362082.34,2999596944.24,111.35,107.11,0
3356065419.46,2957959053.4500003,3161739469.7,4886362082.34,111.17,108.66,1
3487685120.46,3356065419.46,2957959053.4500003,3161739469.7,109.17,109.31,1
2551361751.17,3487685120.46,3356065419.46,2957959053.4500003,109.27,109.13,0
6181057940.259999,2551361751.17,3487685120.46,3356065419.46,108.09,106.08,0
6071369566.08,6181057940.259999,2551361751.17,3487685120.46,107.11,106.72,1
3656314603.68,6071369566.08,6181057940.259999,2551361751.17,108.66,104.04,0
5409919258.200001,3656314603.68,6071369566.08,6181057940.259999,109.31,105.41,1
3455693450.55,5409919258.200001,3656314603.68,6071369566.08,109.13,108.25,1
6394900467.25,3455693450.55,5409919258.200001,3656314603.68,106.08,108.21,0
2913684426.63,6394900467.25,3455693450.55,5409919258.200001,106.72,108.31,1
2892046396.84,2913684426.63,6394900467.25,3455693450.55,104.04,109.96,1
3051429035.8,2892046396.84,2913684426.63,6394900467.25,105.41,110.03,1
2504620702.13,3051429035.8,2892046396.84,2913684426.63,108.25,109.47,0
2749199147.34,2504620702.13,3051429035.8,2892046396.84,108.21,110.02,1
1237061799.44,2749199147.34,2504620702.13,3051429035.8,108.31,109.81,0
2801031942.66,1237061799.44,2749199147.34,2504620702.13,109.96,109.7,0
3084195315.2000003,2801031942.66,1237061799.44,2749199147.34,110.03,108.77,0
3642432546.98,3084195315.2000003,2801031942.66,1237061799.44,109.47,107.76,0
3819364188.96,3642432546.98,3084195315.2000003,2801031942.66,110.02,108.16,1
2622210273.28,3819364188.96,3642432546.98,3084195315.2000003,109.81,107.38,0
3523941968.82,2622210273.28,3819364188.96,3642432546.98,109.7,108.21,1
2769462138.63,3523941968.82,2622210273.28,3819364188.96,108.77,109.28,1
3254564283.52,2769462138.63,3523941968.82,2622210273.28,107.76,110.35,1
2902173108.85,3254564283.52,2769462138.63,3523941968.82,108.16,112.15,1
3801792139.8,2902173108.85,3254564283.52,2769462138.63,107.38,111.51,0
2936532886.56,3801792139.8,2902173108.85,3254564283.52,108.21,113.36,1
4830202490.88,2936532886.56,3801792139.8,2902173108.85,109.28,113.36,0
3727291083.36,4830202490.88,2936532886.56,3801792139.8,110.35,113.99,1
5026077515.33,3727291083.36,4830202490.88,2936532886.56,112.15,114.14,1
4488724427.2,5026077515.33,3727291083.36,4830202490.88,111.51,114.8,1
3068156394.8,4488724427.2,5026077515.33,3727291083.36,113.36,115.11,1
2208368428.83,3068156394.8,4488724427.2,5026077515.33,113.36,115.21,1
2533352113.95,2208368428.83,3068156394.8,4488724427.2,113.99,114.45,0
2926048843.2000003,2533352113.95,2208368428.83,3068156394.8,114.14,114.68,1
1605337888.16,2926048843.2000003,2533352113.95,2208368428.83,114.8,115.41,1
2052761200.44,1605337888.16,2926048843.2000003,2533352113.95,115.11,114.92,0
2254658919.76,2052761200.44,1605337888.16,2926048843.2000003,115.21,114.89,0
1722003489.2,2254658919.76,2052761200.44,1605337888.16,114.45,113.99,0
3542595012.79,1722003489.2,2254658919.76,2052761200.44,114.68,114.31,1
3221970351.81,3542595012.79,1722003489.2,2254658919.76,115.41,114.19,0
2380919165.95,3221970351.81,3542595012.79,1722003489.2,114.92,114.77,1
