,t-5,t-4,t-3,t-2,t-1,t,movement
0,0.421195,0.39577499999999993,0.3862344999999999,0.43022649999999996,0.46673349999999997,0.4533365000000001,0
1,0.39577499999999993,0.3862344999999999,0.43022649999999996,0.46673349999999997,0.4533365000000001,0.3658034999999999,0
2,0.3862344999999999,0.43022649999999996,0.46673349999999997,0.4533365000000001,0.3658034999999999,0.3429469999999999,0
3,0.43022649999999996,0.46673349999999997,0.4533365000000001,0.3658034999999999,0.3429469999999999,0.327146,0
4,0.46673349999999997,0.4533365000000001,0.3658034999999999,0.3429469999999999,0.327146,0.2600934999999999,0
5,0.4533365000000001,0.3658034999999999,0.3429469999999999,0.327146,0.2600934999999999,0.2818665,1
6,0.3658034999999999,0.3429469999999999,0.327146,0.2600934999999999,0.2818665,0.2478625,0
7,0.3429469999999999,0.327146,0.2600934999999999,0.2818665,0.2478625,0.242296,0
8,0.327146,0.2600934999999999,0.2818665,0.2478625,0.242296,0.25497000000000003,1
9,0.2600934999999999,0.2818665,0.2478625,0.242296,0.25497000000000003,0.29736399999999996,1
10,0.2818665,0.2478625,0.242296,0.25497000000000003,0.29736399999999996,0.314202,1
11,0.2478625,0.242296,0.25497000000000003,0.29736399999999996,0.314202,0.3501845,1
12,0.242296,0.25497000000000003,0.29736399999999996,0.314202,0.3501845,0.37451650000000003,1
13,0.25497000000000003,0.29736399999999996,0.314202,0.3501845,0.37451650000000003,0.39654749999999994,1
14,0.29736399999999996,0.314202,0.3501845,0.37451650000000003,0.39654749999999994,0.42952349999999984,1
15,0.314202,0.3501845,0.37451650000000003,0.39654749999999994,0.42952349999999984,0.475118,1
16,0.3501845,0.37451650000000003,0.39654749999999994,0.42952349999999984,0.475118,0.5767899999999999,1
17,0.37451650000000003,0.39654749999999994,0.42952349999999984,0.475118,0.5767899999999999,0.5727,0
18,0.39654749999999994,0.42952349999999984,0.475118,0.5767899999999999,0.5727,0.5411765000000001,0
19,0.42952349999999984,0.475118,0.5767899999999999,0.5727,0.5411765000000001,0.5522175,1
20,0.475118,0.5767899999999999,0.5727,0.5411765000000001,0.5522175,0.5523499999999999,1
21,0.5767899999999999,0.5727,0.5411765000000001,0.5522175,0.5523499999999999,0.5328199999999998,0
22,0.5727,0.5411765000000001,0.5522175,0.5523499999999999,0.5328199999999998,0.5631899999999999,1
23,0.5411765000000001,0.5522175,0.5523499999999999,0.5328199999999998,0.5631899999999999,0.664935,1
24,0.5522175,0.5523499999999999,0.5328199999999998,0.5631899999999999,0.664935,0.718375,1
25,0.5523499999999999,0.5328199999999998,0.5631899999999999,0.664935,0.718375,0.893535,1
26,0.5328199999999998,0.5631899999999999,0.664935,0.718375,0.893535,1.059015,1
27,0.5631899999999999,0.664935,0.718375,0.893535,1.059015,1.088835,1
28,0.664935,0.718375,0.893535,1.059015,1.088835,1.235935,1
29,0.718375,0.893535,1.059015,1.088835,1.235935,1.2381099999999996,1
30,0.893535,1.059015,1.088835,1.235935,1.2381099999999996,1.2933349999999995,1
31,1.059015,1.088835,1.235935,1.2381099999999996,1.2933349999999995,1.3835249999999994,1
32,1.088835,1.235935,1.2381099999999996,1.2933349999999995,1.3835249999999994,1.63736,1
33,1.235935,1.2381099999999996,1.2933349999999995,1.3835249999999994,1.63736,1.7545600000000001,1
34,1.2381099999999996,1.2933349999999995,1.3835249999999994,1.63736,1.7545600000000001,1.3352799999999998,0
