,t-1,t-2,t-3,t-4,t-5,t,movement
48,6016715190.477639,5953024332.31824,5085927040.45152,2948902271.2204,6494597816.925602,94.0338,1
88,3592097208.996,4089899398.363199,2855567792.1648006,4474777007.2064,2975672446.9204006,108.058,0
120,3682128032.7152,5216075780.352,6248443471.826401,3504959514.3264,3171629905.1192,143.07800000000003,0
124,3132690806.352,3315564411.0260005,3036034796.952,3330699312.6680007,3682128032.7152,149.334,0
57,2926937792.5620003,3821993604.27892,2964886748.77536,3819408503.683,2885250841.50996,105.962,1
75,3307518342.0799994,4442734393.94944,2927319720.98432,2254094917.4698,2806667420.9784,105.46,1
32,5557168048.2864,6381466574.4744,6761204796.258399,6707962213.411201,12319751899.49672,105.79,0
134,3177181747.9236,5811083078.2704,5492043452.219999,6361409939.0256,3968058897.290401,155.23600000000002,1
59,2821486246.656,3455039695.8783994,2926937792.5620003,3821993604.27892,2964886748.77536,106.846,1
63,3797519540.8955193,6622832718.454402,3096350051.1324,4088735587.5448,2821486246.656,89.7264,0
122,3036034796.952,3330699312.6680007,3682128032.7152,5216075780.352,6248443471.826401,147.32600000000002,1
37,7596398627.148801,5097586065.2556,4115302341.0096,5819738371.755199,6927419170.39,116.72,1
29,6707962213.411201,12319751899.49672,5430007269.7392,7896152619.9248,9107358368.803202,107.084,1
107,4087237032.58,2686206820.5504003,2623716713.6184,3366336712.7096004,2747352568.68,141.026,1
130,3968058897.290401,3850542051.1488,4138756139.4168,4562068745.9648,5511011106.202001,159.804,0
1,7512006370.144,6448666602.432001,10698530110.5488,7534796658.364799,6121211835.110399,123.068,1
52,3787176587.752801,4247083141.87604,4336417112.673359,7046748517.276441,6016715190.477639,93.1854,1
21,5998499894.592,5040815936.8,5345173143.588,4606193739.700801,5699175430.0936,120.218,1
2,6866785937.308001,7512006370.144,6448666602.432001,10698530110.5488,7534796658.364799,123.334,1
23,8955434704.2848,5149863965.0416,5998499894.592,5040815936.8,5345173143.588,117.58,0
103,2747352568.68,3479763986.908801,3659852283.884,5550052336.5272,3032275675.9680004,136.276,1
99,3032275675.9680004,3181945528.052,2965906542.8104005,2561540226.1312,2468460414.89,121.172,1
116,3171629905.1192,4818271892.9484,5336979819.298801,5134362939.962,2614683585.0688004,152.646,1
87,4089899398.363199,2855567792.1648006,4474777007.2064,2975672446.9204006,3789181404.9472,109.81,0
74,4442734393.94944,2927319720.98432,2254094917.4698,2806667420.9784,3819385897.159359,102.23,1
121,3330699312.6680007,3682128032.7152,5216075780.352,6248443471.826401,3504959514.3264,143.24,1
139,6382434111.112801,5785447318.745599,3974435261.4728,2921182098.3904004,2722664426.9336004,174.95999999999998,1
20,5040815936.8,5345173143.588,4606193739.700801,5699175430.0936,4655327548.3008,118.484,0
71,2806667420.9784,3819385897.159359,3396514156.44856,2701667695.18528,2665816539.2808,94.249,1
106,2686206820.5504003,2623716713.6184,3366336712.7096004,2747352568.68,3479763986.908801,139.1,1
14,5500763799.929599,6590333378.624,7783116465.085601,8962790519.352001,4772292324.861599,125.146,1
92,3195484279.44,2488559222.7344,4368506091.95,4336237913.623199,3592097208.996,109.474,1
102,3479763986.908801,3659852283.884,5550052336.5272,3032275675.9680004,3181945528.052,134.7,1
