Date,t-5,t-4,t-3,t-2,t-1,t,movement
2016-09-29,109.85,110.68,110.18,110.63,110.68,111.52,1
2016-09-30,110.68,110.18,110.63,110.68,111.52,111.69,1
2016-10-03,110.18,110.63,110.68,111.52,111.69,113.63,1
2016-10-04,110.63,110.68,111.52,111.69,113.63,113.88,1
2016-10-05,110.68,111.52,111.69,113.63,113.88,114.9,1
2016-10-06,111.52,111.69,113.63,113.88,114.9,114.54,0
2016-10-07,111.69,113.63,113.88,114.9,114.54,115.18,1
2016-10-10,113.63,113.88,114.9,114.54,115.18,115.11,0
2016-10-11,113.88,114.9,114.54,115.18,115.11,115.03,0
2016-10-12,114.9,114.54,115.18,115.11,115.03,114.68,0
2016-10-13,114.54,115.18,115.11,115.03,114.68,114.62,0
2016-10-14,115.18,115.11,115.03,114.68,114.62,114.17,0
2016-10-17,115.11,115.03,114.68,114.62,114.17,115.2,1
2016-10-18,115.03,114.68,114.62,114.17,115.2,115.78,1
2016-10-19,114.68,114.62,114.17,115.2,115.78,113.17,0
2016-10-20,114.62,114.17,115.2,115.78,113.17,112.1,0
2016-10-21,114.17,115.2,115.78,113.17,112.1,111.35,0
2016-10-24,115.2,115.78,113.17,112.1,111.35,111.17,0
2016-10-25,115.78,113.17,112.1,111.35,111.17,109.17,0
2016-10-26,113.17,112.1,111.35,111.17,109.17,109.27,1
2016-10-27,112.1,111.35,111.17,109.17,109.27,108.09,0
2016-10-28,111.35,111.17,109.17,109.27,108.09,107.11,0
2016-10-31,111.17,109.17,109.27,108.09,107.11,108.66,1
2016-11-01,109.17,109.27,108.09,107.11,108.66,109.31,1
2016-11-02,109.27,108.09,107.11,108.66,109.31,109.13,0
2016-11-03,108.09,107.11,108.66,109.31,109.13,106.08,0
2016-11-04,107.11,108.66,109.31,109.13,106.08,106.72,1
2016-11-07,108.66,109.31,109.13,106.08,106.72,104.04,0
2016-11-08,109.31,109.13,106.08,106.72,104.04,105.41,1
2016-11-09,109.13,106.08,106.72,104.04,105.41,108.25,1
2016-11-10,106.08,106.72,104.04,105.41,108.25,108.21,0
2016-11-11,106.72,104.04,105.41,108.25,108.21,108.31,1
2016-11-14,104.04,105.41,108.25,108.21,108.31,109.96,1
2016-11-15,105.41,108.25,108.21,108.31,109.96,110.03,1
2016-11-16,108.25,108.21,108.31,109.96,110.03,109.47,0
2016-11-17,108.21,108.31,109.96,110.03,109.47,110.02,1
2016-11-18,108.31,109.96,110.03,109.47,110.02,109.81,0
2016-11-21,109.96,110.03,109.47,110.02,109.81,109.7,0
2016-11-22,110.03,109.47,110.02,109.81,109.7,108.77,0
2016-11-23,109.47,110.02,109.81,109.7,108.77,107.76,0
2016-11-25,110.02,109.81,109.7,108.77,107.76,108.16,1
2016-11-28,109.81,109.7,108.77,107.76,108.16,107.38,0
2016-11-29,109.7,108.77,107.76,108.16,107.38,108.21,1
2016-11-30,108.77,107.76,108.16,107.38,108.21,109.28,1
2016-12-01,107.76,108.16,107.38,108.21,109.28,110.35,1
2016-12-02,108.16,107.38,108.21,109.28,110.35,112.15,1
2016-12-05,107.38,108.21,109.28,110.35,112.15,111.51,0
2016-12-06,108.21,109.28,110.35,112.15,111.51,113.36,1
2016-12-07,109.28,110.35,112.15,111.51,113.36,113.36,0
2016-12-08,110.35,112.15,111.51,113.36,113.36,113.99,1
2016-12-09,112.15,111.51,113.36,113.36,113.99,114.14,1
2016-12-12,111.51,113.36,113.36,113.99,114.14,114.8,1
2016-12-13,113.36,113.36,113.99,114.14,114.8,115.11,1
2016-12-14,113.36,113.99,114.14,114.8,115.11,115.21,1
2016-12-15,113.99,114.14,114.8,115.11,115.21,114.45,0
2016-12-16,114.14,114.8,115.11,115.21,114.45,114.68,1
2016-12-19,114.8,115.11,115.21,114.45,114.68,115.41,1
2016-12-20,115.11,115.21,114.45,114.68,115.41,114.92,0
2016-12-21,115.21,114.45,114.68,115.41,114.92,114.89,0
2016-12-22,114.45,114.68,115.41,114.92,114.89,113.99,0
2016-12-23,114.68,115.41,114.92,114.89,113.99,114.31,1
2016-12-27,115.41,114.92,114.89,113.99,114.31,114.19,0
2016-12-28,114.92,114.89,113.99,114.31,114.19,114.77,1
2016-12-29,114.89,113.99,114.31,114.19,114.77,116.04,1
2016-12-30,113.99,114.31,114.19,114.77,116.04,117.11,1
2017-01-03,114.31,114.19,114.77,116.04,117.11,117.23,1
2017-01-04,114.19,114.77,116.04,117.11,117.23,117.86,1
2017-01-05,114.77,116.04,117.11,117.23,117.86,117.37,0
2017-01-06,116.04,117.11,117.23,117.86,117.37,117.16,0
2017-01-09,117.11,117.23,117.86,117.37,117.16,118.1,1
2017-01-10,117.23,117.86,117.37,117.16,118.1,118.09,0
2017-01-11,117.86,117.37,117.16,118.1,118.09,117.89,0
2017-01-12,117.37,117.16,118.1,118.09,117.89,118.1,1
2017-01-13,117.16,118.1,118.09,117.89,118.1,118.19,1
2017-01-17,118.1,118.09,117.89,118.1,118.19,118.07,0
2017-01-18,118.09,117.89,118.1,118.19,118.07,119.95,1
2017-01-19,117.89,118.1,118.19,118.07,119.95,120.01,1
2017-01-20,118.1,118.19,118.07,119.95,120.01,120.02,1
2017-01-23,118.19,118.07,119.95,120.01,120.02,119.7,0
2017-01-24,118.07,119.95,120.01,120.02,119.7,119.43,0
2017-01-25,119.95,120.01,120.02,119.7,119.43,126.7,1
2017-01-26,120.01,120.02,119.7,119.43,126.7,126.5,0
2017-01-27,120.02,119.7,119.43,126.7,126.5,127.03,1
2017-01-30,119.7,119.43,126.7,126.5,127.03,128.23,1
2017-01-31,119.43,126.7,126.5,127.03,128.23,129.44,1
2017-02-01,126.7,126.5,127.03,128.23,129.44,129.95,1
2017-02-02,126.5,127.03,128.23,129.44,129.95,130.89,1
2017-02-03,127.03,128.23,129.44,129.95,130.89,130.6,0
2017-02-06,128.23,129.44,129.95,130.89,130.6,131.75,1
2017-02-07,129.44,129.95,130.89,130.6,131.75,133.45,1
2017-02-08,129.95,130.89,130.6,131.75,133.45,133.94,1
2017-02-09,130.89,130.6,131.75,133.45,133.94,133.78,0
2017-02-10,130.6,131.75,133.45,133.94,133.78,134.15,1
2017-02-13,131.75,133.45,133.94,133.78,134.15,135.12,1
2017-02-14,133.45,133.94,133.78,134.15,135.12,135.53,1
2017-02-15,133.94,133.78,134.15,135.12,135.53,134.92,0
2017-02-16,133.78,134.15,135.12,135.53,134.92,135.08,1
2017-02-17,134.15,135.12,135.53,134.92,135.08,135.35,1
2017-02-21,135.12,135.53,134.92,135.08,135.35,135.41,1
2017-02-22,135.53,134.92,135.08,135.35,135.41,138.18,1
2017-02-23,134.92,135.08,135.35,135.41,138.18,137.36,0
2017-02-24,135.08,135.35,135.41,138.18,137.36,138.17,1
2017-02-27,135.35,135.41,138.18,137.36,138.17,137.73,0
2017-02-28,135.41,138.18,137.36,138.17,137.73,137.91,1
2017-03-01,138.18,137.36,138.17,137.73,137.91,137.4,0
2017-03-02,137.36,138.17,137.73,137.91,137.4,137.08,0
2017-03-03,138.17,137.73,137.91,137.4,137.08,137.54,1
2017-03-06,137.73,137.91,137.4,137.08,137.54,137.6,1
2017-03-07,137.91,137.4,137.08,137.54,137.6,137.39,0
2017-03-08,137.4,137.08,137.54,137.6,137.39,138.83,1
2017-03-09,137.08,137.54,137.6,137.39,138.83,139.06,1
2017-03-10,137.54,137.6,137.39,138.83,139.06,138.36,0
2017-03-13,137.6,137.39,138.83,139.06,138.36,139.83,1
2017-03-14,137.39,138.83,139.06,138.36,139.83,138.23,0
2017-03-15,138.83,139.06,138.36,139.83,138.23,139.79,1
2017-03-16,139.06,138.36,139.83,138.23,139.79,139.29,0
2017-03-17,138.36,139.83,138.23,139.79,139.29,139.01,0
2017-03-20,139.83,138.23,139.79,139.29,139.01,139.25,1
2017-03-21,138.23,139.79,139.29,139.01,139.25,142.14,1
2017-03-22,139.79,139.29,139.01,139.25,142.14,142.46,1
2017-03-23,139.29,139.01,139.25,142.14,142.46,142.27,0
2017-03-24,139.01,139.25,142.14,142.46,142.27,142.0,0
2017-03-27,139.25,142.14,142.46,142.27,142.0,142.04,1
2017-03-28,142.14,142.46,142.27,142.0,142.04,143.1,1
2017-03-29,142.46,142.27,142.0,142.04,143.1,142.36,0
2017-03-30,142.27,142.0,142.04,143.1,142.36,142.0,0
2017-03-31,142.0,142.04,143.1,142.36,142.0,141.68,0
2017-04-03,142.04,143.1,142.36,142.0,141.68,141.51,0
2017-04-04,143.1,142.36,142.0,141.68,141.51,140.0,0
2017-04-05,142.36,142.0,141.68,141.51,140.0,140.17,1
2017-04-06,142.0,141.68,141.51,140.0,140.17,139.42,0
2017-04-07,141.68,141.51,140.0,140.17,139.42,140.2,1
2017-04-10,141.51,140.0,140.17,139.42,140.2,139.57,0
2017-04-11,140.0,140.17,139.42,140.2,139.57,139.05,0
2017-04-12,140.17,139.42,140.2,139.57,139.05,140.79,1
2017-04-13,139.42,140.2,139.57,139.05,140.79,140.63,0
2017-04-17,140.2,139.57,139.05,140.79,140.63,141.98,1
2017-04-18,139.57,139.05,140.79,140.63,141.98,142.87,1
2017-04-19,139.05,140.79,140.63,141.98,142.87,142.02,0
2017-04-20,140.79,140.63,141.98,142.87,142.02,142.13,1
2017-04-21,140.63,141.98,142.87,142.02,142.13,141.99,0
2017-04-24,141.98,142.87,142.02,142.13,141.99,144.89,1
2017-04-25,142.87,142.02,142.13,141.99,144.89,145.81,1
2017-04-26,142.02,142.13,141.99,144.89,145.81,145.37,0
2017-04-27,142.13,141.99,144.89,145.81,145.37,144.84,0
2017-04-28,141.99,144.89,145.81,145.37,144.84,147.24,1
2017-05-01,144.89,145.81,145.37,144.84,147.24,151.24,1
2017-05-02,145.81,145.37,144.84,147.24,151.24,152.21,1
2017-05-03,145.37,144.84,147.24,151.24,152.21,151.49,0
2017-05-04,144.84,147.24,151.24,152.21,151.49,152.8,1
2017-05-05,147.24,151.24,152.21,151.49,152.8,154.93,1
2017-05-08,151.24,152.21,151.49,152.8,154.93,154.53,0
2017-05-09,152.21,151.49,152.8,154.93,154.53,154.31,0
2017-05-10,151.49,152.8,154.93,154.53,154.31,149.12,0
2017-05-11,152.8,154.93,154.53,154.31,149.12,151.4,1
2017-05-12,154.93,154.53,154.31,149.12,151.4,151.91,1
2017-05-15,154.53,154.31,149.12,151.4,151.91,152.84,1
2017-05-16,154.31,149.12,151.4,151.91,152.84,152.65,0
2017-05-17,149.12,151.4,151.91,152.84,152.65,152.19,0
2017-05-18,151.4,151.91,152.84,152.65,152.19,152.72,1
2017-05-19,151.91,152.84,152.65,152.19,152.72,152.46,0
2017-05-22,152.84,152.65,152.19,152.72,152.46,152.52,1
2017-05-23,152.65,152.19,152.72,152.46,152.52,151.61,0
2017-05-24,152.19,152.72,152.46,152.52,151.61,152.03,1
2017-05-25,152.72,152.46,152.52,151.61,152.03,154.29,1
2017-05-26,152.46,152.52,151.61,152.03,154.29,152.78,0
2017-05-30,152.52,151.61,152.03,154.29,152.78,153.3,1
2017-05-31,151.61,152.03,154.29,152.78,153.3,154.21,1
2017-06-01,152.03,154.29,152.78,153.3,154.21,153.83,0
2017-06-02,154.29,152.78,153.3,154.21,153.83,147.87,0
2017-06-05,152.78,153.3,154.21,153.83,147.87,144.33,0
2017-06-06,153.3,154.21,153.83,147.87,144.33,145.5,1
2017-06-07,154.21,153.83,147.87,144.33,145.5,144.07,0
2017-06-08,153.83,147.87,144.33,145.5,144.07,143.22,0
2017-06-09,147.87,144.33,145.5,144.07,143.22,141.2,0
2017-06-12,144.33,145.5,144.07,143.22,141.2,145.25,1
2017-06-13,145.5,144.07,143.22,141.2,145.25,143.92,0
2017-06-14,144.07,143.22,141.2,145.25,143.92,144.78,1
2017-06-15,143.22,141.2,145.25,143.92,144.78,144.54,0
2017-06-16,141.2,145.25,143.92,144.78,144.54,145.19,1
2017-06-19,145.25,143.92,144.78,144.54,145.19,144.73,0
2017-06-20,143.92,144.78,144.54,145.19,144.73,142.66,0
2017-06-21,144.78,144.54,145.19,144.73,142.66,144.74,1
2017-06-22,144.54,145.19,144.73,142.66,144.74,142.61,0
2017-06-23,145.19,144.73,142.66,144.74,142.61,142.95,1
2017-06-26,144.73,142.66,144.74,142.61,142.95,142.43,0
2017-06-27,142.66,144.74,142.61,142.95,142.43,143.02,1
2017-06-28,144.74,142.61,142.95,142.43,143.02,141.66,0
2017-06-29,142.61,142.95,142.43,143.02,141.66,143.11,1
2017-06-30,142.95,142.43,143.02,141.66,143.11,143.97,1
2017-07-03,142.43,143.02,141.66,143.11,143.97,144.44,1
2017-07-05,143.02,141.66,143.11,143.97,144.44,144.65,1
2017-07-06,141.66,143.11,143.97,144.44,144.65,146.66,1
2017-07-07,143.11,143.97,144.44,144.65,146.66,147.93,1
2017-07-10,143.97,144.44,144.65,146.66,147.93,148.44,1
2017-07-11,144.44,144.65,146.66,147.93,148.44,148.95,1
2017-07-12,144.65,146.66,147.93,148.44,148.95,149.89,1
2017-07-13,146.66,147.93,148.44,148.95,149.89,149.21,0
2017-07-14,147.93,148.44,148.95,149.89,149.21,149.14,0
2017-07-17,148.44,148.95,149.89,149.21,149.14,150.96,1
2017-07-18,148.95,149.89,149.21,149.14,150.96,151.6,1
2017-07-19,149.89,149.21,149.14,150.96,151.6,152.31,1
2017-07-20,149.21,149.14,150.96,151.6,152.31,149.43,0
2017-07-21,149.14,150.96,151.6,152.31,149.43,148.39,0
2017-07-24,150.96,151.6,152.31,149.43,148.39,147.62,0
2017-07-25,151.6,152.31,149.43,148.39,147.62,148.92,1
2017-07-26,152.31,149.43,148.39,147.62,148.92,155.97,1
2017-07-27,149.43,148.39,147.62,148.92,155.97,154.4,0
2017-07-28,148.39,147.62,148.92,155.97,154.4,155.22,1
2017-07-31,147.62,148.92,155.97,154.4,155.22,157.62,1
2017-08-01,148.92,155.97,154.4,155.22,157.62,158.88,1
2017-08-02,155.97,154.4,155.22,157.62,158.88,159.86,1
2017-08-03,154.4,155.22,157.62,158.88,159.86,154.76,0
2017-08-04,155.22,157.62,158.88,159.86,154.76,156.92,1
2017-08-07,157.62,158.88,159.86,154.76,156.92,159.28,1
2017-08-08,158.88,159.86,154.76,156.92,159.28,161.02,1
2017-08-09,159.86,154.76,156.92,159.28,161.02,160.37,0
2017-08-10,154.76,156.92,159.28,161.02,160.37,157.29,0
2017-08-11,156.92,159.28,161.02,160.37,157.29,156.94,0
2017-08-14,159.28,161.02,160.37,157.29,156.94,156.65,0
2017-08-15,161.02,160.37,157.29,156.94,156.65,159.21,1
2017-08-16,160.37,157.29,156.94,156.65,159.21,159.41,1
2017-08-17,157.29,156.94,156.65,159.21,159.41,158.7,0
2017-08-18,156.94,156.65,159.21,159.41,158.7,159.29,1
2017-08-21,156.65,159.21,159.41,158.7,159.29,160.89,1
2017-08-22,159.21,159.41,158.7,159.29,160.89,162.33,1
2017-08-23,159.41,158.7,159.29,160.89,162.33,162.76,1
2017-08-24,158.7,159.29,160.89,162.33,162.76,163.41,1
2017-08-25,159.29,160.89,162.33,162.76,163.41,163.46,1
2017-08-28,160.89,162.33,162.76,163.41,163.46,161.5,0
2017-08-29,162.33,162.76,163.41,163.46,161.5,161.33,0
2017-08-30,162.76,163.41,163.46,161.5,161.33,160.68,0
2017-08-31,163.41,163.46,161.5,161.33,160.68,158.06,0
2017-09-01,163.46,161.5,161.33,160.68,158.06,160.92,1
2017-09-05,161.5,161.33,160.68,158.06,160.92,160.28,0
2017-09-06,161.33,160.68,158.06,160.92,160.28,159.08,0
2017-09-07,160.68,158.06,160.92,160.28,159.08,157.71,0
2017-09-08,158.06,160.92,160.28,159.08,157.71,159.31,1
2017-09-11,160.92,160.28,159.08,157.71,159.31,158.1,0
2017-09-12,160.28,159.08,157.71,159.31,158.1,158.16,1
2017-09-13,159.08,157.71,159.31,158.1,158.16,155.51,0
2017-09-14,157.71,159.31,158.1,158.16,155.51,152.84,0
2017-09-15,159.31,158.1,158.16,155.51,152.84,151.35,0
2017-09-18,158.1,158.16,155.51,152.84,151.35,150.01,0
2017-09-19,158.16,155.51,152.84,151.35,150.01,152.59,1
2017-09-20,155.51,152.84,151.35,150.01,152.59,153.68,1
2017-09-21,152.84,151.35,150.01,152.59,153.68,152.73,0
2017-09-22,151.35,150.01,152.59,153.68,152.73,153.57,1
2017-09-25,150.01,152.59,153.68,152.73,153.57,153.26,0
2017-09-26,152.59,153.68,152.73,153.57,153.26,153.92,1
2017-09-27,153.68,152.73,153.57,153.26,153.92,152.93,0
2017-09-28,152.73,153.57,153.26,153.92,152.93,154.83,1
2017-09-29,153.57,153.26,153.92,152.93,154.83,154.74,0
2017-10-02,153.26,153.92,152.93,154.83,154.74,155.28,1
2017-10-03,153.92,152.93,154.83,154.74,155.28,155.34,1
2017-10-04,152.93,154.83,154.74,155.28,155.34,155.99,1
2017-10-05,154.83,154.74,155.28,155.34,155.99,155.44,0
2017-10-06,154.74,155.28,155.34,155.99,155.44,156.43,1
2017-10-09,155.28,155.34,155.99,155.44,156.43,159.31,1
2017-10-10,155.34,155.99,155.44,156.43,159.31,159.9,1
2017-10-11,155.99,155.44,156.43,159.31,159.9,159.19,0
2017-10-12,155.44,156.43,159.31,159.9,159.19,155.42,0
2017-10-13,156.43,159.31,159.9,159.19,155.42,155.69,1
2017-10-16,159.31,159.9,159.19,155.42,155.69,155.61,0
2017-10-17,159.9,159.19,155.42,155.69,155.61,156.54,1
2017-10-18,159.19,155.42,155.69,155.61,156.54,155.85,0
2017-10-19,155.42,155.69,155.61,156.54,155.85,156.85,1
2017-10-20,155.69,155.61,156.54,155.85,156.85,162.47,1
2017-10-23,155.61,156.54,155.85,156.85,162.47,166.12,1
2017-10-24,156.54,155.85,156.85,162.47,166.12,168.43,1
2017-10-25,155.85,156.85,162.47,166.12,168.43,166.29,0
2017-10-26,156.85,162.47,166.12,168.43,166.29,167.51,1
2017-10-27,162.47,166.12,168.43,166.29,167.51,171.88,1
2017-10-30,166.12,168.43,166.29,167.51,171.88,173.63,1
2017-10-31,168.43,166.29,167.51,171.88,173.63,174.18,1
2017-11-01,166.29,167.51,171.88,173.63,174.18,175.61,1
2017-11-02,167.51,171.88,173.63,174.18,175.61,175.25,0
2017-11-03,171.88,173.63,174.18,175.61,175.25,174.67,0
