,t-1,t,movement
0,15222055.0258624,0.441558,1
1,17471180.4041268,0.418516,0
2,13131393.6735632,0.398768,0
3,15465719.0580288,0.389568,0
4,17761559.1762432,0.386492,0
5,22223177.6854248,0.4103,1
6,21797937.44634,0.39674,0
7,7686593.5049,0.40313999999999994,1
8,15246440.431427998,0.37778199999999995,0
9,15698225.991022399,0.366002,0
10,19961249.0480676,0.398014,1
11,20471907.722427197,0.414914,1
12,29925211.6124772,0.417498,1
13,11837130.7489104,0.43925400000000003,1
14,25652663.0662896,0.44924,1
15,15198866.02828,0.450022,1
16,19859993.5155508,0.47588800000000003,1
17,31433864.803824004,0.46719799999999995,0
18,47956886.6696696,0.473826,1
19,47093902.8407556,0.46715599999999996,0
20,34250505.882828,0.479214,1
21,30615360.608138397,0.440534,0
22,36790481.582784,0.42644200000000004,0
23,29157203.9838232,0.400326,0
24,23310722.7681,0.353184,0
25,38691588.334464,0.35574399999999995,1
26,22306816.9547648,0.35396,0
27,11560941.207736,0.343712,0
28,15354784.691936001,0.327076,0
29,18208107.1431264,0.34909,1
30,10235608.19561,0.35191,1
31,9489944.090094,0.33322199999999996,0
32,12336579.072577199,0.318642,0
33,10545139.94121,0.324014,1
34,12759578.2631792,0.332706,1
35,17096982.142548,0.27788599999999997,0
36,31484894.9045484,0.26661999999999997,0
37,29902643.828068,0.24793200000000004,0
38,25030582.195881605,0.247936,1
39,14250670.6790656,0.285076,1
40,15265923.7387096,0.280976,0
41,5931346.602848,0.28505800000000003,1
42,7052488.509250401,0.276356,0
43,11527109.0484296,0.26175800000000005,0
44,12567143.034023201,0.252792,0
45,5799089.2806288,0.241014,0
46,6432868.2326832,0.23588599999999998,0
47,7487531.3424688,0.24024399999999999,1
48,4649177.142868,0.239738,0
49,2945854.3704612004,0.24050000000000002,1
50,5731351.2191,0.24870200000000003,1
51,6790633.8693788005,0.26611599999999996,1
52,9623092.367650399,0.25304200000000004,0
53,4091293.230486801,0.24358,0
54,4332106.885716,0.257142,1
55,13079311.83072,0.28506400000000004,1
56,22426546.912182402,0.288652,1
57,10861774.9550856,0.29865,1
58,12284629.02117,0.31709000000000004,1
59,20589008.270038005,0.314522,0
60,8447515.3501388,0.30503600000000003,0
61,10079617.087885601,0.32271799999999995,1
62,12800473.218460398,0.314532,0
63,13490833.572576,0.331434,1
64,24664167.143431198,0.35216200000000003,1
65,14335747.870299201,0.35498999999999997,1
66,13412581.632155998,0.36215200000000003,1
67,37645159.344912,0.379062,1
68,37882675.1848428,0.373426,0
69,14387685.3188244,0.36421000000000003,0
70,32219286.96448,0.381368,1
71,22781445.2986224,0.381374,1
72,13725687.558377199,0.39930199999999993,1
73,24095711.642880794,0.40750000000000003,1
74,16627130.3235,0.398014,0
75,11968963.0167904,0.40338799999999997,1
76,18186023.8178624,0.434138,1
77,45961137.0148672,0.44669799999999993,1
78,28222697.152938396,0.43387000000000003,0
79,23611183.359404,0.433106,0
80,12980410.6491808,0.47049599999999997,1
81,34903341.9803328,0.49968399999999996,1
82,35093333.587188795,0.49718599999999996,0
83,23770783.1460956,0.5438000000000001,1
84,46311411.76532001,0.57424,1
85,47405720.756736,0.58984,1
86,32861796.854896,0.59928,1
87,35252835.372480005,0.5899,0
88,33100987.67604,0.5644,0
89,34546451.14568,0.5635,0
90,28169131.372899998,0.573,1
91,15035414.224199997,0.56676,0
92,38261892.901032,0.55536,0
93,48015430.28380799,0.5335,0
94,32772400.9492,0.5090859999999999,0
95,45355457.839581996,0.50387,0
96,21267519.198246,0.54708,1
97,37324271.386344,0.57014,1
98,25067630.564028002,0.5877800000000001,1
