t-1,t,movement
2933429667.473399,129.05700000000002,1
3906464940.4015503,137.77949999999998,1
3189557149.8548994,140.98250000000002,1
2957173649.4432507,148.154,1
4454950252.4733,149.94349999999997,1
4553436855.842699,144.569,0
3340913525.02065,153.57000000000002,1
4181880671.994,160.128,1
4581833304.6144,154.59250000000003,0
4301027471.286251,162.61749999999998,1
4725867423.462125,174.95999999999998,1
