Date,t-5,t-4,t-3,t-2,t-1,t,movement
2015-07-01,120.81,3440390525.3399997,3535740812.5,5900757206.3,7447408899.21,114.59,0
2015-07-02,120.66,3535740812.5,5900757206.3,7447408899.21,9437199708.16,117.65,1
2015-07-06,120.25,5900757206.3,7447408899.21,9437199708.16,7563784501.650001,119.92,1
2015-07-07,119.95,7447408899.21,9437199708.16,7563784501.650001,5207366146.64,119.87,0
2015-07-08,116.97,9437199708.16,7563784501.650001,5207366146.64,3989172789.33,121.02,1
2015-07-09,114.59,7563784501.650001,5207366146.64,3989172789.33,4264662143.3399997,122.63,1
2015-07-10,117.65,5207366146.64,3989172789.33,4264662143.3399997,4654526130.76,123.72,1
2015-07-13,119.92,3989172789.33,4264662143.3399997,4654526130.76,5984824722.84,126.03,1
2015-07-14,119.87,4264662143.3399997,4654526130.76,5984824722.84,7778434857.45,124.78,0
2015-07-15,121.02,4654526130.76,5984824722.84,7778434857.45,10036009855.3,119.51,0
2015-07-16,122.63,5984824722.84,7778434857.45,10036009855.3,14457791207.27,119.45,0
2015-07-17,123.72,7778434857.45,10036009855.3,14457791207.27,6383409672.3,118.81,0
2015-07-20,126.03,10036009855.3,14457791207.27,6383409672.3,5249026869.29,117.17,0
2015-07-21,124.78,14457791207.27,6383409672.3,5249026869.29,5458124485.84,117.75,1
2015-07-22,119.51,6383409672.3,5249026869.29,5458124485.84,4147957466.25,117.39,0
2015-07-23,119.45,5249026869.29,5458124485.84,4147957466.25,4552721578.86,116.78,0
2015-07-24,118.81,5458124485.84,4147957466.25,4552721578.86,4115035483.56,115.76,0
2015-07-27,117.17,4147957466.25,4552721578.86,4115035483.56,5201928998.64,113.02,0
2015-07-28,117.75,4552721578.86,4115035483.56,5201928998.64,8283405103.96,109.41,0
2015-07-29,117.39,4115035483.56,5201928998.64,8283405103.96,14231981574.09,110.13,1
2015-07-30,116.78,5201928998.64,8283405103.96,14231981574.09,11460709396.529999,110.37,1
2015-07-31,115.76,8283405103.96,14231981574.09,11460709396.529999,6087845300.55,110.74,1
2015-08-03,113.02,14231981574.09,11460709396.529999,6087845300.55,4467075523.4,114.78,1
2015-08-04,109.41,11460709396.529999,6087845300.55,4467075523.4,6579393908.4,108.8,0
2015-08-05,110.13,6087845300.55,4467075523.4,6579393908.4,11011919238.4,110.47,1
2015-08-06,110.37,4467075523.4,6579393908.4,11011919238.4,11717742135.11,110.38,0
2015-08-07,110.74,6579393908.4,11011919238.4,11717742135.11,5588455511.2,111.16,1
2015-08-10,114.78,11011919238.4,11717742135.11,5588455511.2,4977880748.68,112.32,1
2015-08-11,108.8,11717742135.11,5588455511.2,4977880748.68,4790248407.36,111.68,0
2015-08-12,110.47,5588455511.2,4977880748.68,4790248407.36,4026225265.92,110.25,0
2015-08-13,110.38,4977880748.68,4790248407.36,4026225265.92,5553214332.75,107.98,0
2015-08-14,111.16,4790248407.36,4026225265.92,5553214332.75,7715856780.9800005,101.4,0
2015-08-17,112.32,4026225265.92,5553214332.75,7715856780.9800005,13568175613.2,98.855,0
2015-08-18,111.68,5553214332.75,7715856780.9800005,13568175613.2,16722219568.285,99.452,1
2015-08-19,110.25,7715856780.9800005,13568175613.2,16722219568.285,10747813144.364,105.15,1
2015-08-20,107.98,13568175613.2,16722219568.285,10747813144.364,10614774837.150002,108.25,1
2015-08-21,101.4,16722219568.285,10747813144.364,10614774837.150002,9554776205.75,108.6,1
2015-08-24,98.855,10747813144.364,10614774837.150002,9554776205.75,6022694817.0,108.09,0
2015-08-25,99.452,10614774837.150002,9554776205.75,6022694817.0,6339974957.37,103.26,0
2015-08-26,105.15,9554776205.75,6022694817.0,6339974957.37,8277370235.46,107.7,1
2015-08-27,108.25,6022694817.0,6339974957.37,8277370235.46,6952930525.5,105.81,0
2015-08-28,108.6,6339974957.37,8277370235.46,6952930525.5,5875639246.14,104.74,0
2015-08-31,108.09,8277370235.46,6952930525.5,5875639246.14,5462488775.82,107.67,1
2015-09-01,103.26,6952930525.5,5875639246.14,5462488775.82,6159717363.42,105.6,0
2015-09-02,107.7,5875639246.14,5462488775.82,6159717363.42,9364360790.4,107.92,1
2015-09-03,105.81,5462488775.82,6159717363.42,9364360790.4,7078270989.6,109.49,1
2015-09-04,104.74,6159717363.42,9364360790.4,7078270989.6,5700975137.95,110.54,1
2015-09-08,107.67,9364360790.4,7078270989.6,5700975137.95,6729769269.54,111.47,1
2015-09-09,105.6,7078270989.6,5700975137.95,6729769269.54,5039622906.72,111.59,1
2015-09-10,107.92,5700975137.95,6729769269.54,5039622906.72,4327107575.6,109.22,0
2015-09-11,109.49,6729769269.54,5039622906.72,4327107575.6,7304423788.38,108.76,0
2015-09-14,110.54,5039622906.72,4327107575.6,7304423788.38,8427749427.96,110.44,1
2015-09-15,111.47,4327107575.6,7304423788.38,8427749427.96,5785749936.559999,108.71,0
2015-09-16,111.59,7304423788.38,8427749427.96,5785749936.559999,5709202537.009999,109.59,1
2015-09-17,109.22,8427749427.96,5785749936.559999,5709202537.009999,4087602779.9100003,110.24,1
2015-09-18,108.76,5785749936.559999,5709202537.009999,4087602779.9100003,5766367996.48,109.96,0
2015-09-21,110.44,5709202537.009999,4087602779.9100003,5766367996.48,6440792421.679999,107.8,0
2015-09-22,108.71,4087602779.9100003,5766367996.48,6440792421.679999,5857277533.8,104.55,0
2015-09-23,109.59,5766367996.48,6440792421.679999,5857277533.8,8001194562.9,105.74,1
2015-09-24,110.24,6440792421.679999,5857277533.8,8001194562.9,7332037929.259999,105.04,0
2015-09-25,109.96,5857277533.8,8001194562.9,7332037929.259999,7004762774.88,105.82,1
2015-09-28,107.8,8001194562.9,7332037929.259999,7004762774.88,6404472431.5,106.2,1
2015-09-29,104.55,7332037929.259999,7004762774.88,6404472431.5,5766898950.0,106.71,1
2015-09-30,105.74,7004762774.88,6404472431.5,5766898950.0,5438400026.16,106.2,0
2015-10-01,105.04,6404472431.5,5766898950.0,5438400026.16,5180727094.2,104.96,0
2015-10-02,105.82,5766898950.0,5438400026.16,5180727094.2,6785971217.919999,107.49,1
2015-10-05,106.2,5438400026.16,5180727094.2,6785971217.919999,5912821636.41,106.99,0
2015-10-06,106.71,5180727094.2,6785971217.919999,5912821636.41,3399442271.4199996,107.16,1
2015-10-07,106.2,6785971217.919999,5912821636.41,3399442271.4199996,3694313674.2,105.66,0
2015-10-08,104.96,5912821636.41,3399442271.4199996,3694313674.2,4900541864.04,107.23,1
2015-10-09,107.49,3399442271.4199996,3694313674.2,4900541864.04,4213967968.15,106.44,0
2015-10-12,106.99,3694313674.2,4900541864.04,4213967968.15,4356042204.84,107.1,1
2015-10-13,107.16,4900541864.04,4213967968.15,4356042204.84,3324682594.7999997,109.08,1
2015-10-14,105.66,4213967968.15,4356042204.84,3324682594.7999997,5571799964.28,109.07,0
2015-10-15,107.23,4356042204.84,3324682594.7999997,5571799964.28,4815727463.17,110.72,1
2015-10-16,106.44,3324682594.7999997,5571799964.28,4815727463.17,4810862279.04,114.16,1
2015-10-19,107.1,5571799964.28,4815727463.17,4810862279.04,7069658925.76,110.51,0
2015-10-20,109.08,4815727463.17,4810862279.04,7069658925.76,7646733040.42,109.81,0
2015-10-21,109.07,4810862279.04,7069658925.76,7646733040.42,8005016898.57,114.34,1
2015-10-22,110.72,7069658925.76,7646733040.42,8005016898.57,10203869794.14,115.54,1
2015-10-23,114.16,7646733040.42,8005016898.57,10203869794.14,6174104047.6,114.56,0
2015-10-26,110.51,8005016898.57,10203869794.14,6174104047.6,5899212440.32,116.16,1
2015-10-27,109.81,10203869794.14,6174104047.6,5899212440.32,3901267518.72,117.51,1
